Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10BEL03,50.0,0.0,0.0,1983.0,L,1.0,AllM,07/04/2010,10.0,BELHPS,2.00@12.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10BEL03,45.5,0.0,0.0,1983.0,L,2.0,AllM,07/04/2010,10.0,BELHPS,3.50@13.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SCG,M,10HUN01,43.5,0.0,0.0,1983.0,L,1.0,OpeM,07/25/2010,4.0,HUNKAL,1.50@13.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SCG,M,10HUN01,51.0,0.0,0.0,1983.0,L,2.0,OpeM,07/25/2010,4.0,HUNKAL,3.00@12.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SCG,M,10HUN01,50.0,0.0,0.0,1983.0,L,3.0,OpeM,07/25/2010,4.0,HUNKAL,2.00@12.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10HUN02,51.0,0.0,0.0,1983.0,L,1.0,OpeM,08/15/2010,2.0,HUNBUDAP,3.00@12.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10HUN02,47.0,0.0,0.0,1983.0,L,2.0,OpeM,08/15/2010,2.0,HUNBUDAP,5.00@13.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10HUN02,46.0,0.0,0.0,1983.0,L,3.0,OpeM,08/15/2010,2.0,HUNBUDAP,4.00@13.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10CRO01,45.5,0.0,0.0,1983.0,L,1.0,OpeM,09/05/2010,1.0,CROSTAR,3.50@13.000,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10CRO01,55.0,0.0,0.0,1983.0,L,2.0,OpeM,09/05/2010,1.0,CROSTAR,1.00@11.250,58.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10CRO01,50.0,0.0,0.0,1983.0,L,3.0,OpeM,09/05/2010,1.0,CROSTAR,2.00@12.000,58.0
DRAGIC Srdjan,SRB,M,10SRB01,0.0,0.0,0.0,1983.0,L,1.0,OpeM,09/26/2010,3.0,SRBBGADA,0.50@18.250,46.0
 , , , , , , , , , , , , , , , 
DRAGIC Srdjan,SRB,M,10SRB01,36.5,0.0,0.0,1983.0,L,2.0,OpeM,09/26/2010,3.0,SRBBGADA,0.50@14.250,58.0
