Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Shier,FRD,SS,0.17,23,53,2,9,2,0,0,2,2,21,0,3,0,0,0,0.214,0.208,0.422
B Bixler,LYN,SS,0.303,73,267,46,81,16,2,5,33,35,58,18,7,6,0,2,0.402,0.434,0.836
D Munoz,LYN,SS,0.0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0.0,0.25
B Lillibridge,LYN,SS,0.313,54,201,47,63,10,3,2,28,36,43,24,5,8,2,4,0.426,0.423,0.849
S Bynum,POT,SS,0.244,34,119,16,29,7,1,1,6,10,39,6,3,1,0,1,0.308,0.345,0.652
M Yepez,POT,SS,0.268,87,287,35,77,14,2,4,37,25,94,20,12,1,3,7,0.332,0.373,0.705
T Webb,POT,SS,0.257,112,416,53,107,28,5,6,47,30,81,20,8,0,4,6,0.321,0.392,0.713
I Desmond,POT,SS,0.244,92,365,50,89,20,2,9,45,29,79,14,8,2,3,7,0.313,0.384,0.696
M Martinez,POT,SS,0.217,7,23,1,5,2,0,0,2,1,1,1,0,0,0,1,0.28,0.304,0.584
C Jeroloman,WIL,SS,0.241,49,137,13,33,9,0,2,19,24,60,2,1,2,2,1,0.35,0.35,0.7
C Amador,WSW,SS,0.302,38,139,21,42,6,4,3,21,5,32,7,5,2,0,3,0.362,0.468,0.829
R Valido,WSW,SS,0.222,9,36,5,8,1,1,1,5,3,3,0,0,2,0,2,0.282,0.389,0.671
C Haggerty,WSW,SS,0.225,102,307,42,69,18,2,6,36,32,67,5,2,10,4,5,0.309,0.355,0.664
J De Los Santos,WSW,SS,0.297,99,340,34,101,17,0,1,31,18,43,10,4,6,2,7,0.338,0.356,0.694
V Mercedes,WSW,SS,0.273,137,521,68,142,34,8,10,52,36,69,20,10,17,8,7,0.323,0.426,0.75
W James,MYR,SS,0.217,11,23,3,5,0,0,0,0,6,4,3,1,0,0,0,0.419,0.217,0.637
M Rozema,MYR,SS,0.277,43,155,23,43,10,1,4,11,10,28,4,4,2,1,0,0.323,0.432,0.756
W Timmons,MYR,SS,0.2,2,5,2,1,0,0,0,1,3,1,0,0,0,0,0,0.556,0.2,0.756
D Hernandez,MYR,SS,0.238,76,286,37,68,10,0,6,47,19,51,11,1,0,2,8,0.295,0.336,0.631
B Finegan,KIN,SS,0.266,47,192,35,51,10,2,2,23,21,39,14,2,4,1,3,0.349,0.37,0.718
B Pinckney,KIN,SS,0.277,100,382,57,106,26,2,5,55,35,54,5,1,7,5,13,0.342,0.395,0.737
