Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Carlos Coste,GCL,10,2,3,0,0,0,2,0,0,0,3,0.3,0.364,0.3,0.664
Matt Spring,PawPor,99,10,20,5,0,4,16,1,1,10,44,0.202,0.282,0.374,0.656
Matthew Gedman,Low,76,12,18,1,0,2,15,3,0,7,7,0.237,0.322,0.329,0.651
David Sopilka,GCL,63,8,17,2,0,0,7,0,0,6,9,0.27,0.343,0.302,0.644
Miguel Rodriguez,GCL,46,6,10,5,0,0,7,0,0,6,7,0.217,0.308,0.326,0.634
Kevin Mager,LowGCL,65,7,16,3,0,0,13,0,1,5,13,0.246,0.338,0.292,0.63
Jordan Weems,Gre,154,22,37,8,0,0,20,1,1,17,42,0.24,0.324,0.292,0.616
Scott Podsednik,Paw,49,6,14,1,0,0,5,1,1,2,9,0.286,0.302,0.306,0.608
Jayson Hernandez,PorSal,25,2,6,2,0,0,3,0,0,1,7,0.24,0.269,0.32,0.589
Zach Kapstein,Low,34,6,7,1,0,0,0,0,0,3,15,0.206,0.289,0.235,0.525
Beau Bishop,GCL,32,7,7,1,0,0,5,0,0,2,10,0.219,0.265,0.25,0.515
Kevin Segovia,DSL,18,4,3,0,0,0,2,0,0,4,11,0.167,0.348,0.167,0.514
James Kang,Sal,49,7,10,1,0,0,5,2,1,6,15,0.204,0.288,0.224,0.513
Pablo Urena,DSL,63,3,12,3,0,0,5,0,1,3,19,0.19,0.268,0.238,0.506
Roberto Reyes,Low,12,0,3,0,0,0,1,0,0,0,6,0.25,0.25,0.25,0.5
Cody Ross,Paw,7,1,1,0,0,0,0,0,0,1,0,0.143,0.333,0.143,0.476
Darnell McDonald,Paw,13,1,2,2,0,0,0,0,0,0,4,0.154,0.154,0.308,0.462
Carl Crawford,GCL,5,2,0,0,0,0,0,0,0,4,1,0.0,0.444,0.0,0.444
Seth Schwindenhammer,Low,17,2,1,0,0,1,3,0,0,3,10,0.059,0.2,0.235,0.435
Oscar Perez,Low,74,9,13,4,0,0,7,0,1,3,18,0.176,0.2,0.23,0.43
Gregori Titts,DSL,35,7,5,0,0,0,1,2,0,6,10,0.143,0.286,0.143,0.429
Leonel Escobar,Gre,19,1,3,1,0,0,3,0,0,1,5,0.158,0.2,0.211,0.411
Shaq Green-Thompson,GCL,24,3,0,0,0,0,1,1,1,6,23,0.0,0.2,0.0,0.2
Ryan Sweeney,Por,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
