Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09IWSF00,0.0,0.0,43.7,1991.0,R,1.0,U17F,01/11/2009,PER001
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09IWSF00,0.0,6360.0,0.0,1991.0,R,1.0,U17F,01/11/2009,PER001
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09IWSF00,57.0,0.0,0.0,1991.0,R,1.0,U17F,01/11/2009,PER001
HENSLEY Caroline,USA,F,09IWSF00,57.0,6360.0,43.7,1991.0,R,1.0,U17F,01/11/2009,PER001
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09IWSF00,0.0,0.0,42.2,1991.0,R,2.0,U17F,01/11/2009,PER001
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09IWSF00,0.0,6410.0,0.0,1991.0,R,2.0,U17F,01/11/2009,PER001
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09IWSF00,56.0,0.0,0.0,1991.0,R,2.0,U17F,01/11/2009,PER001
HENSLEY Caroline,USA,F,09IWSF00,56.0,6410.0,42.2,1991.0,R,2.0,U17F,01/11/2009,PER001
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S015R,49.0,0.0,0.0,1991.0,L,1.0,G3,11/08/2008,USAS0301
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S015R,51.5,0.0,0.0,1991.0,L,2.0,G3,11/08/2008,USAS0301
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S015R,56.5,0.0,0.0,1991.0,L,3.0,G3,11/08/2008,USAS0301
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S061R,57.0,0.0,0.0,1991.0,L,1.0,G3,11/15/2008,USAS0275
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S061R,51.5,0.0,0.0,1991.0,L,2.0,G3,11/15/2008,USAS0275
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S061R,57.0,0.0,0.0,1991.0,L,3.0,G3,11/15/2008,USAS0275
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S062R,57.0,0.0,0.0,1991.0,L,1.0,G3,11/16/2008,USAS0275
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S062R,54.5,0.0,0.0,1991.0,L,2.0,G3,11/16/2008,USAS0275
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S062R,49.5,0.0,0.0,1991.0,L,3.0,G3,11/16/2008,USAS0275
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S077R,0.0,0.0,44.4,1991.0,R,1.0,G3,06/14/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S077R,0.0,6410.0,0.0,1991.0,L,1.0,G3,06/14/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S077R,58.0,0.0,0.0,1991.0,L,1.0,G3,06/14/2009,USAS0320
HENSLEY Caroline,USA,F,09S077R,58.0,6410.0,44.4,1991.0,L,1.0,G3,06/14/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S077R,0.0,0.0,44.4,1991.0,L,2.0,G3,06/14/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S077R,0.0,6740.0,0.0,1991.0,R,2.0,G3,06/14/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S077R,57.0,0.0,0.0,1991.0,L,2.0,G3,06/14/2009,USAS0320
HENSLEY Caroline,USA,F,09S077R,57.0,6740.0,44.4,1991.0,L,2.0,G3,06/14/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S082R,56.5,0.0,0.0,1991.0,L,1.0,G3,07/04/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S082R,57.5,0.0,0.0,1991.0,L,2.0,G3,07/04/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S082R,56.5,0.0,0.0,1991.0,L,3.0,G3,07/04/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S083R,0.0,0.0,44.8,1991.0,R,1.0,IW,06/21/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S083R,0.0,6680.0,0.0,1991.0,R,1.0,IW,06/21/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S083R,56.0,0.0,0.0,1991.0,R,1.0,IW,06/21/2009,USAS0320
HENSLEY Caroline,USA,F,09S083R,56.0,6680.0,44.8,1991.0,R,1.0,IW,06/21/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S083R,0.0,0.0,38.9,1991.0,R,2.0,IW,06/21/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S083R,0.0,7050.0,0.0,1991.0,R,2.0,IW,06/21/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S083R,56.5,0.0,0.0,1991.0,R,2.0,IW,06/21/2009,USAS0320
HENSLEY Caroline,USA,F,09S083R,56.5,7050.0,38.9,1991.0,R,2.0,IW,06/21/2009,USAS0320
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S142P,0.0,0.0,39.7,1991.0,R,1.0,IG,05/24/2009,USAS0328
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S142P,0.0,5940.0,0.0,1991.0,R,1.0,IG,05/24/2009,USAS0328
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S142P,55.0,0.0,0.0,1991.0,R,1.0,IG,05/24/2009,USAS0328
HENSLEY Caroline,USA,F,09S142P,55.0,5940.0,39.7,1991.0,R,1.0,IG,05/24/2009,USAS0328
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S142P,0.0,0.0,39.6,1991.0,R,2.0,IG,05/24/2009,USAS0328
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S142P,0.0,5570.0,0.0,1991.0,R,2.0,IG,05/24/2009,USAS0328
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,09S142P,56.0,0.0,0.0,1991.0,R,2.0,IG,05/24/2009,USAS0328
HENSLEY Caroline,USA,F,09S142P,56.0,5570.0,39.6,1991.0,R,2.0,IG,05/24/2009,USAS0328
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,10S026R,0.0,0.0,43.5,1991.0,L,1.0,W1,09/06/2009,USAS0265
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,10S026R,0.0,5260.0,0.0,1991.0,L,1.0,W1,09/06/2009,USAS0265
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,10S026R,57.0,0.0,0.0,1991.0,L,1.0,W1,09/06/2009,USAS0265
HENSLEY Caroline,USA,F,10S026R,57.0,5260.0,43.5,1991.0,L,1.0,W1,09/06/2009,USAS0265
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,10S026R,0.0,0.0,44.0,1991.0,L,2.0,W1,09/06/2009,USAS0265
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,10S026R,0.0,7290.0,0.0,1991.0,L,2.0,W1,09/06/2009,USAS0265
 , , , , , , , , , , , , 
HENSLEY Caroline,USA,F,10S026R,56.0,0.0,0.0,1991.0,L,2.0,W1,09/06/2009,USAS0265
HENSLEY Caroline,USA,F,10S026R,56.0,7290.0,44.0,1991.0,L,2.0,W1,09/06/2009,USAS0265
