Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 1,vs. Belmont Abbey,"L, 11-1",-,-,-,-,-,-,-,-,-,-,-
Feb 2,at Francis Marion,"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
Feb 3,vs. Claflin,"W, 15-9",-,-,-,-,-,-,-,-,-,-,-
Feb 8,at North Georgia,"W, 3-0",-,-,-,-,-,-,-,-,-,-,-
Feb 9,at North Georgia,"L, 11-9",-,-,-,-,-,-,-,-,-,-,-
Feb 10,at North Georgia,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Feb 12,Mars Hill,"L, 8-2",-,-,-,-,-,-,-,-,-,-,-
Feb 15,Ohio Dominican,"W, 8-5",-,-,-,-,-,-,-,-,-,-,-
Feb 15,Ohio Dominican,"L, 9-3",-,-,-,-,-,-,-,-,-,-,-
Feb 16,Glenville State,"W, 17-1",-,-,-,-,-,-,-,-,-,-,-
Feb 17,Glenville State,"W, 13-12",-,-,-,-,-,-,-,-,-,-,-
Feb 20,at Carson-Newman,"W, 12-8",-,-,-,-,-,-,-,-,-,-,-
Feb 24,at Belmont Abbey,"W, 12-6",-,-,-,-,-,-,-,-,-,-,-
Feb 25,at Belmont Abbey,"L, 5-1",-,-,-,-,-,-,-,-,-,-,-
Feb 25,at Belmont Abbey,"L, 5-1",-,-,-,-,-,-,-,-,-,-,-
Feb 27,Lincoln Memorial,"W, 13-12",-,-,-,-,-,-,-,-,-,-,-
Mar 2,at Barton,"L, 11-9",-,-,-,-,-,-,-,-,-,-,-
Mar 2,at Barton,"W, 7-2",-,-,-,-,-,-,-,-,-,-,-
Mar 3,at Barton,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Mar 9,Coker,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
Mar 9,Coker,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Mar 10,Coker,"L, 9-2",-,-,-,-,-,-,-,-,-,-,-
Mar 12,at Brevard,"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Mar 12,at Brevard,"W, 9-7",-,-,-,-,-,-,-,-,-,-,-
Mar 13,at Virginia Intermont,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 16,at Mount Olive,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Mar 16,at Mount Olive,"L, 7-1",-,-,-,-,-,-,-,-,-,-,-
Mar 17,at Mount Olive,"W, 12-7",-,-,-,-,-,-,-,-,-,-,-
Mar 20,Virginia Intermont,"W, 10-8",-,-,-,-,-,-,-,-,-,-,-
Mar 28,at Tusculum,"L, 9-5",-,-,-,-,-,-,-,-,-,-,-
Mar 29,Erskine,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
Mar 30,Erskine,"L, 13-9",-,-,-,-,-,-,-,-,-,-,-
Mar 30,Erskine,"L, 11-0",-,-,-,-,-,-,-,-,-,-,-
Apr 2,at Lincoln Memorial,"L, 6-3",-,-,-,-,-,-,-,-,-,-,-
Apr 3,Concord,"W, 12-11",-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Limestone,"W, 9-4",-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Limestone,"W, 16-5",-,-,-,-,-,-,-,-,-,-,-
Apr 7,at Limestone,"W, 13-8",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Mars Hill,"W, 14-8",-,-,-,-,-,-,-,-,-,-,-
Apr 10,Tusculum,"W, 9-4",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Pfeiffer,"L, 9-5",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Pfeiffer,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 14,at Pfeiffer,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
Apr 15,Carson-Newman,"L, 13-8",-,-,-,-,-,-,-,-,-,-,-
Apr 20,North Greenville,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 20,North Greenville,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
Apr 25,vs. Belmont Abbey,"W, 7-6",-,-,-,-,-,-,-,-,-,-,-
Apr 26,vs. Coker,"W, 7-2",-,-,-,-,-,-,-,-,-,-,-
Apr 27,vs. Mount Olive,"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 28,vs. Coker,"L, 14-11",-,-,-,-,-,-,-,-,-,-,-
Apr 28,vs. Coker,"L, 6-3",-,-,-,-,-,-,-,-,-,-,-
