Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 20,vs. Massachusetts Boston,"L, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 21,vs. Grinnell,"L, 9-3",-,-,-,-,-,-,-,-,-,-,-
Mar 22,vs. St. Olaf,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Mar 22,vs. St. Olaf,"L, 10-4",-,-,-,-,-,-,-,-,-,-,-
Mar 23,vs. Elmhurst,"L, 6-4",0,0,0,-,-,-,0,-,-,-,-
Mar 24,vs. Trinity,"L, 17-7",-,-,-,-,-,-,-,-,-,-,-
Mar 26,vs. Chicago,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Mar 26,vs. Chicago,"L, 11-4",1,0,0,-,-,-,0,-,1,-,-
Mar 27,vs. Western Connecticut State,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Mar 30,Edgewood,"L, 11-8",-,-,-,-,-,-,-,-,-,-,-
Mar 30,Edgewood,"W, 12-11",-,-,-,-,-,-,-,-,-,-,-
Apr 3,Wisconsin Lutheran,"W, 5-2",-,-,-,-,-,-,-,-,-,-,-
Apr 3,Wisconsin Lutheran,"W, 14-8",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Rockford,"L, 9-8",1,0,0,-,-,-,1,-,-,-,-
Apr 6,Rockford,"L, 3-2",0,0,0,-,-,-,0,-,-,-,-
Apr 7,MSOE,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Apr 7,MSOE,"W, 9-3",0,0,0,-,-,-,0,-,-,-,-
Apr 13,Maranatha Baptist,"W, 16-0",0,0,0,-,-,-,0,-,-,-,-
Apr 13,Maranatha Baptist,"W, 11-1",-,-,-,-,-,-,-,-,-,-,-
Apr 14,Lakeland,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 14,Lakeland,"W, 10-5",-,-,-,-,-,-,-,-,-,-,-
Apr 15,Finlandia,"W, 17-9",3,2,2,-,-,-,2,1,1,-,-
Apr 15,Finlandia,"W, 9-1",0,0,0,-,-,-,0,-,-,-,-
Apr 18,St. Norbert,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 20,Aurora,"L, 4-1",-,-,-,-,-,-,-,-,-,-,-
Apr 20,Aurora,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Benedictine,"L, 9-1",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Benedictine,"L, 7-1",-,-,-,-,-,-,-,-,-,-,-
Apr 24,St. Norbert,"L, 16-9",2,1,0,-,-,-,0,1,1,-,-
Apr 25,Cardinal Stritch,"L, 5-2",0,0,0,-,-,-,0,-,-,-,-
Apr 25,Cardinal Stritch,"L, 15-3",1,0,0,-,-,-,1,1,-,-,-
Apr 27,Dominican,"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 27,Dominican,"W, 5-4",0,1,0,-,-,-,0,1,-,-,-
Apr 28,at Concordia Chicago,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at Concordia Chicago,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 30,at Carthage,"L, 7-1",-,-,-,-,-,-,-,-,-,-,-
May 1,Carthage,"W, 4-3",1,0,0,-,-,-,0,-,-,-,-
May 4,Marian,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
May 4,Marian,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
May 7,at UW-Whitewater,"L, 15-2",-,-,-,-,-,-,-,-,-,-,-
May 9,Benedictine,"L, 7-5",0,0,0,-,-,-,0,-,-,-,-
May 10,Wisconsin Lutheran,"L, 5-2",-,-,-,-,-,-,-,-,-,-,-
