Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
H Baines,CWS,DH,0.131,32,84,3,11,1,0,0,6,8,16,0,0,0,2,2,0.202,0.143,0.345
E Burks,CLE,DH,0.28,124,439,83,123,29,1,28,74,62,85,5,1,0,9,16,0.369,0.542,0.911
J Canseco,CWS,DH,0.258,76,256,46,66,8,0,16,49,45,75,2,1,0,4,4,0.366,0.477,0.843
B Fullmer,TOR,DH,0.274,146,522,71,143,31,2,18,83,38,88,5,2,0,7,13,0.326,0.444,0.771
A Galarraga,TEX,DH,0.235,72,243,33,57,16,0,10,34,18,68,1,0,0,1,9,0.31,0.424,0.734
G Hill,ANA,DH,0.136,16,66,4,9,0,0,1,2,0,20,0,0,0,0,3,0.136,0.182,0.318
D Hollins,CLE,DH,0.2,2,5,0,1,0,0,0,0,1,2,0,0,1,0,0,0.333,0.2,0.533
J Jaha,OAK,DH,0.089,12,45,2,4,3,0,0,8,6,15,0,0,0,1,3,0.192,0.156,0.348
D Justice,NYY,DH,0.241,111,381,58,92,16,1,18,51,54,83,1,2,0,4,6,0.333,0.43,0.763
E Martinez,SEA,DH,0.306,132,470,80,144,40,1,23,116,93,90,4,1,0,9,11,0.423,0.543,0.966
D Ortiz,MIN,DH,0.234,89,303,46,71,17,1,18,48,40,68,1,0,1,2,6,0.324,0.475,0.799
D Segui,BAL,DH,0.301,82,292,48,88,18,1,10,46,49,61,1,1,0,2,4,0.406,0.473,0.879
R Sierra,TEX,DH,0.291,94,344,55,100,22,1,23,67,19,52,2,0,0,6,13,0.322,0.561,0.884
M Sweeney,KC,DH,0.304,147,559,97,170,46,0,29,99,64,64,10,3,1,6,13,0.374,0.542,0.916
J Phelps,TOR,DH,0.0,8,12,3,0,0,0,0,1,2,5,1,0,0,0,1,0.143,0.0,0.143
