Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA23,0.0,2320.0,0.0,1966.0,L,1.0,All,09/12/2010,15.0,SUIBOURG
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA23,32.5,0.0,0.0,1966.0,L,1.0,OpeF,09/12/2010,6.0,SUIBOURG
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA23,0.0,2360.0,0.0,1966.0,L,2.0,All,09/12/2010,15.0,SUIBOURG
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA23,33.0,0.0,0.0,1966.0,L,2.0,OpeF,09/12/2010,6.0,SUIBOURG
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA24,0.0,1800.0,0.0,1966.0,L,1.0,OpeF,09/26/2010,2.0,FRA3804
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA24,35.0,0.0,0.0,1966.0,L,1.0,OpeF,09/26/2010,4.0,FRA3804
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA24,0.0,1490.0,0.0,1966.0,L,2.0,OpeF,09/26/2010,2.0,FRA3804
 , , , , , , , , , , , , , 
FRIBOURG Lorraine,FRA,F,10FRA24,34.0,0.0,0.0,1966.0,L,2.0,OpeF,09/26/2010,4.0,FRA3804
