Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 24,at Lynchburg,"W, 7-4",0,0,0,-,-,-,0,-,-,-,-
Feb 24,at Lynchburg,"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
Mar 1,at Richard Stockton,"W, 5-3",-,-,-,-,-,-,-,-,-,-,-
Mar 5,vs. Catholic,"L, 12-4",0,0,0,-,-,-,0,-,-,-,-
Mar 6,vs. N.C. Wesleyan,"W, 12-3",-,-,-,-,-,-,-,-,-,-,-
Mar 6,vs. Mt. Aloysius,"W, 10-2",-,-,-,-,-,-,-,-,-,-,-
Mar 7,vs. Eastern,"L, 8-7",-,-,-,-,-,-,-,-,-,-,-
Mar 9,Scranton,"L, 11-8",-,-,-,-,-,-,-,-,-,-,-
Mar 13,Elizabethtown,"W, 9-5",-,-,-,-,-,-,-,-,-,-,-
Mar 16,at Salisbury,"L, 6-2",0,0,0,-,-,-,0,-,-,-,-
Mar 16,at Salisbury,"L, 6-3",-,-,-,-,-,-,-,-,-,-,-
Mar 17,at Salisbury,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 20,at Messiah,"W, 8-5",-,-,-,-,-,-,-,-,-,-,-
Mar 23,Wesley,"L, 2-0",0,0,0,-,-,-,0,-,-,-,-
Mar 23,Wesley,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Mar 24,Wesley,"L, 5-1",-,-,-,-,-,-,-,-,-,-,-
Mar 28,Randolph-Macon,"L, 9-2",-,-,-,-,-,-,-,-,-,-,-
Mar 29,at St. Mary's (Md.),"L, 4-3",0,0,0,-,-,-,0,-,-,-,-
Mar 30,St. Mary's (Md.),"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Mar 30,St. Mary's (Md.),"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 1,at Shenandoah,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
Apr 3,Messiah,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 4,at Susquehanna,"W, 10-7",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Mary Washington,"W, 5-0",0,0,0,-,-,-,0,-,-,-,-
Apr 6,Mary Washington,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Mary Washington,"L, 16-2",-,-,-,-,-,-,-,-,-,-,-
Apr 9,Immaculata,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Stevenson,"W, 9-5",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Frostburg St.,"L, 15-7",0,0,0,-,-,-,0,-,-,-,-
Apr 13,at Frostburg St.,"L, 6-0",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Frostburg St.,"W, 8-2",-,-,-,-,-,-,-,-,-,-,-
Apr 16,at Mary Washington,"L, 4-1",0,0,0,-,-,-,0,-,-,-,-
Apr 19,vs. St. Mary's (Md.),"W, 15-5",-,-,-,-,-,-,-,-,-,-,-
Apr 20,vs. Wesley,"W, 6-2",-,-,-,-,-,-,-,-,-,-,-
Apr 20,vs. Mary Washington,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Salisbury,"L, 4-0",0,0,0,-,-,-,0,-,-,-,-
Apr 22,Rowan,"L, 7-6",-,-,-,-,-,-,-,-,-,-,-
Apr 23,Montclair St.,"W, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 25,Penn St.-Berks,"L, 6-5",0,0,0,-,-,-,0,-,-,-,-
Apr 28,at Ithaca,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
May 1,at Johns Hopkins,"W, 10-3",-,-,-,-,-,-,-,-,-,-,-
May 4,at Randolph-Macon,"L, 13-5",0,0,0,-,-,-,0,-,-,-,-
May 12,Frank. & Marsh.,"W, 14-3",-,-,-,-,-,-,-,-,-,-,-
