Date,Opponent,Score,w,l,sv,ip,h,r,er,era,bb,k,hr
Mar 15,vs. Ripon,"L, 6-1",-,-,-,-,-,-,-,-,-,-,-
Mar 16,vs. Trinity (Conn.),"L, 10-4",-,-,-,-,-,-,-,-,-,-,-
Mar 16,vs. Trinity (Conn.),"W, 9-8",-,-,-,-,-,-,-,-,-,-,-
Mar 17,vs. Endicott,"L, 18-0",-,-,-,-,-,-,-,-,-,-,-
Mar 18,vs. Amherst,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Mar 20,vs. Springfield,"L, 12-5",-,-,-,-,-,-,-,-,-,-,-
Mar 21,vs. Fredonia St.,"L, 9-8",0,0,0,2.0,2,4,4,18.00,2,2,-
Mar 21,vs. Fredonia St.,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 26,Johnson & Wales (RI),"W, 15-3",-,-,-,-,-,-,-,-,-,-,-
Mar 27,Framingham St.,"W, 17-5",0,0,0,1.0,2,1,1,9.00,-,1,-
Mar 30,Mass.-Boston,"L, 8-7",-,-,-,-,-,-,-,-,-,-,-
Mar 30,Mass.-Boston,"L, 6-5",0,1,0,0.2,-,-,-,0.00,1,1,-
Apr 1,Bridgewater St.,"L, 7-3",0,1,0,0.1,2,2,1,27.00,1,0,-
Apr 4,at Worcester St.,"W, 16-3",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Keene St.,"L, 8-7",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Keene St.,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 8,Brandeis,"W, 7-0",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Gordon,"L, 6-3",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Salve Regina,"W, 11-6",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Plymouth St.,"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Plymouth St.,"W, 9-3",-,-,-,-,-,-,-,-,-,-,-
Apr 15,at Tufts,"L, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 15,at Tufts,"L, 12-4",0,0,0,0.0,5,6,6,INF,0,0,-
Apr 16,at Rhode Island Col.,"L, 15-14",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at Bridgewater St.,"L, 12-6",-,-,-,-,-,-,-,-,-,-,-
Apr 21,Western Conn. St.,"L, 13-2",-,-,-,-,-,-,-,-,-,-,-
Apr 21,Western Conn. St.,"W, 11-4",-,-,-,-,-,-,-,-,-,-,-
Apr 22,Babson,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Apr 24,Rhode Island Col.,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 25,at Roger Williams,"W, 8-2",-,-,-,-,-,-,-,-,-,-,-
Apr 25,at Roger Williams,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Eastern Conn. St.,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Eastern Conn. St.,"W, 13-5",-,-,-,-,-,-,-,-,-,-,-
May 1,at Brandeis,"W, 7-5",0,0,0,1.0,1,0,0,0.00,0,0,-
May 3,at Southern Me.,"L, 16-3",-,-,-,-,-,-,-,-,-,-,-
May 3,at Southern Me.,"W, 9-4",-,-,-,-,-,-,-,-,-,-,-
May 8,vs. Eastern Conn. St.,"L, 10-9",-,-,-,-,-,-,-,-,-,-,-
May 9,vs. Western Conn. St.,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
May 10,vs. Mass.-Boston,"W, 21-5",0,0,0,1.0,1,-,-,0.00,-,1,-
May 11,vs. Eastern Conn. St.,"W, 7-6",0,0,0,0.1,0,0,0,0.00,0,0,-
May 11,at Southern Me.,"L, 4-2",0,0,0,1.0,0,0,0,0.00,0,0,-
