Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 15,Cortland St., ,-,-,-,-,-,-,-,-,-,-,-
Feb 15,Cortland St., ,-,-,-,-,-,-,-,-,-,-,-
Feb 16,Cortland St., ,-,-,-,-,-,-,-,-,-,-,-
Feb 22,Messiah,"L, 7-4",3,0,1,-,-,-,1,-,-,-,-
Feb 22,Messiah,"W, 4-3",3,0,0,-,-,-,1,-,1,1,-
Feb 23,Penn St.-Altoona,"W, 10-1",2,1,0,-,-,-,1,-,1,1,-
Feb 23,Penn St.-Altoona,"W, 4-3",3,0,0,-,-,-,0,1,2,-,-
Feb 27,Neumann,"W, 6-4",5,1,2,-,-,-,0,-,1,-,-
Mar 1,Eastern,"W, 12-7",4,2,0,-,-,-,1,-,1,-,-
Mar 1,Eastern,"W, 8-0",5,2,2,1,-,-,1,-,-,-,-
Mar 2,Montclair St.,"L, 5-2",4,0,0,-,-,-,0,-,1,-,-
Mar 8,Penn St.-Harrisburg,"W, 13-4",3,2,1,-,-,1,1,2,-,-,-
Mar 8,Penn St.-Harrisburg,"W, 5-1",4,0,2,-,-,-,1,-,1,-,-
Mar 9,Rivier,"W, 25-2",2,2,1,-,-,-,1,-,-,-,-
Mar 10,Rivier,"W, 4-3",4,1,2,1,-,-,0,-,-,1,-
Mar 10,Rivier,"W, 9-0",4,0,1,-,-,-,0,-,1,-,-
Mar 11,Frostburg St.,"L, 8-2",4,0,0,-,-,-,0,-,3,-,-
Mar 15,at Salisbury,"L, 12-0",3,0,0,-,-,-,0,-,3,-,-
Mar 15,at Salisbury,"L, 7-6",5,0,1,-,-,-,0,-,2,-,-
Mar 16,St. John Fisher,"L, 10-3",3,0,1,-,-,-,0,-,-,-,-
Mar 16,St. John Fisher,"L, 5-4",3,1,1,-,-,-,1,-,1,-,-
Mar 20,at Randolph-Macon,"L, 11-3",4,1,1,1,-,-,0,-,1,-,-
Mar 22,at Wesley,"L, 2-1",3,0,0,-,-,-,0,-,-,-,-
Mar 22,at Wesley,"L, 5-2",3,2,2,1,-,-,0,-,1,-,-
Mar 24,East. Mennonite,"W, 8-4",5,1,1,1,-,-,1,-,1,-,-
Mar 28,at Chris. Newport,"L, 8-0",3,0,1,-,-,-,0,1,1,-,-
Apr 1,Chris. Newport,"L, 16-2",4,0,0,-,-,-,0,-,1,-,-
Apr 2,at Frostburg St.,"L, 12-8",3,0,0,-,-,-,0,1,1,-,-
Apr 3,at Bridgewater (Va.),"L, 6-0",4,0,2,1,-,-,0,-,1,-,-
Apr 4,York (Pa.),"L, 12-6",5,1,1,-,-,-,0,-,1,-,-
Apr 4,York (Pa.),"W, 9-8",5,2,3,-,-,-,0,1,-,-,-
Apr 5,at St. Mary's (Md.),"L, 5-3",4,0,0,-,-,-,0,-,2,-,-
Apr 5,at St. Mary's (Md.),"L, 10-6",5,1,1,1,-,-,1,-,-,-,-
Apr 8,Randolph-Macon,"L, 5-3",4,0,0,-,-,-,0,-,1,-,1
Apr 9,at Southern Virginia,"W, 15-5",5,1,1,-,-,-,2,-,-,1,-
Apr 12,Marymount (Va.),"L, 7-5",4,0,0,-,-,-,0,1,1,-,-
Apr 12,Marymount (Va.),"W, 8-1",1,1,1,-,-,-,1,-,-,-,-
