Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
A Nieves,VSL HOU,DH,.409,7,22,5,9,2,1,2,8,1,4,0,1,0,1,0,.417,.864,1.280
Y Lopez,VSL HOU,OF,.194,13,36,8,7,2,0,2,9,7,12,0,0,0,0,1,.341,.417,.758
R Blanco,VSL HOU,OF,.273,40,132,19,36,11,0,0,13,10,23,4,2,3,3,2,.353,.356,.709
J Valdes,VSL HOU,C,.269,18,52,9,14,4,0,0,8,6,10,2,0,1,1,1,.361,.346,.707
O Figueroa,VSL HOU,1B,.208,63,221,31,46,13,1,4,23,21,39,3,2,10,4,3,.278,.330,.609
R Tello,VSL HOU,RF,.294,46,163,25,48,12,1,7,29,6,31,2,1,2,2,4,.328,.509,.837
J Medrano,VSL HOU,3B,.289,64,218,42,63,13,1,1,36,37,40,19,4,1,1,6,.402,.372,.774
M Holder,VSL HOU,CF,.240,64,192,24,46,4,5,0,17,12,34,3,2,4,3,7,.284,.313,.596
H Armas,VSL HOU,OF,.300,70,250,51,75,9,3,9,48,40,48,10,3,5,1,3,.413,.468,.881
J Paris,VSL HOU,1B,.287,50,167,18,48,7,0,3,23,13,16,3,1,4,3,3,.344,.383,.727
R Bonfante,VSL HOU,SS,.314,58,226,30,71,12,2,0,23,21,12,15,4,1,0,5,.378,.385,.762
F Hernandez,VSL HOU,C,.299,48,167,24,50,10,2,1,23,11,20,2,1,3,1,3,.344,.401,.746
J Altuve,VSL HOU,2B,.343,64,204,40,70,12,4,0,36,28,16,15,5,3,3,8,.429,.441,.870
L Alvarez,VSL HOU,C,.241,35,112,26,27,2,1,2,14,10,15,0,1,2,0,1,.341,.330,.671
J De Aguas,VSL HOU,C,.301,40,113,10,34,3,0,0,12,11,10,1,0,2,3,2,.379,.327,.706
R Garcia,VSL HOU,2B,.276,33,87,17,24,7,1,1,11,14,16,7,3,2,1,2,.396,.414,.810
L Sumoza,VSL HOU,2B,.226,36,93,16,21,7,0,2,14,13,24,4,1,2,2,1,.321,.366,.687
T Obregon,VSL SLN,SS,.218,47,133,16,29,9,1,0,12,14,31,6,1,3,0,0,.311,.301,.612
R Perez,VSL SLN,1B,.155,43,116,13,18,4,0,2,13,15,36,0,0,0,1,2,.272,.241,.513
A Fonseca,VSL SLN,OF,.222,41,99,10,22,1,0,0,4,9,17,5,5,3,0,1,.313,.232,.545
B Bolivar,VSL SLN,OF,.215,56,195,20,42,8,0,0,23,17,32,8,2,1,3,4,.294,.256,.551
K Teran,VSL SLN,3B,.267,69,243,32,65,15,0,1,24,47,38,5,4,5,1,3,.389,.342,.731
Y Alcala,VSL SLN,C,.146,47,130,13,19,1,2,0,8,11,33,0,0,1,0,5,.270,.185,.454
I Cardona,VSL SLN,DH,.300,68,237,29,71,10,0,3,38,31,48,2,3,2,4,2,.395,.380,.775
J Cortez,VSL SLN,OF,.246,54,167,10,41,11,1,1,18,12,34,2,2,0,2,2,.319,.341,.660
G Mannbel,VSL SLN,SS,.252,66,218,36,55,7,1,0,13,41,26,4,4,2,2,6,.391,.294,.685
O Munoz,VSL SLN,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
W Perez,VSL SLN,OF,.096,28,52,3,5,0,0,0,2,6,25,0,0,0,0,0,.190,.096,.286
A Rivero,VSL SLN,OF,.264,53,174,26,46,5,3,1,16,28,26,1,3,3,1,2,.383,.345,.728
W Vivas,VSL SLN,2B,.265,47,136,24,36,6,0,0,8,18,34,4,5,5,0,3,.355,.309,.664
F Guzman,VSL SLN,1B,.094,15,32,2,3,0,0,0,2,0,7,0,0,0,1,0,.118,.094,.211
P Jaspe,VSL SLN,LF,.186,52,161,24,30,3,0,1,9,18,52,3,0,2,1,5,.309,.224,.533
J Loaisiga,VSL SEA,1B,.307,35,88,19,27,7,0,1,16,11,17,3,0,2,0,4,.390,.420,.810
J Hernandez,VSL SEA,C,.297,30,74,6,22,4,0,0,10,7,12,0,0,3,1,2,.354,.351,.705
C Del Rio,VSL SEA,C,.287,37,94,12,27,3,2,4,16,13,23,0,1,0,1,3,.398,.489,.888
H Espinoza,VSL SEA,SS,.310,56,145,31,45,10,1,1,32,24,5,1,0,5,1,6,.423,.414,.837
C Fuentes,VSL SEA,3B,.314,69,242,54,76,12,1,2,47,28,38,9,8,4,3,2,.405,.397,.802
T Serrano,VSL SEA,CF,.239,66,222,40,53,8,1,1,25,41,40,10,8,11,6,2,.357,.297,.654
L Gonzalez,VSL SEA,C,.265,39,102,12,27,4,1,0,10,7,15,1,1,0,0,7,.342,.324,.666
C Ramirez,VSL SEA,2B,.266,55,184,33,49,14,2,0,20,25,30,2,3,6,2,4,.366,.364,.730
R Rangel,VSL SEA,OF,.280,68,232,43,65,14,6,4,46,33,54,4,2,1,2,3,.385,.444,.829
Y Batista,VSL SEA,SS,.284,54,162,33,46,5,1,0,9,15,23,5,4,5,0,1,.376,.327,.704
J Rivero,VSL SEA,RF,.300,70,240,42,72,12,2,11,61,25,74,4,3,0,2,3,.410,.504,.914
R Velasquez,VSL SEA,SS,.244,59,172,22,42,3,2,1,10,17,27,5,5,9,0,4,.333,.302,.636
J Agudelo,VSL SEA,2B,.231,51,160,31,37,5,2,0,17,23,34,3,6,3,1,3,.374,.288,.661
A Garcia,VSL SEA,1B,.141,33,71,3,10,2,0,0,3,4,27,0,1,0,0,3,.197,.169,.366
E Garcia,VSL SEA,LF,.191,40,94,8,18,4,1,0,9,16,42,0,2,0,1,2,.306,.255,.562
R Torrealba,VSL SEA,OF,.182,36,66,10,12,3,0,0,10,10,8,1,0,4,1,0,.295,.227,.522
R Tejada,VSL NYN,SS,.364,32,121,32,44,5,0,3,25,19,19,16,5,1,2,1,.466,.479,.946
R Van Gurp,VSL NYN,SS,.077,3,13,1,1,0,0,0,2,0,4,1,0,0,0,0,.077,.077,.154
A Pirela,VSL NYN,OF,.051,16,39,3,2,0,0,0,1,12,19,1,0,0,0,0,.288,.051,.340
I Alvarez,VSL NYN,OF,.323,57,201,39,65,10,2,4,22,37,35,27,8,2,1,4,.439,.453,.891
G Parra,VSL NYN,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
D Rivas,VSL NYN,1B,.264,65,235,35,62,9,2,3,32,25,34,6,10,0,4,8,.337,.357,.695
J Torres,VSL NYN,3B,.298,58,218,27,65,11,0,5,28,20,34,2,4,0,4,2,.357,.417,.774
L Nieves,VSL NYN,2B,.235,57,226,44,53,7,5,0,17,22,36,27,7,2,0,3,.313,.310,.623
C Diaz,VSL NYN,DH,.239,54,180,24,43,9,0,4,23,13,64,4,5,1,4,0,.305,.356,.661
J Diaz,VSL NYN,OF,.223,37,130,20,29,2,1,2,20,17,27,9,4,0,3,3,.333,.300,.633
N Moreno,VSL NYN,C,.237,57,198,24,47,8,1,1,29,30,55,3,4,0,3,2,.339,.303,.642
P Nunez,VSL NYN,C,.178,51,146,11,26,5,0,0,15,27,36,0,1,0,1,4,.316,.212,.529
B Soto,VSL NYN,CF,.189,22,74,12,14,0,1,0,0,10,29,3,3,0,0,0,.302,.216,.519
R Alvarez,VSL NYN,3B,.206,26,97,11,20,5,1,1,8,4,20,3,1,0,2,4,.262,.309,.571
L Hernandez,VSL NYN,C,.224,46,147,16,33,5,1,1,19,15,29,2,2,1,0,2,.333,.293,.626
M Alvarez,VSL NYN,P,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
J Romero,VSL NYN,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
R Guedez,VSL NYN,P,.000,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,.000,.500
L Rojas,VSL NYN,OF,.180,52,172,21,31,2,2,0,9,17,49,3,4,3,1,8,.268,.215,.483
W Torres,VSL PHI,CF,.292,37,120,25,35,5,1,2,11,18,25,4,3,3,1,1,.390,.400,.790
H Garcia,VSL PHI,3B,.296,49,169,35,50,10,1,2,28,12,26,9,2,3,0,2,.383,.402,.786
B Oviedo,VSL PHI,2B,.232,59,155,26,36,10,2,2,18,21,32,4,2,3,1,6,.333,.361,.695
L Rossi,VSL PHI,OF,.305,57,177,29,54,6,5,1,12,8,35,10,6,3,1,3,.358,.412,.770
J Guerra,VSL PHI,C,.300,43,120,13,36,9,0,3,21,6,19,2,1,3,2,6,.358,.450,.808
D Bravo,VSL PHI,RF,.276,47,134,15,37,6,1,1,19,9,24,2,5,1,1,1,.351,.358,.709
Y Rodriguez,VSL PHI,SS,.361,64,230,41,83,13,1,1,36,24,20,19,8,0,1,5,.429,.439,.868
B Doi,VSL PHI,1B,.248,56,141,23,35,10,0,3,19,20,36,6,2,0,3,1,.343,.383,.726
M Fuentes,VSL PHI,1B,.271,50,133,11,36,3,2,1,18,9,20,1,0,2,1,7,.319,.346,.665
N Lezcano,VSL PHI,OF,.202,38,84,9,17,3,0,0,3,3,17,1,0,0,0,3,.247,.238,.485
F Murakami,VSL PHI,OF,.276,67,232,35,64,13,1,2,35,18,25,7,8,1,3,4,.337,.366,.704
O Reyes,VSL PHI,C,.268,22,56,3,15,0,0,1,8,4,12,1,1,0,0,1,.317,.321,.638
F Diaz,VSL PHI,C,.234,54,158,13,37,8,1,0,14,6,25,3,1,0,3,1,.262,.297,.559
C Hernandez,VSL PHI,SS,.276,54,181,32,50,7,8,2,21,11,30,6,4,7,2,4,.328,.436,.765
L Martinez,VSL PHI,DH,.267,54,172,21,46,8,3,1,21,15,30,4,0,0,2,1,.333,.366,.700
N Sosa,VSL PHI,SS,.225,43,120,14,27,3,0,1,10,5,16,3,4,3,0,2,.262,.275,.537
A Chourio,VSL PIT,3B,.319,68,229,61,73,8,3,1,19,48,31,44,16,6,0,2,.458,.393,.851
D Mavares,VSL PIT,SS,.257,51,144,36,37,6,1,1,20,27,11,7,6,2,2,2,.384,.333,.718
A Negron,VSL PIT,1B,.281,68,221,45,62,11,1,7,47,42,39,12,7,0,2,2,.406,.434,.840
C Salazar,VSL PIT,OF,.268,58,183,26,49,9,0,1,26,13,41,16,9,5,0,5,.323,.333,.657
A Neira,VSL PIT,C,.286,52,119,14,34,4,1,3,18,10,40,1,2,0,0,1,.380,.412,.791
V Sanchez,VSL PIT,CF,.325,54,157,36,51,7,3,0,28,23,23,21,11,4,0,1,.418,.408,.825
H Henry,VSL PIT,2B,.298,37,57,13,17,2,0,2,10,14,6,5,0,0,0,0,.467,.439,.905
M Trinidad,VSL PIT,DH,.246,51,142,24,35,11,0,4,24,25,38,1,0,0,4,1,.393,.408,.802
J Aguilera,VSL PIT,C,.167,29,72,7,12,3,1,0,4,10,22,0,0,0,0,2,.277,.236,.513
E Alvarez,VSL PIT,1B,.259,22,27,7,7,2,0,0,3,4,10,0,1,1,0,0,.394,.333,.727
L Cardona,VSL PIT,OF,.175,36,40,12,7,0,2,0,2,6,11,4,3,1,0,0,.327,.275,.602
C Leal,VSL PIT,SS,.255,46,106,33,27,4,0,2,11,36,28,12,3,0,0,0,.448,.349,.797
J Lozada,VSL PIT,LF,.138,23,29,4,4,0,0,0,3,1,3,0,0,2,0,2,.167,.138,.305
J Marquez,VSL PIT,C,.339,54,189,38,64,10,1,4,46,20,15,2,2,1,1,7,.419,.466,.885
R Noris,VSL PIT,OF,.284,66,218,39,62,14,1,8,55,30,45,4,2,0,7,4,.371,.468,.839
F Pedron,VSL PIT,2B,.337,61,190,38,64,15,1,1,36,23,35,25,9,10,1,4,.430,.442,.873
G Gonzalez,VSL PIT,RF,.226,61,186,27,42,7,0,9,31,19,71,6,4,0,3,2,.316,.409,.725
