Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 1,Chowan,"L, 7-1",3,0,0,-,-,-,0,-,1,-,-
Feb 2,Chowan,"W, 12-3",2,1,0,-,-,-,0,1,-,-,-
Feb 2,Chowan,"W, 6-2",2,0,1,-,-,-,0,-,-,-,1
Feb 7,at Wingate,"L, 10-1",4,0,1,-,-,-,0,-,2,-,1
Feb 8,at Wingate,"W, 3-1",3,0,1,-,-,-,1,1,1,-,-
Feb 8,at Wingate,"L, 6-5",3,0,1,-,-,-,1,-,-,-,-
Feb 12,Claflin, ,-,-,-,-,-,-,-,-,-,-,-
Feb 15,at Limestone, ,-,-,-,-,-,-,-,-,-,-,-
Feb 16,Limestone,"W, 13-6",3,2,0,-,-,-,3,2,-,-,-
Feb 18,Barton,"W, 6-2",3,0,1,-,-,-,0,-,1,-,-
Feb 22,Mars Hill,"W, 6-4",4,1,2,-,-,-,1,-,1,-,-
Feb 22,Mars Hill,"W, 6-2",2,1,0,-,-,-,0,-,-,1,-
Feb 23,Mars Hill,"W, 10-2",3,0,1,1,-,-,2,1,-,-,-
Feb 25,at Barton,"W, 2-1",4,1,0,-,-,-,0,-,-,-,-
Feb 28,at Anderson (S.C.),"L, 9-5",2,0,0,-,-,-,1,1,-,-,1
Mar 1,at Anderson (S.C.),"L, 6-3",3,0,0,-,-,-,0,-,1,-,-
Mar 1,at Anderson (S.C.),"L, 5-4",1,0,0,-,-,-,1,1,-,-,-
Mar 5,at St. Andrews,"W, 5-1",3,1,0,-,-,-,0,1,1,-,-
Mar 8,Lenoir-Rhyne, ,-,-,-,-,-,-,-,-,-,-,-
Mar 9,Lenoir-Rhyne,"L, 2-0",3,0,0,-,-,-,0,-,1,-,-
Mar 9,Lenoir-Rhyne,"W, 5-4",1,0,1,-,-,-,0,-,-,-,-
Mar 11,at Claflin,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Mar 11,at Claflin,"W, 28-0",5,1,0,-,-,-,1,1,1,1,-
Mar 14,Carson-Newman,"W, 9-3",5,1,1,-,-,-,0,-,2,-,-
Mar 15,Carson-Newman,"L, 7-6",-,-,-,-,-,-,-,-,-,-,-
Mar 15,Carson-Newman,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 17,Clarion,"W, 5-0",1,0,0,-,-,-,1,1,-,-,-
Mar 17,Clarion,"W, 7-3",-,-,-,-,-,-,-,-,-,-,-
Mar 19,UNC Pembroke, ,-,-,-,-,-,-,-,-,-,-,-
Mar 21,at Catawba,"L, 9-1",2,0,0,-,-,-,0,-,1,-,-
Mar 22,at Catawba,"L, 12-8",4,1,1,-,-,-,0,-,2,-,-
Mar 22,at Catawba,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Mar 29,at Tusculum,"L, 9-6",-,-,-,-,-,-,-,-,-,-,-
Mar 30,at Tusculum,"L, 5-1",-,-,-,-,-,-,-,-,-,-,-
Mar 30,at Tusculum,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 1,St. Andrews,"W, 8-0",3,1,1,-,1,-,1,1,1,-,-
Apr 2,St. Augustine's, ,-,-,-,-,-,-,-,-,-,-,-
Apr 5,at Lincoln Memorial,"L, 6-5",0,0,0,-,-,-,0,-,-,-,-
Apr 5,at Lincoln Memorial,"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Lincoln Memorial,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Apr 8,UNC Pembroke,"W, 8-7",5,2,1,1,-,-,2,-,-,-,-
Apr 9,at UNC Pembroke,"L, 11-2",3,0,0,-,-,-,0,-,-,-,-
Apr 11,Newberry,"L, 8-5",5,0,2,-,-,-,1,-,1,-,-
Apr 12,Newberry,"L, 6-3",1,1,1,-,-,-,0,-,-,-,-
Apr 12,Newberry,"L, 5-3",3,0,0,-,-,-,0,-,-,-,-
Apr 15,at Belmont Abbey, ,-,-,-,-,-,-,-,-,-,-,-
Apr 16,GRU Augusta,"W, 7-0",0,0,0,-,-,-,0,-,-,-,-
Apr 18,Brevard,"L, 14-2",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Brevard, ,-,-,-,-,-,-,-,-,-,-,-
Apr 19,Brevard, ,-,-,-,-,-,-,-,-,-,-,-
Apr 21,at St. Augustine's, ,-,-,-,-,-,-,-,-,-,-,-
