Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Thome,CLR,1B,.333,5,12,2,4,0,0,1,3,6,1,0,0,0,0,0,.556,.583,1.139
D Mientkiewicz,STL,1B,.259,8,27,3,7,4,0,0,2,7,7,0,0,0,0,0,.412,.407,.819
T Chapman,SAR,3B,.271,13,48,4,13,1,0,1,6,4,5,0,3,0,0,0,.327,.354,.681
J Hattig,DUN,3B,.386,11,44,8,17,3,0,0,5,3,7,0,0,0,1,2,.417,.455,.871
C Johnston,DUN,1B,.310,42,158,29,49,10,0,4,21,22,39,0,0,0,1,8,.399,.449,.848
B Harper,STL,1B,.280,62,239,35,67,11,1,20,60,21,64,0,1,0,3,5,.337,.586,.923
T Dyson,VER,1B,.161,10,31,6,5,1,0,0,5,3,6,0,0,0,1,0,.229,.194,.422
J Urick,TAM,1B,.238,94,340,38,81,23,1,11,46,32,56,0,0,0,1,5,.316,.409,.725
T Festa,BRE,3B,.257,12,35,3,9,0,0,1,4,5,3,1,0,0,0,1,.381,.343,.724
S Moore,DAY,1B,.279,127,462,76,129,30,2,20,82,55,134,22,7,0,9,7,.357,.483,.840
J Santor,PMB,1B,.218,98,321,30,70,18,1,7,35,27,92,1,3,1,0,4,.291,.346,.637
M Schramek,SAR,3B,.214,118,416,52,89,23,1,11,51,37,143,5,0,0,3,5,.281,.353,.634
K Kirkland,LAK,3B,.266,125,443,78,118,24,9,16,65,36,102,12,3,0,2,6,.342,.470,.812
M Dryer,PMB,3B,.219,121,433,58,95,20,1,21,76,45,130,3,1,0,5,10,.296,.416,.711
G Psomas,STL,3B,.305,34,118,15,36,10,0,1,15,15,29,1,1,2,0,4,.383,.415,.799
J Brady,BRE,1B,.146,27,96,7,14,1,0,2,8,2,22,1,1,0,0,2,.188,.219,.407
A Schutzenhofer,PMB,1B,.257,57,191,29,49,6,0,0,13,29,32,2,1,3,2,7,.387,.288,.675
B Hansen,CLR,1B,.266,90,331,44,88,12,1,8,38,37,44,0,0,0,3,10,.346,.381,.726
K Rios,STL,3B,.253,94,332,33,84,18,1,5,35,11,82,2,4,1,3,7,.283,.358,.641
M Cabrera,VER,3B,.274,48,135,12,37,2,0,0,16,19,33,0,2,0,0,5,.368,.289,.657
A LaRoche,VER,3B,.333,63,249,54,83,14,1,21,51,19,38,6,1,0,2,6,.380,.651,1.031
R Bear,JUP,1B,.294,129,472,76,139,25,3,3,46,45,72,23,4,2,5,12,.361,.379,.740
C Dunlap,VER,1B,.291,121,430,61,125,25,0,7,77,65,64,5,2,0,7,9,.382,.398,.780
J Figueroa,JUP,1B,.259,80,293,30,76,15,1,0,33,26,72,3,1,0,3,6,.321,.317,.638
R Mitchell,VER,3B,.303,13,33,5,10,1,0,1,4,2,6,0,0,1,1,2,.333,.424,.758
C Haerther,PMB,3B,.318,47,173,29,55,8,7,8,30,17,31,8,3,0,1,4,.380,.584,.964
S Bowman,STL,3B,.221,87,326,44,72,15,1,17,53,22,110,4,1,1,0,8,.282,.429,.712
C Cannon,DUN,1B,.384,29,112,28,43,4,2,14,39,16,32,0,1,0,0,2,.465,.830,1.295
C Ehlers,TAM,1B,.240,35,129,14,31,10,0,3,11,10,20,1,1,0,0,3,.295,.388,.683
J Hollingsworth,TAM,3B,.233,18,60,8,14,0,0,4,12,1,13,0,0,1,0,1,.246,.433,.679
B Peterson,FTM,1B,.250,119,424,49,106,22,3,12,60,46,102,1,2,0,6,18,.332,.401,.733
L Mitchell,JUP,3B,.226,126,468,65,106,27,1,14,60,51,142,4,1,2,3,13,.311,.378,.690
N Messner,JUP,3B,.000,4,4,1,0,0,0,0,0,2,2,1,0,0,0,0,.333,.000,.333
B DeWitt,VER,3B,.419,8,31,4,13,3,0,1,7,1,3,0,0,0,0,0,.438,.613,1.050
M Creighton,DAY,1B,.258,27,93,10,24,5,0,3,10,5,14,0,1,0,0,3,.324,.409,.732
A Heether,BRE,3B,.305,93,338,48,103,27,2,6,54,34,48,3,1,0,4,13,.386,.450,.835
V Chiaravalloti,DUN,1B,.212,42,146,22,31,7,1,4,18,18,39,0,0,0,0,5,.307,.356,.663
K Hunt,LAK,1B,.216,128,501,59,108,26,0,18,86,29,122,6,10,0,8,13,.259,.375,.634
J Votto,SAR,1B,.256,124,464,64,119,23,2,17,83,52,122,4,5,1,9,9,.330,.425,.754
D Gredvig,CLR,1B,.246,20,65,11,16,1,0,2,9,14,20,0,1,0,1,3,.383,.354,.737
B Dopirak,DAY,1B,.235,131,503,52,118,26,0,16,76,37,107,1,4,0,5,20,.290,.382,.671
S Dragicevich,DUN,3B,.250,83,264,38,66,13,2,3,30,26,61,0,0,0,1,8,.321,.348,.669
M Linares,LAK,3B,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
J Eure,BRE,3B,.229,130,467,64,107,31,2,17,66,31,140,2,3,0,3,5,.294,.413,.707
O Burgos,FTM,3B,.168,34,101,8,17,1,0,1,8,11,24,2,0,0,0,0,.263,.208,.471
D Mendez,TAM,3B,.232,27,82,6,19,3,0,0,8,7,16,0,1,1,1,7,.289,.268,.557
A Granato,DAY,3B,.226,34,93,14,21,4,0,0,4,20,22,9,3,1,0,2,.363,.269,.632
K Nichols,CLR,1B,.186,35,113,8,21,3,0,0,7,16,24,0,0,0,1,8,.285,.212,.497
