Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
VAN TREESE Benjamin,USA,M,10M050B,0.0,0.0,46.2,1989.0,L,1.0,M1,08/01/2010,USAM0156
 , , , , , , , , , , , , 
VAN TREESE Benjamin,USA,M,10M050B,0.0,4090.0,0.0,1989.0,L,1.0,M1,08/01/2010,USAM0156
 , , , , , , , , , , , , 
VAN TREESE Benjamin,USA,M,10M050B,20.5,0.0,0.0,1989.0,L,1.0,M1,08/01/2010,USAM0156
VAN TREESE Benjamin,USA,M,10M050B,20.5,4090.0,46.2,1989.0,L,1.0,M1,08/01/2010,USAM0156
 , , , , , , , , , , , , 
VAN TREESE Benjamin,USA,M,10M999A,0.0,0.0,47.2,1989.0,L,1.0,M1,08/14/2010,USAM0156
 , , , , , , , , , , , , 
VAN TREESE Benjamin,USA,M,10M999A,0.0,4180.0,0.0,1989.0,L,1.0,M1,08/14/2010,USAM0156
 , , , , , , , , , , , , 
VAN TREESE Benjamin,USA,M,10M999A,45.0,0.0,0.0,1989.0,L,1.0,M1,08/14/2010,USAM0156
VAN TREESE Benjamin,USA,M,10M999A,45.0,4180.0,47.2,1989.0,L,1.0,M1,08/14/2010,USAM0156
