Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 22,at Covenant,"L, 7-6",-,-,-,-,-,-,-,-,-,-,-
Feb 22,at Covenant,"L, 5-4",3,0,1,-,-,-,0,-,-,-,-
Feb 23,at Tenn. Temple,"L, 8-5",1,0,0,-,-,-,0,-,-,-,-
Feb 23,at Tenn. Temple,"L, 11-8",3,0,1,1,-,-,0,-,-,-,-
Mar 9,vs. Muskingum,"L, 13-3",1,0,0,-,-,-,0,-,-,-,-
Mar 9,vs. Mitchell,"W, 6-1",4,1,1,-,-,-,1,-,-,-,-
Mar 10,vs. Kean,"L, 6-1",-,-,-,-,-,-,-,-,-,-,-
Mar 10,vs. Skidmore,"W, 10-0",2,0,1,1,-,-,3,1,-,-,-
Mar 14,vs. Geneva,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Mar 14,vs. Westminster (Pa.),"L, 4-3",4,0,2,-,-,-,0,-,-,-,-
Mar 24,Wilmington (Ohio),"L, 2-1",1,0,0,-,-,-,0,-,-,-,-
Mar 24,Wilmington (Ohio),"L, 7-4",4,0,1,1,-,-,2,-,1,-,-
Apr 5,at Bluffton,"W, 9-8",4,0,1,-,-,-,0,-,1,-,-
Apr 5,at Bluffton,"L, 9-1",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Transylvania,"L, 15-3",3,0,3,-,-,-,1,-,-,-,-
Apr 10,at Transylvania,"L, 10-2",2,0,1,-,-,-,0,-,1,-,-
Apr 12,at Defiance,"L, 1-0",3,0,0,-,-,-,0,-,-,-,-
Apr 12,at Defiance,"W, 3-1",3,0,1,1,-,-,2,-,-,-,-
Apr 13,Manchester,"L, 16-6",4,0,2,1,-,-,0,-,-,-,-
Apr 13,Manchester,"L, 6-5",4,0,1,-,-,-,1,-,-,-,-
Apr 17,at Centre,"W, 12-2",4,1,3,-,-,-,3,-,1,-,-
Apr 17,at Centre,"L, 4-0",3,0,1,-,-,-,0,-,-,-,-
Apr 19,Rose-Hulman,"L, 5-2",4,0,0,-,-,-,0,-,1,-,-
Apr 19,Rose-Hulman,"L, 5-1",1,0,0,-,-,-,0,-,-,-,-
Apr 21,at Denison,"L, 4-0",3,0,0,-,-,-,0,-,-,-,-
Apr 21,at Denison,"L, 3-2",3,0,1,-,-,-,0,-,1,-,-
Apr 23,Hanover,"L, 6-3",1,0,0,-,-,-,0,-,-,-,-
Apr 23,Hanover,"W, 7-4",4,0,0,-,-,-,0,-,-,-,-
Apr 25,Anderson,"L, 11-3",2,0,1,-,-,-,2,1,-,-,-
Apr 25,Anderson,"L, 9-6",1,0,0,-,-,-,0,-,-,-,-
Apr 26,at Franklin,"L, 10-1",3,0,0,-,-,-,0,-,-,-,-
Apr 26,at Franklin,"L, 4-3",3,0,1,1,-,-,0,-,-,-,-
