Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 1,vs. Centenary (N.J.),"W, 11-3",4,0,1,-,-,-,1,-,-,-,-
Mar 1,vs. Kean,"L, 8-0",3,0,1,-,-,-,0,-,-,-,-
Mar 2,vs. Allegheny,"W, 2-1",3,0,0,-,-,-,0,-,-,-,-
Mar 2,vs. East. Mennonite,"L, 14-2",0,0,0,-,-,-,0,-,-,-,-
Mar 10,vs. Simpson,"W, 6-2",2,2,2,-,-,-,0,-,-,-,-
Mar 10,vs. Waynesburg,"W, 9-5",3,1,1,-,-,-,0,-,-,-,-
Mar 11,vs. Cortland St.,"L, 8-0",2,0,0,-,-,-,0,-,2,-,-
Mar 11,vs. Greensboro,"L, 2-1",3,0,0,-,-,-,0,-,-,-,-
Mar 14,vs. Westminster (Pa.),"W, 3-0",4,0,1,-,-,-,0,1,-,-,-
Mar 14,vs. Husson,"L, 7-4",4,1,2,-,-,-,0,-,-,-,-
Mar 14,vs. Wheaton (Mass.),"L, 10-0",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Hiram,"W, 14-0",3,1,1,-,-,-,0,-,1,-,-
Mar 15,vs. Geneva,"W, 5-0",3,1,2,-,-,-,1,-,-,-,-
Mar 22,at Elizabethtown,"W, 2-0",4,0,0,-,-,-,0,-,-,-,-
Mar 22,at Elizabethtown,"L, 7-4",3,0,1,-,-,-,0,-,-,-,-
Mar 23,Shenandoah,"W, 12-4",3,2,2,-,-,-,1,-,-,-,-
Mar 23,Shenandoah,"W, 2-1",3,0,1,-,-,-,0,-,-,-,-
Apr 2,Stevenson,"W, 1-0",2,0,0,-,-,-,0,-,-,-,-
Apr 2,Stevenson,"L, 6-5",2,0,1,-,-,-,0,-,-,-,-
Apr 5,Susquehanna,"L, 5-3",2,1,0,-,-,-,0,-,1,-,-
Apr 5,Susquehanna,"L, 3-1",3,0,2,-,-,-,1,-,-,-,-
Apr 6,Juniata,"W, 8-0",3,0,1,-,-,-,1,-,-,-,-
Apr 6,Juniata,"W, 4-2",2,1,1,-,-,-,0,1,-,-,-
Apr 9,at Washington College,"L, 2-1",2,0,0,-,-,-,0,-,-,-,-
Apr 9,at Washington College,"W, 3-1",2,1,0,-,-,-,0,1,-,-,-
Apr 12,at Drew,"W, 1-0",2,0,1,-,-,-,1,-,-,-,-
Apr 12,at Drew,"W, 8-0",2,2,1,-,-,-,0,1,-,1,-
Apr 17,at Moravian,"W, 9-0",3,0,1,-,-,-,1,-,-,-,-
Apr 17,at Moravian,"L, 4-3",5,0,0,-,-,-,0,-,-,-,-
Apr 26,Scranton,"W, 6-1",2,0,0,-,-,-,0,-,-,-,-
Apr 26,Scranton,"L, 2-0",2,0,1,-,-,-,0,1,-,-,-
Apr 27,Frostburg St.,"W, 4-3",2,0,0,-,-,-,0,-,-,-,-
Apr 27,Frostburg St.,"W, 11-6",2,2,0,-,-,-,0,2,-,-,-
May 2,vs. Moravian,"W, 3-0",3,0,0,-,-,-,0,-,-,-,-
May 2,at Susquehanna,"W, 6-5",4,1,2,-,-,-,0,-,-,-,-
May 3,vs. Susquehanna,"W, 7-5",2,1,0,-,-,-,0,1,-,-,-
May 9,vs. Chris. Newport,"L, 6-1",3,0,1,-,-,-,0,-,1,-,-
May 10,vs. Staten Island,"W, 11-5",3,0,1,-,-,-,1,-,-,-,-
May 10,vs. Virginia Wesleyan,"L, 6-3",2,0,1,-,-,-,0,-,-,-,-
