Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
H Cota,MTY,C,.327,93,333,57,109,19,0,10,45,55,59,0,3,2,4,10,.426,.474,0.9
G Gil,MEX,C,.300,74,260,56,78,20,0,13,46,43,36,0,1,2,2,12,.401,.527,0.928
A Amezcua,MTY,C,.349,69,232,30,81,19,1,7,39,30,37,3,3,5,1,9,.433,.530,0.963
J Aceves,SAL,C,.290,81,290,42,84,24,1,12,53,32,70,2,3,1,4,9,.362,.503,0.865
M Ojeda,LAG,C,.296,92,341,56,101,19,1,8,52,46,51,4,3,2,3,11,.382,.428,0.81
I Franco,TIG,C,.276,105,362,59,100,13,1,23,74,54,66,1,0,1,7,14,.367,.508,0.875
B Valdez,REY,C,.167,17,30,4,5,2,0,0,0,1,9,0,0,0,0,1,.219,.233,0.452
S Gutierrez,YUC,C,.267,81,243,30,65,14,0,8,38,27,50,1,2,6,3,7,.347,.424,0.77
C Valle,PUE,C,.261,9,23,0,6,0,0,0,1,2,5,0,0,0,0,0,.320,.261,0.581
J Vega,CAM,C,.275,63,200,30,55,12,0,13,43,18,46,0,2,8,0,4,.350,.530,0.88
S Soto,MVA,C,.281,75,267,43,75,18,0,13,41,40,39,4,2,0,4,12,.380,.494,0.874
G Bustamante,YUC,C,.207,54,92,17,19,0,0,3,11,8,25,4,1,1,2,5,.265,.304,0.569
A Munoz,REY,C,.307,86,323,51,99,19,1,20,69,19,41,1,0,2,4,19,.345,.557,0.902
G Gutierrez,MEX,C,.339,77,251,51,85,15,4,9,43,25,33,3,1,4,1,10,.428,.538,0.966
M Santana,TAB,C,.302,93,301,41,91,20,1,5,51,41,39,3,2,13,1,13,.387,.425,0.812
M Del Campo,LAG,C,.264,44,106,10,28,4,2,2,19,5,19,0,0,0,1,3,.301,.396,0.697
G Andrade,MVA,C,.260,29,50,5,13,3,0,0,3,5,11,0,0,1,0,1,.339,.320,0.659
F Esparragoza,REY,C,.263,42,99,7,26,5,0,0,11,7,16,0,0,3,1,6,.333,.313,0.646
H Hurtado,TIG,C,.195,31,41,3,8,0,0,1,2,0,5,0,0,2,0,5,.195,.268,0.463
N Munoz,SAL,C,.219,56,183,28,40,10,0,5,24,26,35,2,1,3,2,11,.316,.355,0.671
H Paez,VER,C,.291,68,213,21,62,9,0,5,29,4,18,2,0,1,2,10,.308,.404,0.711
C Rodriguez,TAB,C,.271,65,170,23,46,9,0,10,40,22,56,0,0,1,0,4,.354,.500,0.854
E Rodriguez,OAX,C,.305,90,311,35,95,20,0,4,44,31,32,1,0,5,2,15,.368,.408,0.776
L Rodriguez,VER,C,.230,58,165,18,38,12,0,1,19,24,35,0,0,3,2,5,.335,.321,0.656
C Tapia,PUE,C,.330,92,342,49,113,21,1,4,60,24,34,5,1,1,4,16,.377,.433,0.81
F Valdez,PUE,C,.170,20,47,2,8,1,0,0,5,1,8,1,0,0,0,1,.188,.191,0.379
I Nunez,YUC,C,.174,40,86,6,15,3,0,0,8,11,10,0,1,1,0,4,.268,.209,0.477
I Villaescusa,MEX,C,.300,9,10,2,3,0,0,1,4,0,4,0,0,0,0,2,.364,.600,0.964
R Del Campo,CAM,C,.237,39,97,8,23,3,1,1,15,10,27,0,0,10,1,4,.318,.320,0.638
J Cordova,MVA,C,.270,85,282,37,76,16,0,10,54,24,68,3,3,5,4,16,.327,.433,0.76
J Galarraga,MIN,C,.249,65,209,24,52,9,0,2,26,24,21,2,1,12,1,12,.336,.321,0.657
I Pina,TAB,C,.364,10,11,1,4,0,0,0,2,2,0,0,0,0,0,0,.462,.364,0.825
J Ramon,OAX,C,.284,39,102,9,29,5,0,0,10,5,17,0,0,1,1,3,.315,.333,0.648
H Wilson,MEX,C,.000,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,.000,0.2
R Rodriguez,MIN,C,.212,34,52,7,11,0,0,0,5,6,6,0,0,3,0,4,.317,.212,0.528
L Juarez,MTY,C,.289,45,97,10,28,5,0,4,16,4,11,1,1,1,0,4,.324,.464,0.787
A Espinoza,TIG,C,.250,10,8,1,2,0,1,0,1,0,1,0,0,0,0,0,.250,.500,0.75
J Serna,MTY,C,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
G Galaviz,LAG,C,.263,6,19,1,5,0,0,0,4,0,4,2,0,1,0,2,.263,.263,0.526
O Renteria,TIG,C,.159,38,63,10,10,0,0,0,2,1,22,0,0,4,0,4,.172,.159,0.331
M Ortega,VER,C,.000,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,.167,.000,0.167
E Santos,MIN,C,.261,18,23,2,6,1,0,0,2,0,4,1,1,0,0,0,.261,.304,0.565
J Lua,CAM,C,.000,3,3,0,0,0,0,0,1,0,3,0,0,0,1,0,.000,.000,0.0
F Flores,CAM,C,.318,19,44,5,14,0,1,0,2,3,7,4,0,1,1,1,.367,.364,0.731
E Pacheco,MIN,C,.100,4,10,0,1,0,0,0,1,0,2,0,1,0,0,0,.100,.100,0.2
C Garzon,OAX,C,.143,8,7,1,1,1,0,0,0,1,2,0,0,0,0,0,.250,.286,0.536
J Amador,TAB,C,.333,6,6,2,2,1,0,0,0,0,2,0,0,0,0,0,.333,.500,0.833
