Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
G Blum,DIA,3B,0.333,5,15,1,5,0,0,0,1,1,1,0,0,0,0,0,0.375,0.333,0.708
E Rogers,DIA,3B,0.213,13,47,4,10,6,0,1,11,5,8,0,0,0,0,1,0.302,0.404,0.706
J Opitz,CUB,1B,0.333,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.333,0.833
F Sandoval,ANG,3B,0.2,7,20,4,4,0,3,1,5,4,4,0,1,0,0,0,0.36,0.65,1.01
J Francisco,RED,3B,0.5,5,18,3,9,3,0,1,3,1,3,0,0,0,0,0,0.526,0.833,1.36
Y Batista,MAR,1B,0.306,42,144,26,44,2,1,1,18,19,18,13,7,3,1,1,0.406,0.354,0.76
E Rincon,PAD,3B,0.3,3,10,0,3,0,0,0,1,1,1,0,0,0,0,0,0.364,0.3,0.664
R Morla,MAR,3B,0.25,3,12,1,3,1,0,0,1,0,2,1,1,0,0,0,0.25,0.333,0.583
T Medica,PAD,1B,0.391,6,23,8,9,2,0,1,6,4,3,0,0,0,1,0,0.464,0.609,1.073
H Arias,BRE,1B,0.237,42,169,16,40,7,2,2,28,7,60,3,3,0,0,6,0.275,0.337,0.613
B Franco,DOD,3B,0.211,40,142,21,30,7,1,3,19,9,51,0,2,0,1,4,0.261,0.338,0.599
M Marte,ATH,1B,0.299,39,137,20,41,11,0,6,26,9,38,0,1,0,2,8,0.368,0.511,0.879
B Brett,DOD,1B,0.16,18,50,8,8,2,0,0,2,8,10,1,0,0,1,1,0.283,0.2,0.483
C Murphy,RAN,1B,0.242,10,33,4,8,1,0,2,5,7,11,1,0,0,0,2,0.375,0.455,0.83
B Vollmuth,ATH,3B,0.148,8,27,3,4,0,0,1,2,3,6,0,0,0,0,1,0.281,0.259,0.541
B Hernandez,ANG,3B,0.27,20,74,11,20,1,2,0,2,9,10,2,1,0,0,4,0.357,0.338,0.695
M Soto,ATH,1B,0.209,20,67,9,14,5,0,3,11,8,18,1,0,0,1,2,0.289,0.418,0.707
F Burin,MAR,3B,0.319,41,163,13,52,12,0,0,22,19,39,3,3,1,1,0,0.391,0.393,0.784
E Gonzalez,IND,3B,0.258,41,159,28,41,2,3,2,14,12,31,5,1,2,1,3,0.316,0.346,0.662
J Lopez,RED,1B,0.205,14,39,3,8,1,1,0,7,4,10,2,0,0,1,0,0.319,0.282,0.601
C Sanchez,RED,1B,0.263,46,179,24,47,14,3,3,28,13,31,1,2,0,4,5,0.31,0.425,0.734
C Garcia,ROY,3B,0.272,40,147,31,40,7,5,0,22,15,27,8,3,7,0,3,0.344,0.388,0.731
J Martinez,MAR,3B,0.257,53,187,26,48,9,2,1,22,7,59,4,3,1,2,2,0.299,0.342,0.641
C Decker,PAD,1B,0.344,10,32,4,11,2,0,2,7,6,9,1,0,0,1,0,0.436,0.594,1.03
C McGuiness,RAN,1B,0.2,2,5,3,1,0,0,1,2,1,1,0,0,0,0,1,0.429,0.8,1.229
E Oliver,ANG,1B,0.5,4,12,2,6,1,0,1,2,1,0,0,0,0,0,1,0.538,0.833,1.372
J Terry,RED,3B,0.216,13,37,7,8,2,0,0,8,6,10,5,0,0,1,0,0.333,0.27,0.604
J Williams,DIA,1B,0.241,25,79,9,19,2,1,0,8,11,19,1,1,2,0,4,0.333,0.291,0.624
T Williams,DIA,3B,0.083,10,24,1,2,0,0,0,1,2,20,1,0,0,0,0,0.154,0.083,0.237
R Cuneo,CUB,1B,0.333,2,9,1,3,1,0,0,2,0,1,0,0,0,0,0,0.333,0.444,0.778
T Nam,DOD,1B,0.221,30,104,14,23,5,1,2,11,9,37,1,1,0,2,2,0.303,0.346,0.649
M Bolaski,ANG,3B,0.218,21,78,9,17,3,3,0,10,10,16,2,1,1,0,1,0.33,0.333,0.663
P Karmas,PAD,1B,0.276,37,134,20,37,11,0,2,17,18,17,0,0,0,2,8,0.361,0.403,0.764
M Olt,RAN,3B,0.214,4,14,2,3,0,0,1,4,1,5,0,0,0,0,0,0.267,0.429,0.695
R Shoulders,CUB,1B,0.188,8,32,4,6,5,0,0,3,3,10,0,0,0,0,1,0.257,0.344,0.601
J Valdez,DOD,3B,0.241,23,83,14,20,5,1,3,15,8,13,2,0,2,1,0,0.312,0.434,0.746
D Jones,PAD,3B,0.267,37,150,38,40,7,2,8,23,16,43,1,1,0,0,3,0.349,0.5,0.849
G Buechele,GIA,3B,0.308,9,39,6,12,2,0,2,5,1,7,0,1,1,0,1,0.325,0.513,0.838
C Paulino,GIA,3B,0.277,34,112,36,31,7,4,1,16,16,17,10,1,3,1,4,0.379,0.438,0.816
L Castillo,IND,3B,0.303,49,198,25,60,14,1,4,30,6,32,3,0,1,0,4,0.333,0.444,0.778
L Mendez,RAN,3B,0.254,39,114,23,29,2,1,2,12,18,18,12,2,4,2,2,0.379,0.342,0.721
G Quintana,PAD,3B,0.267,8,30,3,8,1,0,1,3,3,6,0,1,0,0,0,0.333,0.4,0.733
R Ramirez,RED,3B,0.243,38,140,22,34,5,3,1,9,8,32,8,3,1,2,2,0.28,0.343,0.623
K Berard,BRE,1B,0.293,46,174,33,51,8,1,1,13,22,43,14,3,5,3,1,0.385,0.368,0.753
J Cuevas,GIA,3B,0.337,46,166,44,56,15,4,9,46,22,20,9,2,3,10,2,0.403,0.639,1.042
D Geiger,CUB,3B,0.342,19,79,14,27,9,2,2,20,3,15,1,3,0,0,2,0.366,0.582,0.948
A Santana,DOD,3B,0.238,50,189,30,45,10,3,1,19,10,64,8,1,0,0,1,0.298,0.339,0.636
D Vogelbach,CUB,1B,0.292,6,24,4,7,3,0,1,6,2,2,1,0,0,0,0,0.37,0.542,0.912
J Whitley,ANG,1B,0.26,40,146,16,38,8,4,0,23,23,44,3,1,0,0,3,0.365,0.37,0.735
R Garcia,IND,3B,0.284,45,169,31,48,10,8,6,24,23,50,7,2,0,3,0,0.371,0.544,0.915
R Durrence,CUB,1B,0.247,47,170,24,42,16,1,3,27,12,42,1,3,0,1,5,0.314,0.406,0.72
J Harris,BRE,3B,0.234,44,171,18,40,6,3,1,19,19,54,8,2,2,0,4,0.311,0.322,0.632
J Jones,GIA,1B,0.235,5,17,4,4,0,0,1,3,3,6,0,0,0,0,0,0.35,0.412,0.762
S Yarrow,GIA,3B,0.286,18,70,13,20,3,0,1,11,12,10,1,0,0,0,1,0.412,0.371,0.783
C Andreas,MAR,1B,0.336,31,116,18,39,9,0,0,12,10,29,3,5,0,0,0,0.398,0.414,0.812
