Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Ervin Santana,MIN,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Carl Pavano, ,3,2,1,0,0,1,0,0,0,0,0.667,0.667,1.0,1.667
Jake Arrieta,CHI-N,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
Felix Hernandez,SEA,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Daisuke Matsuzaka, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Justin Verlander,DET,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
Josh Beckett, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Luke Hochevar,KC,3,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
David Pauley, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Scott Baker,LA,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Trevor Bell, ,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Freddy Garcia, ,2,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0
Zack Greinke,LA,2,1,1,0,0,0,0,1,0,0,0.5,0.5,1.0,1.5
Dustin Hughes, ,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
John Lackey,STL,2,1,1,0,0,0,1,1,0,0,0.5,0.667,1.0,1.667
Matt Palmer,SEA,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Kevin Slowey, ,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Brad Bergesen, ,2,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333
Bryan Bullington, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kyle Davies,NY-A,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Doug Fister,WAS,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Edwin Jackson, ,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Kevin Jepsen,MIN,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Brandon League, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jesse Litsch, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jake Odorizzi,TB,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Glen Perkins,MIN,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Nick Vincent,SD,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Bobby Cassevah, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jesse Crain,CHI-A,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Mark Hendrickson, ,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Josh Lueke, ,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Brandon Lyon, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Shaun Marcum,CLE,1,1,1,0,0,2,0,0,0,0,1.0,1.0,2.0,3.0
Jose Mijares, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Francisco Rodriguez, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Robinson Tejeda, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
David Aardsma,ATL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Daniel Bard,CHI-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Capps,ATL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Patrick Corbin,AZ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kevin Correia,PHI,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Randall Delgado,AZ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Guerrier,MIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
LaTroy Hawkins,TOR,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Phil Humber, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Kohn,ATL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Cliff Lee,PHI,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lance Lynn,STL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Seth Maness,STL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gil Meche, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hideki Okajima, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Garrett Olson, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jonathan Papelbon,WAS,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tony Pena, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joel Peralta,LA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Perry, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
David Purcey, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jon Rauch, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sergio Santos,NY-A,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Brian Tallet, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tim Wakefield, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Blake Wood,PIT,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
Jamey Wright, ,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
