Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Guerrero,OGD,SS,0.23,31,113,20,26,8,1,3,22,7,29,2,3,1,4,3,0.278,0.398,0.676
K Davis,GTF,SS,0.235,68,230,40,54,5,4,2,22,35,69,6,3,5,2,7,0.348,0.317,0.665
D Lohman,BIL,SS,0.239,64,230,33,55,12,2,1,31,24,47,2,5,8,2,5,0.324,0.322,0.646
C Adames,CAS,SS,0.29,37,145,30,42,9,0,1,15,14,24,4,5,5,0,0,0.356,0.372,0.729
C George,HEL,SS,0.324,59,241,34,78,9,2,1,25,6,38,8,7,2,1,3,0.347,0.39,0.737
R Gomez,ORM,SS,0.25,55,192,27,48,8,5,4,20,13,55,7,4,1,0,2,0.298,0.406,0.704
R Navarro,MIS,SS,0.305,63,243,39,74,11,5,2,28,18,41,2,3,2,0,3,0.357,0.416,0.773
B Hamilton,BIL,SS,0.318,69,283,61,90,13,10,2,24,28,56,48,9,0,2,2,0.383,0.456,0.839
J Trapp,IDF,SS,0.269,67,260,39,70,14,0,0,21,26,71,21,6,13,1,2,0.346,0.323,0.669
R Broussard,ORM,SS,0.203,43,123,19,25,6,0,1,11,11,23,2,3,6,1,1,0.277,0.276,0.554
J Campos,ORM,SS,0.19,6,21,1,4,1,0,0,2,1,5,0,1,1,0,1,0.227,0.238,0.465
J Lemmerman,OGD,SS,0.363,66,259,69,94,24,2,12,47,31,56,5,4,1,6,5,0.434,0.61,1.044
T Zebroski,IDF,SS,0.243,40,136,15,33,8,1,1,18,7,26,3,2,2,0,4,0.28,0.338,0.618
