Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
AREA dylan,FRA,M,11FRA040,0.0,0.0,13.1,2002.0,L,1.0,AllS2,09/18/2011,7.0,FRA2110
 , , , , , , , , , , , , , 
AREA dylan,FRA,M,11FRA040,0.0,1050.0,0.0,2002.0,L,1.0,AllS2,09/18/2011,6.0,FRA2110
AREA dylan,FRA,M,11FRA049,0.0,0.0,0.0,2002.0,L,1.0,-10M,07/31/2011,3.0,FRA7708
 , , , , , , , , , , , , , 
AREA dylan,FRA,M,11FRA049,0.0,820.0,0.0,2002.0,L,1.0,-10M,07/31/2011,4.0,FRA7708
 , , , , , , , , , , , , , 
AREA dylan,FRA,M,11FRA049,0.0,0.0,10.6,2002.0,L,2.0,-10M,07/31/2011,3.0,FRA7708
 , , , , , , , , , , , , , 
AREA dylan,FRA,M,11FRA049,0.0,850.0,0.0,2002.0,L,2.0,-10M,07/31/2011,4.0,FRA7708
