Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 1,vs. Simpson,"L, 5-0",1,0,0,-,-,-,0,-,1,-,-
Mar 1,vs. UW-Superior,"L, 5-4",3,0,2,-,-,-,0,-,-,1,-
Mar 2,vs. Mount Mary,"W, 20-2",1,1,0,-,-,-,0,1,-,1,-
Mar 2,vs. Carroll,"W, 5-4",3,0,0,-,-,-,0,-,1,-,-
Mar 21,vs. St. Norbert,"L, 6-5",4,0,1,-,-,-,0,-,-,-,-
Mar 21,vs. UW-River Falls,"W, 8-3",3,0,0,-,-,-,0,-,1,-,-
Mar 22,vs. MIT,"W, 6-5",4,0,0,-,-,-,0,-,1,-,-
Mar 22,vs. Keene St.,"W, 6-1",3,1,0,-,-,-,0,-,-,-,-
Mar 23,vs. Middlebury,"L, 7-5",3,0,0,-,-,-,0,-,2,-,-
Mar 23,vs. No. 6 Luther College,"L, 9-2",3,0,0,-,-,-,0,-,1,-,-
Mar 25,vs. No. 11 University of St. Thomas,"L, 6-0",2,0,0,-,-,-,0,-,-,-,-
Mar 25,vs. D'Youville,"L, 7-5",4,1,2,-,-,-,0,-,1,-,-
Mar 26,vs. SUNY Potsdam,"W, 4-0",3,0,1,-,-,-,0,-,-,1,-
Mar 26,vs. Calvin,"L, 6-3",2,0,1,-,-,-,0,-,-,-,-
Mar 29,Alverno,"W, 9-2",0,0,0,-,-,-,0,-,-,-,-
Mar 29,Alverno,"W, 9-3",1,0,0,-,-,-,0,1,-,1,-
Mar 30,at MSOE,"W, 7-0",4,1,2,1,-,-,1,-,-,-,-
Mar 30,at MSOE,"W, 4-0",3,0,0,-,-,-,0,-,1,-,-
Apr 5,at Edgewood,"L, 4-3",2,0,0,-,-,-,0,1,-,-,-
Apr 5,at Edgewood,"W, 5-2",3,1,1,-,-,-,0,-,-,-,-
Apr 6,Rockford,"L, 7-6",3,1,0,-,-,-,0,1,1,-,-
Apr 6,Rockford,"W, 6-0",2,2,1,-,-,-,0,1,1,-,-
Apr 9,Wisconsin Lutheran,"W, 3-0",2,1,1,-,-,-,0,-,1,-,-
Apr 9,Wisconsin Lutheran,"L, 9-6",4,0,0,-,-,-,0,-,-,-,-
Apr 17,Aurora,"L, 6-2",2,0,0,-,-,-,0,-,2,-,-
Apr 17,Aurora,"L, 2-1",2,0,0,-,-,-,0,-,-,-,-
Apr 19,at Benedictine,"W, 4-2",3,0,0,-,-,-,0,-,-,-,-
Apr 19,at Benedictine,"L, 4-3",2,0,0,-,-,-,0,1,1,-,-
Apr 21,Concordia Chicago,"W, 2-0",2,0,0,-,-,-,0,-,1,-,-
Apr 21,Concordia Chicago,"L, 4-0",2,0,0,-,-,-,0,-,-,-,-
Apr 22,at Marian,"W, 6-0",2,1,1,-,-,-,0,-,-,-,1
Apr 22,at Marian,"L, 1-0",2,0,0,-,-,-,0,-,-,-,-
Apr 25,Dominican,"W, 12-0",2,2,1,-,-,-,0,-,-,1,-
Apr 25,Dominican,"W, 3-2",2,0,0,-,-,-,0,-,-,-,-
Apr 26,at Lakeland,"L, 4-2",2,0,0,-,-,-,0,1,-,-,-
Apr 26,at Lakeland,"W, 9-4",3,0,1,-,-,-,0,-,-,-,-
May 1,vs. Dominican,"W, 10-6",3,0,0,-,-,-,0,1,1,-,-
May 1,vs. Aurora,"L, 5-3",3,0,1,-,-,-,0,-,-,-,-
May 2,vs. MSOE,"W, 7-6",2,0,0,-,-,-,0,-,-,-,-
May 2,vs. Wisconsin Lutheran,"W, 7-4",2,1,1,-,-,-,0,-,-,1,-
May 3,vs. Aurora,"L, 7-2",2,0,0,-,-,-,0,-,1,-,-
