Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Canzler,TNS,1B,0.287,112,355,68,102,28,4,21,66,46,95,5,4,0,5,5,0.372,0.566,0.938
M Fields,MTG,1B,0.22,87,309,33,68,14,0,12,50,29,119,0,0,0,5,8,0.291,0.382,0.673
D Anderson,HVL,1B,0.273,74,256,46,70,23,2,6,44,34,66,2,2,0,2,3,0.365,0.449,0.814
M Gomez,MIS,1B,0.281,133,495,67,139,42,2,16,80,46,122,1,2,0,8,12,0.349,0.471,0.82
C Errecart,HVL,1B,0.226,45,155,17,35,10,2,5,19,4,37,1,0,0,2,5,0.261,0.413,0.674
D Yount,CHA,1B,0.229,34,48,5,11,1,0,1,5,7,16,0,0,0,0,1,0.327,0.313,0.64
M Saccomanno,JAX,1B,0.244,70,275,30,67,13,2,6,38,13,63,0,3,0,3,9,0.28,0.371,0.651
B Byrne,MOB,1B,0.279,118,387,55,108,23,0,5,47,81,94,8,6,0,5,10,0.408,0.377,0.786
E Eymann,CAR,1B,0.259,90,328,37,85,18,2,5,38,21,56,7,3,1,4,6,0.304,0.372,0.676
E Perez,CHA,1B,0.271,130,432,47,117,33,0,4,58,36,93,12,2,2,4,4,0.327,0.375,0.702
Y Alonso,CAR,1B,0.267,31,101,19,27,5,0,3,13,19,16,4,2,0,0,5,0.388,0.406,0.794
L Parker,CAR,1B,0.111,5,18,1,2,0,0,0,1,0,4,2,0,1,1,0,0.105,0.111,0.216
J Limonta,WTN,1B,0.302,132,486,82,147,41,2,14,83,55,104,3,3,2,5,7,0.377,0.481,0.858
J Gallagher,BIR,1B,0.294,136,503,71,148,35,1,10,53,74,89,4,3,1,3,16,0.392,0.427,0.82
S Wilson,HVL,1B,0.201,60,209,22,42,11,0,6,31,19,65,3,1,0,3,6,0.27,0.34,0.61
J Ruiz,MTG,1B,0.272,23,92,12,25,2,1,1,11,13,19,0,1,0,1,4,0.358,0.348,0.706
