Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 15,vs. Oneonta St.,"L, 3-2",3,0,0,-,-,-,0,-,1,-,-
Mar 15,vs. Saint Joseph's (Me.),"L, 6-2",3,0,0,-,-,-,0,-,2,-,-
Mar 16,vs. Smith,"L, 5-1",3,0,1,-,-,-,0,-,2,-,-
Mar 16,vs. Brockport,"L, 6-2",3,0,0,-,-,-,0,-,1,-,-
Mar 18,vs. Wis.-Platteville,"L, 6-3",3,0,0,-,-,-,0,-,1,-,-
Mar 18,vs. Wis.-Superior,"L, 3-2",2,0,0,-,-,-,0,-,-,-,-
Mar 19,vs. Clarkson,"W, 7-2",3,0,2,-,-,-,1,-,1,-,-
Mar 19,vs. U. of New England,"L, 5-4",3,0,0,-,-,-,0,-,-,-,-
Mar 20,vs. Alfred St.,"W, 8-3",2,0,1,-,-,-,0,-,-,1,-
Mar 20,vs. Knox,"W, 11-2",2,0,0,-,-,-,1,-,-,-,-
Apr 2,Framingham St.,"W, 4-2",3,0,1,1,-,-,1,-,-,-,-
Apr 2,Framingham St.,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 3,at Roger Williams,"L, 2-0",3,0,1,-,-,-,0,-,-,-,-
Apr 3,at Roger Williams,"L, 6-5",4,1,0,-,-,-,0,-,-,-,-
Apr 5,Mass.-Boston,"W, 8-0",1,0,1,-,-,-,0,-,-,-,-
Apr 5,Mass.-Boston,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Southern Me.,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Southern Me.,"W, 8-1",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Johnson & Wales (RI),"L, 5-4",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Johnson & Wales (RI),"L, 9-1",-,-,-,-,-,-,-,-,-,-,-
Apr 12,vs. Plymouth St.,"L, 5-0",3,0,0,-,-,-,0,-,2,-,-
Apr 12,vs. Plymouth St.,"L, 1-0",2,0,0,-,-,-,0,-,1,-,-
Apr 17,Eastern Conn. St.,"L, 8-0",2,0,0,-,-,-,0,-,-,-,-
Apr 17,Eastern Conn. St.,"L, 11-0",2,0,1,1,-,-,0,-,-,-,-
Apr 19,at Western Conn. St.,"W, 4-3",4,0,2,-,-,-,0,-,1,-,1
Apr 19,at Western Conn. St.,"L, 6-2",3,0,0,-,-,-,0,-,3,-,-
Apr 24,Rhode Island Col.,"W, 1-0",2,0,0,-,-,-,0,-,1,-,-
Apr 24,Rhode Island Col.,"L, 7-2",3,0,1,-,-,-,0,-,-,-,-
Apr 28,at Keene St.,"W, 1-0",3,0,1,-,-,-,0,-,1,-,-
Apr 28,at Keene St.,"L, 3-1",3,0,0,-,-,-,0,-,2,-,-
May 2,vs. Western Conn. St.,"L, 8-0",2,0,1,-,-,-,0,-,-,-,-
May 3,vs. Rhode Island Col.,"L, 5-4",3,0,1,-,-,-,1,-,1,-,-
