Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Rollins,PHI,SS,.243,138,538,78,131,22,4,17,55,64,100,28,6,3,3,6,.323,.394,0.717
R Furcal,MIA,2B,.171,9,35,4,6,0,1,0,2,2,7,0,0,0,0,1,.216,.229,0.445
M Scutaro,SF,2B,.091,5,11,1,1,0,0,0,0,1,3,0,0,1,0,1,.167,.091,0.258
C Utley,PHI,2B,.270,155,589,74,159,36,6,11,78,53,85,10,1,0,9,8,.339,.407,0.746
M Ellis,STL,2B,.180,73,178,15,32,6,0,0,12,14,38,4,1,4,2,0,.253,.213,0.466
B Phillips,CIN,2B,.266,121,462,44,123,25,0,8,51,23,74,2,3,2,6,13,.306,.372,0.678
J Peralta,STL,SS,.263,157,560,61,147,38,0,21,75,58,112,3,2,0,4,19,.336,.443,0.779
C Barmes,PIT,SS,.245,48,102,15,25,5,0,0,7,9,18,1,1,0,1,2,.328,.294,0.622
J Baker,MIA,2B,.264,90,208,27,55,10,4,3,28,13,51,1,0,0,3,8,.307,.394,0.701
R Weeks,MIL,2B,.274,121,252,36,69,19,1,8,29,25,73,3,4,0,1,7,.357,.452,0.809
R Cedeno,ARI,SS,.000,7,9,0,0,0,0,0,0,0,2,0,0,0,0,0,.000,.000,0.0
J Nix,PIT,2B,.133,34,75,2,10,0,0,1,3,3,22,1,2,1,0,2,.188,.173,0.361
H Ramirez,LAD,SS,.283,128,449,64,127,35,0,13,71,56,84,14,5,0,1,10,.369,.448,0.817
N Walker,PIT,2B,.271,137,512,74,139,25,3,23,76,45,88,2,2,1,2,12,.342,.467,0.809
O Quintanilla,NYM,SS,.207,15,29,2,6,1,0,0,3,2,5,0,0,0,0,1,.258,.241,0.499
I Desmond,WSH,SS,.255,154,593,73,151,26,3,24,91,46,183,24,5,0,3,17,.313,.430,0.743
Z Cozart,CIN,SS,.221,147,506,48,112,18,5,4,38,25,79,7,0,5,0,13,.268,.300,0.568
D Barney,LAD,2B,.241,94,237,24,57,11,2,3,23,17,34,1,0,2,2,1,.300,.342,0.642
E Lucas,MIA,2B,.251,69,179,19,45,5,0,1,9,8,48,1,0,2,0,4,.283,.296,0.58
A Cabrera,WSH,2B,.229,49,175,20,40,9,2,5,21,22,29,3,0,1,2,4,.312,.389,0.7
T Tulowitzki,COL,SS,.340,91,315,71,107,18,1,21,52,50,57,1,1,0,5,4,.432,.603,1.035
R Pena,ATL,2B,.245,81,147,9,36,6,0,3,9,13,38,1,0,4,1,0,.304,.347,0.651
D Espinosa,WSH,2B,.219,114,333,31,73,14,3,8,27,18,122,8,1,0,1,5,.283,.351,0.634
I Falu,MIL,2B,.100,22,30,0,3,0,0,0,1,4,5,1,0,0,1,2,.200,.100,0.3
C Pennington,ARI,SS,.254,68,177,21,45,5,3,2,10,20,36,6,1,1,0,1,.340,.350,0.69
B Conrad,SD,2B,.100,13,30,2,3,1,0,1,2,3,14,0,0,0,1,0,.176,.233,0.41
D Uggla,SF,2B,.149,52,141,14,21,3,0,2,10,11,46,0,0,0,1,3,.229,.213,0.442
E Cabrera,SD,SS,.232,90,357,36,83,13,1,3,20,20,86,18,8,9,4,5,.272,.300,0.572
E Bonifacio,ATL,2B,.259,110,394,47,102,17,4,3,24,26,85,26,8,6,0,2,.305,.345,0.65
H Gomez,MIL,SS,.150,15,20,2,3,1,0,0,1,1,9,0,0,0,0,0,.190,.200,0.39
T Abreu,SF,2B,.000,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,.000,.000,0.0
J Mercer,PIT,SS,.255,149,506,56,129,27,2,12,55,35,89,4,1,5,5,14,.305,.387,0.693
J Bianchi,MIL,SS,.171,29,70,4,12,1,0,0,6,3,17,0,0,0,1,1,.203,.186,0.388
C d'Arnaud,PIT,2B,--,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,--,--,0.0
M Martinez,PIT,2B,.128,26,39,2,5,1,0,0,2,4,13,0,0,1,0,0,.209,.154,0.363
M Rojas,LAD,SS,.181,85,149,16,27,3,0,1,9,10,28,0,0,1,0,5,.242,.221,0.464
E Adrianza,SF,2B,.237,53,97,10,23,6,0,0,5,5,22,1,1,2,1,2,.279,.299,0.578
K Negron,CIN,2B,.271,49,144,19,39,10,1,6,17,12,40,5,0,1,0,2,.331,.479,0.81
D Murphy,NYM,2B,.289,143,596,79,172,37,2,9,57,39,86,13,5,0,5,15,.332,.403,0.734
A Amarista,SD,SS,.239,148,423,39,101,13,2,5,40,29,69,12,1,8,5,6,.286,.314,0.6
C Triunfel,LAD,SS,.133,12,15,3,2,0,0,1,1,1,5,0,0,0,0,0,.188,.333,0.521
R Tejada,NYM,SS,.237,119,355,30,84,11,0,5,34,50,73,1,2,4,2,8,.342,.310,0.652
C Hernandez,PHI,2B,.237,66,114,13,27,2,0,1,4,9,33,1,1,1,1,1,.290,.281,0.571
J Segura,MIL,SS,.246,146,513,61,126,14,6,5,31,28,70,20,9,10,2,13,.289,.326,0.614
S Castro,CHC,SS,.292,134,528,58,154,33,1,14,65,35,100,4,4,0,2,18,.339,.438,0.777
J Valdespin,MIA,2B,.214,52,98,8,21,2,1,3,10,9,16,1,0,6,0,1,.280,.347,0.627
D Descalso,STL,SS,.242,104,161,20,39,11,0,0,10,20,33,1,3,1,0,2,.333,.311,0.644
D Dietrich,MIA,2B,.228,49,158,31,36,6,2,5,17,13,38,1,0,2,0,1,.326,.386,0.712
J Elmore,CIN,SS,.182,5,11,0,2,0,0,0,0,1,4,0,0,0,0,0,.250,.182,0.432
B Hicks,SF,2B,.162,71,204,27,33,6,1,8,22,32,77,0,1,3,1,5,.280,.319,0.599
P Kozma,STL,SS,.304,14,23,4,7,3,0,0,0,3,4,0,0,0,0,0,.385,.435,0.819
D LeMahieu,COL,2B,.267,149,494,59,132,15,5,5,42,33,97,10,10,7,2,13,.315,.348,0.663
F Galvis,PHI,SS,.176,43,119,14,21,3,1,4,12,8,30,1,0,0,1,0,.227,.319,0.546
W Flores,NYM,SS,.251,78,259,28,65,13,1,6,29,12,31,1,0,1,1,6,.286,.378,0.664
W Tovar,NYM,2B,.000,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
