Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
N Punto,SPR,2B,0.333,7,24,3,8,1,0,0,2,2,3,1,0,0,0,0,0.385,0.375,0.76
C Barmes,CC,2B,0.444,2,9,2,4,0,0,0,2,1,1,0,0,0,0,0,0.5,0.444,0.944
J Keppinger,CC,2B,0.438,4,16,4,7,1,0,1,2,3,1,0,0,0,0,0,0.526,0.688,1.214
E Duncan,SPR,2B,0.274,103,351,60,96,21,1,22,62,25,78,3,1,0,6,8,0.322,0.527,0.849
R Mount,ARK,2B,0.329,47,161,27,53,12,1,5,34,19,39,9,0,1,4,2,0.401,0.509,0.91
D Solano,SPR,2B,0.228,27,101,5,23,7,0,2,10,3,16,0,0,0,0,3,0.25,0.356,0.606
G Rodriguez,FRI,SS,0.275,80,284,39,78,9,2,0,37,30,40,14,4,6,3,8,0.343,0.32,0.663
W Sutil,CC,SS,0.284,53,201,28,57,9,0,2,13,19,22,13,3,6,0,4,0.357,0.358,0.715
H Gomez,TUL,SS,0.235,102,425,46,100,23,6,14,50,19,94,16,4,5,1,9,0.272,0.416,0.689
A Zazueta,SA,SS,0.283,15,53,4,15,1,1,1,5,0,9,1,0,0,1,1,0.278,0.396,0.674
J Vallejo,CC,2B,0.146,20,41,2,6,0,0,0,5,1,12,0,0,2,0,2,0.167,0.146,0.313
R Jackson,SPR,SS,0.278,135,533,65,148,34,3,11,73,44,91,2,0,12,6,17,0.334,0.415,0.749
T Field,TUL,2B,0.271,134,472,77,128,22,3,17,61,53,108,9,4,3,4,7,0.357,0.439,0.795
J Bianchi,NWA,2B,0.259,119,444,63,115,23,2,2,48,39,85,20,5,9,4,7,0.32,0.333,0.654
A Contreras,SA,2B,0.241,77,261,32,63,16,0,4,32,18,57,2,1,1,4,7,0.286,0.349,0.635
R Osuna,FRI,2B,0.294,123,520,72,153,23,2,10,64,39,63,20,9,6,6,8,0.341,0.404,0.745
E Morrison,FRI,2B,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
D Bolivar,SPR,2B,0.298,16,47,5,14,2,1,1,9,3,8,1,0,2,1,1,0.333,0.447,0.78
J Garcia,SPR,2B,0.318,94,318,49,101,15,0,5,38,24,57,19,7,5,2,9,0.374,0.412,0.786
D Perez,ARK,SS,0.257,121,424,61,109,15,6,2,51,69,100,23,6,11,4,13,0.366,0.335,0.701
K Mertins,NWA,2B,0.254,57,173,29,44,12,0,3,29,24,40,4,2,6,2,6,0.355,0.376,0.73
G Green,MID,SS,0.291,127,530,76,154,33,1,9,62,39,119,6,8,6,6,14,0.343,0.408,0.75
T Ladendorf,MID,2B,0.225,125,432,55,97,17,3,6,35,47,87,6,5,7,2,10,0.308,0.319,0.627
J Altuve,CC,2B,0.361,35,144,21,52,9,3,5,25,7,14,5,5,1,1,5,0.388,0.569,0.958
J Paredes,CC,2B,0.27,93,385,69,104,22,4,10,41,15,84,29,12,4,1,8,0.3,0.426,0.726
C Colon,NWA,SS,0.257,127,491,69,126,14,2,8,61,46,51,17,7,21,4,17,0.325,0.342,0.668
M Cusick,ARK,2B,0.261,63,207,31,54,5,2,4,21,40,28,2,2,1,0,5,0.381,0.362,0.743
R Navarro,NWA,2B,0.271,55,188,26,51,8,0,1,18,14,26,6,3,1,2,5,0.332,0.33,0.662
A Parrino,SA,2B,0.303,40,152,28,46,7,1,9,32,22,40,3,1,1,3,1,0.388,0.539,0.927
D Stoneburner,FRI,2B,0.269,116,438,64,118,26,5,9,47,38,90,18,5,7,4,5,0.341,0.413,0.755
A Seratelli,NWA,2B,0.282,129,440,91,124,12,6,9,64,75,92,35,5,3,0,3,0.392,0.398,0.79
J Villar,CC,SS,0.231,83,324,52,75,16,2,10,26,29,100,14,6,8,2,2,0.301,0.386,0.687
E Garcia,FRI,2B,0.25,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0.25,0.5
D Anna,SA,2B,0.253,70,198,45,50,18,1,2,23,41,19,3,0,2,2,2,0.385,0.384,0.769
D Bailey,ARK,2B,0.306,18,62,8,19,5,0,0,7,9,16,2,1,1,0,0,0.403,0.387,0.79
J Cesario,TUL,2B,0.317,83,252,30,80,10,2,4,37,19,44,4,1,3,3,7,0.384,0.421,0.804
B Weems,SA,SS,0.246,77,272,38,67,17,1,9,46,28,68,0,2,1,1,7,0.331,0.415,0.747
E Wetzel,TUL,2B,0.235,58,183,14,43,6,0,0,20,14,39,5,1,1,3,3,0.292,0.268,0.56
J Townsend,ARK,2B,0.262,53,145,16,38,7,0,2,17,15,37,1,2,3,3,4,0.325,0.352,0.677
B Wikoff,CC,2B,0.308,103,331,40,102,6,0,3,26,47,33,5,3,4,1,7,0.398,0.353,0.751
V Belnome,SA,2B,0.333,75,267,56,89,19,1,17,62,47,59,0,5,1,2,13,0.432,0.603,1.035
P McKenna,SA,2B,0.294,6,17,1,5,1,0,0,2,1,6,0,0,0,0,0,0.333,0.353,0.686
B Altman,SA,2B,0.193,41,88,10,17,2,0,0,8,8,12,3,0,1,1,3,0.273,0.216,0.489
M Blackburn,ARK,2B,0.5,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0
J Thompson,CC,2B,0.115,18,52,2,6,1,0,0,0,3,18,0,0,0,0,3,0.164,0.135,0.298
J Swift,FRI,SS,0.167,4,12,2,2,0,0,0,1,2,4,0,0,2,1,1,0.267,0.167,0.433
