Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 14,vs. Greenville College (Ill.),"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Saint Joseph's College (Me.),"L, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Saint Joseph's College (Me.),"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
Mar 16,vs. The College of New Jersey (TCNJ),"L, 6-4",-,-,-,-,-,-,-,-,-,-,-
Mar 17,vs. Rowan University (N.J.),"L, 9-3",-,-,-,-,-,-,-,-,-,-,-
Mar 19,vs. Springfield College,"L, 4-3",0,0,0,-,-,-,0,-,-,-,-
Mar 20,vs. Concordia University (Wis.),"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 20,vs. McDaniel College,"W, 7-6",-,-,-,-,-,-,-,-,-,-,-
Mar 21,vs. William Paterson University of N.J.,"L, 11-2",-,-,-,-,-,-,-,-,-,-,-
Mar 28,Worcester State University,"W, 9-1",0,0,0,-,-,-,0,-,-,-,-
Mar 30,at UMass Dartmouth,"W, 8-7",0,0,0,-,-,-,0,-,-,-,-
Mar 30,at UMass Dartmouth,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 1,Westfield State University,"L, 8-6",-,-,-,-,-,-,-,-,-,-,-
Apr 3,at Western New England University,"L, 9-3",-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Rhode Island College,"W, 6-2",-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Rhode Island College,"W, 8-2",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Saint Joseph's College (Me.),"W, 11-5",-,-,-,-,-,-,-,-,-,-,-
Apr 8,at Framingham State University,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Bridgewater State University (Mass.),"L, 7-5",-,-,-,-,-,-,-,-,-,-,-
Apr 10,Endicott College,"L, 7-2",1,0,1,-,-,-,0,-,-,-,-
Apr 11,at Babson College,"W, 4-1",-,-,-,-,-,-,-,-,-,-,-
Apr 13,Eastern Connecticut State University,"L, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 13,Eastern Connecticut State University,"L, 4-0",1,0,0,-,-,-,0,-,1,-,-
Apr 16,University of Southern Maine,"L, 12-6",-,-,-,-,-,-,-,-,-,-,-
Apr 17,at Salem State University,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Apr 18,Framingham State University,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Keene State College,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Keene State College,"L, 13-4",-,-,-,-,-,-,-,-,-,-,-
Apr 23,at University of Southern Maine,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 25,at MIT,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 27,Plymouth State University,"W, 12-0",-,-,-,-,-,-,-,-,-,-,-
Apr 27,Plymouth State University,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at Endicott College,"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
Apr 30,at Wheaton College (Mass.),"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
May 3,Western Connecticut State University,"L, 12-9",-,-,-,-,-,-,-,-,-,-,-
May 3,Western Connecticut State University,"L, 13-7",-,-,-,-,-,-,-,-,-,-,-
May 8,vs. Keene State College,"W, 12-9",-,-,-,-,-,-,-,-,-,-,-
May 9,vs. Eastern Connecticut State University,"L, 9-1",-,-,-,-,-,-,-,-,-,-,-
May 10,vs. UMass Dartmouth,"L, 21-5",1,0,0,-,-,-,0,-,-,-,-
