categoryName,categoryId,galleryId,galleryTitle,mediaId,imageTitle,imageURL,league,description,attribution,large,thumbnail
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31978708.0,Irina Shayk,Irina+Shayk,World Cup,Model Irina Shayk has been dating Real Madrid's Portuguese force Cristiano Ronaldo since the two met in 2010.,Mireya Acierto/Getty Images for Vladimir Restoin Roitfeld Gallery - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/1_20131205143706117_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/1_20131205143706117_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31978709.0,Alex Gerrard,Alex+Gerrard,World Cup,"Alex Gerrard, wife of England and Liverpool captain Steven Gerrard, is a fashion journalist in England.",Danny Martindale/WireImage - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/4_20131205143707120_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/4_20131205143707120_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977813.0,Michela Quattrociocche,Michela+Quattrociocche,World Cup,Michela Quattrociocche is the wife of Italian World Cup squad hopeful Alberto Aquilani.,Jacopo Raule/Getty Images - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/3_20131205143707119_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/3_20131205143707119_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977814.0,Sandra Okagbue,Sandra+Okagbue,World Cup,"Rumors swirled about Chelsea player and Nigeria footballer Jon Obi Mikel's marriage to model Sandra Okagbue, but both have denied such reports.",twitter.com - Special to FoxSoccer.com,http://static.foxsports.com/content/fsc/img/2013/12/05/5_20131205143706115_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/5_20131205143706115_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977816.0,Katerina Kainourgiou,Katerina+Kainourgiou,World Cup,"A TV journalist in Greece, Katerina Kainourgiou has been linked to Greece national team standout Georgios Samaras. Samaras also plays for Celtic in Scotland.",facebook.com - Special to FoxSoccer.com,http://static.foxsports.com/content/fsc/img/2013/12/05/8_20131205143726124_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/8_20131205143726124_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977817.0,Sarah Brandner,Sarah+Brandner,World Cup,Sarah Brandner has been dating German midfielder and Bayern Munich star Bastian Schweinstager since 2007.,Andreas Rentz/Getty Images - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/6_20131205143726123_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/6_20131205143726123_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977819.0,Susana Werner,Susana+Werner,World Cup,"Susana Werner, a Brazilian model and actress, is married to Brazil No. 1 Julio Cesar. The couple has two children, Cauet and Giulia.",VANDERLEI ALMEIDA/AFP/Getty Images - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/7_20131205143727125_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/7_20131205143727125_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977820.0,Sara Carbonero,Sara+Carbonero,World Cup,Spanish television presenter Sara Carbonero is expecting a child with Spain and Real Madrid net-minder Iker Casillas.,Juan Naharro Gimenez/Getty Images - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/9_20131205143730128_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/9_20131205143730128_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977821.0,Bethany Dempsey,Bethany+Dempsey,World Cup,"Bethany Dempsey, wife of USA attacker Clint Dempsey, was featured in the Sports Illustrated Swimsuit Edition.",Isaac Brekken/Getty Images for Sports Illustrated - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/10_20131205143730129_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/10_20131205143730129_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977823.0,Yolanthe Sneijder-Cabau,Yolanthe+Sneijder-Cabau,World Cup,Model Yolanthe Sneijder-Cabau is married to Galatasaray's Dutch superstar Wesley Sneijder.,Ian Gavan/Getty Images for IMG - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/11_20131205143914137_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/11_20131205143914137_107_80.JPG
World Cup,194.0,43.0,World Cup - Wives and Girlfriends,31977818.0,World Cup WAGs,World+Cup+WAGs,World Cup,"We've seen Cristiano Ronaldo's dazzling moves on the pitch, but is it possible he and some of the other World Cup participants are using their signifcant others as muses? We might never know, but it's hard to argue that the beautiful game carries over off the pitch, as well.",Christof Koepsel/Getty Images - Getty Images,http://static.foxsports.com/content/fsc/img/2013/12/05/0_20131205143707118_600_400.JPG,http://static.foxsports.com/content/fsc/img/2013/12/05/0_20131205143707118_107_80.JPG
EndCap, , , , ,Fox Sports Video and Photo Gallery, , , , , , 
