Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,12W059R,50.0,0.0,0.0,1993.0,R,2.0,OM,09/10/2011,999.0,USAW0385
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11C052L,46.0,0.0,0.0,1993.0,L,1.0,B3,06/18/2011,2.0,USAC0074
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M130R,42.5,0.0,0.0,1993.0,R,1.0,IM,07/10/2011,5.0,USAM0176
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M999A,39.5,0.0,0.0,1993.0,R,1.0,OM,08/13/2011,17.0,USAM0156
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M130R,0.0,4780.0,0.0,1993.0,R,1.0,IM,07/10/2011,2.0,USAM0176
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M130R,0.0,4270.0,0.0,1993.0,R,2.0,IM,07/10/2011,2.0,USAM0176
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,12W059R,0.0,4120.0,0.0,1993.0,R,2.0,OM,09/10/2011,999.0,USAW0385
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11C052L,0.0,3970.0,0.0,1993.0,L,1.0,B3,06/18/2011,1.0,USAC0074
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11C052L,0.0,3560.0,0.0,1993.0,L,2.0,B3,06/18/2011,1.0,USAC0074
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,12W059R,0.0,3370.0,0.0,1993.0,R,3.0,OM,09/10/2011,999.0,USAW0385
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M999A,0.0,1770.0,0.0,1993.0,R,1.0,OM,08/13/2011,10.0,USAM0156
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M130R,0.0,0.0,50.5,1993.0,R,2.0,IM,07/10/2011,1.0,USAM0176
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,12W059R,0.0,0.0,48.1,1993.0,L,3.0,OM,09/10/2011,999.0,USAW0385
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M130R,0.0,0.0,46.4,1993.0,R,1.0,IM,07/10/2011,1.0,USAM0176
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,12W059R,0.0,0.0,45.6,1993.0,L,2.0,OM,09/10/2011,999.0,USAW0385
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11M999A,0.0,0.0,45.6,1993.0,R,1.0,OM,08/13/2011,8.0,USAM0156
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11C052L,0.0,0.0,42.4,1993.0,L,2.0,B3,06/18/2011,1.0,USAC0074
 , , , , , , , , , , , , , 
MALAK Kevin,USA,M,11C052L,0.0,0.0,41.2,1993.0,L,1.0,B3,06/18/2011,1.0,USAC0074
