Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 5,vs. Lehigh,"L, 8-6",-,-,-,-,-,-,-,-,-,-,-
Mar 6,vs. Xavier,"L, 17-6",3,1,1,-,-,-,0,-,1,-,-
Mar 7,vs. Miami (Ohio),"W, 3-2",3,0,0,-,-,-,0,-,-,-,-
Mar 7,vs. Mount St. Mary's,"W, 7-4",1,0,1,-,-,-,0,-,-,-,-
Mar 8,vs. Toledo,"L, 9-4",4,0,1,-,-,-,0,-,-,-,-
Mar 10,vs. Bowling Green, ,-,-,-,-,-,-,-,-,-,-,-
Mar 10,vs. Bowling Green, ,-,-,-,-,-,-,-,-,-,-,-
Mar 11,vs. Toledo,"W, 3-2",0,1,0,-,-,-,0,-,-,-,-
Mar 11,vs. Michigan St.,"L, 14-1",3,0,0,-,-,-,0,-,1,-,-
Mar 12,vs. Ohio St.,"L, 12-6",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at Central Connecticut State,"L, 2-1",5,0,0,-,-,-,1,1,-,-,-
Mar 16,at Central Connecticut State, ,-,-,-,-,-,-,-,-,-,-,-
Mar 19,at Navy,"W, 1-0",3,0,0,-,-,-,0,-,-,-,-
Mar 19,at Navy,"L, 15-7",4,1,2,-,-,-,0,-,1,-,-
Mar 20,at Navy,"W, 6-4",3,0,2,-,-,-,1,-,1,-,-
Mar 20,at Navy,"L, 11-4",4,0,0,-,-,-,0,-,2,-,-
Mar 22,Central Connecticut State, ,-,-,-,-,-,-,-,-,-,-,-
Mar 23,Connecticut, ,-,-,-,-,-,-,-,-,-,-,-
Mar 26,at Hartford,"W, 4-0",2,0,0,-,-,-,0,-,-,-,-
Mar 26,at Hartford,"W, 14-0",-,-,-,-,-,-,-,-,-,-,-
Mar 27,Hartford,"W, 15-14",2,0,0,-,-,-,1,-,-,-,-
Mar 27,Hartford,"W, 17-1",4,3,3,-,-,-,3,-,-,-,-
Mar 30,Quinnipiac,"W, 14-0",5,3,1,1,-,-,1,-,-,-,-
Apr 2,at Cornell,"W, 7-2",1,0,0,-,-,-,0,-,1,-,-
Apr 2,at Cornell,"W, 5-3",1,0,0,-,-,-,0,-,-,-,-
Apr 3,at Princeton,"L, 7-1",-,-,-,-,-,-,-,-,-,-,-
Apr 3,at Princeton,"L, 6-3",1,0,0,-,-,-,0,-,1,-,-
Apr 5,Northeastern, ,-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Sacred Heart,"W, 3-2",0,0,0,-,-,-,0,-,-,-,-
Apr 9,Penn,"L, 2-0",0,0,0,-,-,-,0,1,-,-,-
Apr 9,Penn,"W, 13-6",-,-,-,-,-,-,-,-,-,-,-
Apr 10,Columbia,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
Apr 10,Columbia,"L, 8-1",-,-,-,-,-,-,-,-,-,-,-
Apr 12,Connecticut,"W, 10-7",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Fairfield, ,-,-,-,-,-,-,-,-,-,-,-
Apr 16,Dartmouth,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Apr 16,Dartmouth,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Apr 17,Dartmouth,"W, 3-0",0,1,0,-,-,-,0,-,-,-,-
Apr 17,Dartmouth,"W, 5-1",0,0,0,-,-,-,0,-,-,1,-
Apr 20,at Army,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
Apr 22,at Harvard,"W, 3-0",-,-,-,-,-,-,-,-,-,-,-
Apr 22,at Harvard,"L, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 24,at Harvard,"W, 8-1",-,-,-,-,-,-,-,-,-,-,-
Apr 24,at Harvard,"L, 10-3",-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Holy Cross,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 29,Brown,"L, 6-3",-,-,-,-,-,-,-,-,-,-,-
Apr 29,Brown,"L, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 30,at Brown,"L, 6-1",-,-,-,-,-,-,-,-,-,-,-
Apr 30,at Brown,"W, 18-8",-,-,-,-,-,-,-,-,-,-,-
