Batter,Team,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Chih-Hsien Chiang,Por,26,100,27,43,16,0,5,25,3,1,7,16,0.43,0.5,0.74,1.24
Reynaldo Rodriguez,Por,12,44,11,15,5,0,4,14,3,0,5,12,0.341,0.431,0.727,1.159
Will Middlebrooks,Por,26,106,17,32,11,0,6,29,1,0,3,26,0.302,0.333,0.575,0.909
Mark Wagner,Por,6,22,4,6,2,0,1,3,0,0,1,4,0.273,0.292,0.5,0.792
Jeremy Hazelbaker,Por,25,103,17,25,3,1,5,14,6,3,9,30,0.243,0.304,0.437,0.74
Oscar Tejeda,Por,26,100,14,28,6,0,2,9,7,2,7,18,0.28,0.324,0.4,0.724
Ryan Dent,Por,11,40,6,9,5,0,1,5,0,2,4,14,0.225,0.295,0.425,0.72
Mitch Dening,Por,23,78,12,20,2,1,2,14,1,0,7,16,0.256,0.322,0.385,0.706
Jonathan Hee,Por,25,94,12,26,3,0,2,14,0,0,7,24,0.277,0.333,0.372,0.706
Tim Federowicz,Por,22,81,11,20,6,0,2,12,0,0,6,16,0.247,0.286,0.395,0.681
Heiker Meneses,Por,20,69,12,20,3,0,0,6,2,0,3,21,0.29,0.342,0.333,0.675
Ryan Khoury,Por,18,73,11,18,4,0,1,6,0,0,9,14,0.247,0.329,0.342,0.672
Matt Spring,Por,6,24,3,5,3,0,0,1,0,0,1,9,0.208,0.296,0.333,0.63
Alex Hassan,Por,22,85,18,18,7,0,0,6,1,1,10,17,0.212,0.309,0.294,0.603
Vladimir Frias,Por,3,10,0,1,0,0,0,0,0,0,0,4,0.1,0.182,0.1,0.282
