Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
F Pacheco,LCO,1B,0.235,119,456,47,107,21,4,11,68,36,113,0,0,1,4,13,0.295,0.371,0.666
M Whitney,LCO,3B,0.242,74,277,38,67,7,0,6,27,34,64,0,3,0,3,6,0.332,0.332,0.664
J Santiago,HIC,3B,0.185,9,27,3,5,3,0,0,0,2,2,0,0,0,0,3,0.241,0.296,0.538
M Carlin,HIC,1B,0.318,89,308,53,98,21,4,16,65,29,70,6,1,0,3,1,0.398,0.568,0.966
M Hofius,HIC,1B,0.222,82,266,27,59,8,0,4,30,29,58,2,1,0,4,7,0.308,0.297,0.605
A Mansolino,HIC,3B,0.207,8,29,4,6,2,0,1,5,3,4,0,0,0,2,0,0.265,0.379,0.644
M Carp,HAG,1B,0.249,89,313,49,78,12,1,19,63,35,96,2,2,1,5,2,0.358,0.476,0.834
K Fisher,LAK,3B,0.173,29,98,9,17,2,1,0,6,7,30,0,3,0,0,2,0.229,0.214,0.443
C Galloway,LAK,1B,0.237,20,76,4,18,4,0,0,7,1,17,0,0,0,0,2,0.284,0.289,0.573
D Gredvig,LAK,1B,0.304,79,273,44,83,16,0,10,50,51,49,1,2,1,3,14,0.42,0.473,0.893
T Festa,WVA,3B,0.129,18,62,6,8,1,0,0,5,5,10,1,0,0,0,2,0.194,0.145,0.339
R Braun,WVA,3B,0.355,37,152,21,54,16,2,8,35,9,34,2,4,2,1,7,0.396,0.645,1.041
G Richardson,WVA,1B,0.285,112,411,54,117,34,0,12,55,52,86,7,5,0,3,5,0.371,0.455,0.826
M Gamel,WVA,3B,0.174,8,23,2,4,0,0,1,1,5,9,0,0,0,0,0,0.321,0.304,0.626
R Marconi,DEL,3B,0.181,38,127,15,23,5,0,2,9,9,34,2,0,4,2,2,0.237,0.268,0.505
R Finan,DEL,1B,0.195,10,41,3,8,2,0,1,9,1,17,0,0,0,1,0,0.209,0.317,0.526
F Guerrero,DEL,3B,0.19,48,153,14,29,6,1,0,12,11,19,2,2,3,0,6,0.253,0.242,0.495
C Smith,DEL,1B,0.227,83,295,34,67,18,1,6,45,37,65,0,0,0,3,8,0.315,0.356,0.67
J Figueroa,GBO,1B,0.326,24,86,13,28,4,0,1,15,19,23,0,1,0,0,2,0.453,0.407,0.86
C Seifrig,GBO,3B,0.219,69,237,32,52,10,0,10,34,17,73,7,2,0,3,4,0.28,0.388,0.668
B McCann,GBO,3B,0.295,123,478,67,141,35,2,28,106,37,97,1,1,0,3,17,0.355,0.552,0.907
S Robinson,LEX,1B,0.291,34,127,20,37,10,1,3,34,19,15,3,2,0,1,8,0.385,0.457,0.842
K Vital,LEX,1B,0.178,61,197,20,35,8,0,6,27,30,58,3,0,4,1,7,0.288,0.31,0.598
O Sheldon,LEX,1B,0.259,68,247,34,64,12,0,5,35,29,36,2,5,0,5,9,0.338,0.368,0.706
J Humphries,LEX,1B,0.27,36,122,20,33,10,0,5,16,22,27,0,0,0,2,5,0.389,0.475,0.865
B Dewitt,COL,3B,0.283,120,481,61,136,31,3,11,65,34,79,0,1,0,3,13,0.333,0.428,0.762
E Perez,COL,3B,0.212,10,33,0,7,2,0,0,4,1,10,0,0,0,0,2,0.257,0.273,0.53
D Batz,COL,1B,0.28,120,429,59,120,27,2,4,46,38,45,5,2,0,5,8,0.347,0.38,0.727
B Vericker,AUG,1B,0.264,51,163,14,43,7,0,4,20,18,22,1,0,0,2,7,0.333,0.38,0.714
J Columbus,AUG,1B,0.258,71,240,27,62,15,1,1,29,25,59,2,2,0,3,2,0.342,0.342,0.683
S Klink,AUG,3B,0.253,131,474,70,120,30,0,8,83,59,128,1,4,0,3,11,0.352,0.367,0.719
J Benavidez,AUG,1B,0.221,48,172,23,38,12,0,6,25,17,49,0,0,0,1,7,0.297,0.395,0.692
C Kelly,KAN,1B,0.22,28,91,10,20,5,0,4,13,6,30,1,1,1,1,2,0.265,0.407,0.672
T Brice,KAN,1B,0.286,20,77,13,22,5,0,1,7,4,11,2,0,0,1,0,0.325,0.39,0.715
R Zimmerman,SAV,3B,0.471,4,17,5,8,2,1,2,6,0,3,0,1,0,0,0,0.471,1.059,1.529
R Lane,SAV,1B,0.389,10,36,5,14,4,1,1,8,4,5,0,1,0,0,1,0.45,0.639,1.089
S Mortimer,SAV,1B,0.244,101,328,47,80,19,2,10,41,46,135,7,2,0,5,4,0.348,0.405,0.753
D Chavez,GRE,3B,0.259,13,54,6,14,4,0,0,7,5,10,0,0,0,0,0,0.333,0.333,0.667
B LeVier,GRE,3B,0.245,59,229,25,56,16,0,2,31,10,27,2,1,0,2,7,0.286,0.341,0.626
A Pinckney,GRE,3B,0.311,128,508,91,158,33,9,21,98,36,78,6,0,0,5,15,0.362,0.535,0.897
A Easley,GRE,1B,0.233,62,219,32,51,11,2,7,26,25,64,4,2,0,0,5,0.32,0.397,0.717
L Sorensen,GRE,1B,0.225,95,315,44,71,16,0,4,32,39,61,2,2,0,2,5,0.319,0.314,0.633
B Thomas,ROM,3B,0.353,11,34,6,12,2,0,2,8,1,4,0,0,0,1,0,0.361,0.588,0.949
K Eichas,ROM,1B,0.212,61,231,19,49,10,1,2,25,8,56,1,0,1,0,7,0.245,0.29,0.535
C Jones,ROM,3B,0.5,3,6,1,3,0,0,0,2,3,1,0,0,0,0,1,0.667,0.5,1.167
V Pope,ROM,3B,0.277,100,386,48,107,24,7,6,60,42,70,0,1,1,5,9,0.347,0.422,0.769
G Creek,ROM,3B,0.333,7,24,3,8,1,0,1,1,4,4,1,0,0,0,1,0.429,0.5,0.929
J Trejo,ROM,3B,0.16,24,75,7,12,0,0,1,2,6,31,0,0,0,0,2,0.232,0.2,0.432
M Jurich,ROM,1B,0.29,52,193,33,56,8,2,11,37,18,39,2,1,0,2,3,0.35,0.523,0.874
P Strop,ASH,1B,0.167,4,12,2,2,0,0,0,0,0,6,0,0,1,0,0,0.167,0.167,0.333
J Herrera,ASH,3B,0.31,19,87,17,27,2,0,0,5,8,11,6,6,0,1,1,0.384,0.333,0.717
J Koshansky,ASH,1B,0.291,120,453,92,132,31,1,36,103,53,122,6,6,0,8,14,0.373,0.603,0.976
J Dragicevich,ASH,3B,0.281,104,374,57,105,29,2,4,44,47,86,5,4,3,3,7,0.369,0.401,0.77
D Hahn,ASH,3B,0.281,130,488,70,137,32,2,11,59,55,96,6,4,1,2,11,0.358,0.422,0.78
