Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
1998-04-02,FLO,CHN,L 7-8 vs CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1st career game
1998-04-04,FLO,MIL,L 2-6 vs MIL,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,"1st career hit, 1st career RBI"
1998-05-12,FLO,HOU,L 2-4 @HOU,4,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,19,1st career home run
1998-06-21,FLO,NYN,L 2-3 @NYN,4,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,36,1st career stolen base
1998-07-25,FLO,PHI,W 5-4 @PHI,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,49,4 strikeouts
1999-05-01,FLO,HOU,L 4-6 vs HOU,4,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,96,4 hits
1999-06-08,FLO,BAL,W 5-3 vs BAL,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,119,4 hits
1999-08-10,FLO,SFN,W 8-7 vs SFN,4,2,4,0,0,1,4,0,0,2,0,0,0,0,0,0,153,4 hits
1999-09-17,FLO,ARI,W 10-6 @ARI,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,176,4 hits
2000-07-09,FLO,TBA,W 10-9 vs TBA,3,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,231,2 hit by pitches
2000-09-23,FLO,COL,W 3-1 @COL,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,270,4 strikeouts
2002-07-30,TOR,KCA,W 13-4 @KCA,4,2,2,1,0,0,3,0,0,0,0,0,0,0,2,0,426,2 sacrifice flies
2003-08-05,TOR,TBA,L 4-5 @TBA,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,500,500th career game
