Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 11,vs. Roger Williams,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Mar 11,vs. Roger Williams,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Mar 12,vs. Rensselaer, ,-,-,-,-,-,-,-,-,-,-,-
Mar 13,vs. Bowdoin,"L, 7-0",-,-,-,-,-,-,-,-,-,-,-
Mar 13,vs. Bowdoin,"L, 7-0",-,-,-,-,-,-,-,-,-,-,-
Mar 14,vs. Keene State,"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. St. Norbert,"L, 6-1",1,0,0,-,-,-,0,-,-,-,-
Mar 15,vs. St. Norbert,"L, 8-3",2,0,0,-,-,-,0,-,-,-,-
Mar 23,Maine-Presque Isle,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
Mar 23,Maine-Presque Isle,"W, 8-7",1,0,0,-,-,-,0,-,1,-,-
Mar 24,Bates,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
Mar 24,Bates,"W, 5-3",-,-,-,-,-,-,-,-,-,-,-
Mar 28,Saint Joseph's (ME),"L, 3-2",1,0,0,-,-,-,0,-,1,-,-
Mar 30,at Endicott,"W, 8-4",-,-,-,-,-,-,-,-,-,-,-
Mar 30,at Endicott,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 4,Maine-Farmington,"W, 6-0",-,-,-,-,-,-,-,-,-,-,-
Apr 4,Maine-Farmington,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Colby-Sawyer,"L, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Colby-Sawyer,"W, 8-5",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Colby-Sawyer,"W, 3-0",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Colby-Sawyer,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Maine-Farmington,"W, 18-4",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Maine-Farmington,"W, 9-6",0,0,0,-,-,-,0,-,-,-,-
Apr 11,Southern Maine,"L, 15-8",-,-,-,-,-,-,-,-,-,-,-
Apr 13,Castleton,"L, 6-2",-,-,-,-,-,-,-,-,-,-,-
Apr 13,Castleton,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 14,Castleton,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Apr 14,Castleton,"W, 4-2",3,1,0,-,-,-,0,-,1,-,-
Apr 16,Bowdoin,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at Thomas (ME),"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at Thomas (ME),"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 20,at Lyndon State,"W, 7-5",-,-,-,-,-,-,-,-,-,-,-
Apr 20,at Lyndon State,"W, 10-5",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Lyndon State,"W, 19-7",0,0,0,-,-,-,0,-,-,-,-
Apr 21,at Lyndon State,"W, 15-4",1,0,0,-,-,-,0,-,-,-,-
Apr 24,Thomas (ME),"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 24,Thomas (ME),"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at New England College,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at New England College,"W, 12-3",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at New England College,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at New England College,"W, 10-2",-,-,-,-,-,-,-,-,-,-,-
May 3,vs. Colby-Sawyer,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
May 5,vs. Thomas (ME),"W, 14-6",-,-,-,-,-,-,-,-,-,-,-
May 6,vs. Castleton,"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
May 9,vs. Coast Guard,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
