Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 1,at Merchant Marine,"L, 8-3",-,-,-,-,-,-,-,-,-,-,-
Mar 1,at Merchant Marine,"L, 9-3",3,0,0,-,-,-,0,1,-,-,-
Mar 8,vs. Salem St.,"W, 7-4",5,1,2,-,-,-,1,1,-,-,-
Mar 9,vs. Salve Regina,"L, 4-0",2,0,0,-,-,-,0,1,-,1,-
Mar 9,vs. Salve Regina,"L, 5-4",4,2,2,-,1,-,0,-,-,1,-
Mar 10,vs. Baruch,"L, 11-5",4,0,1,-,-,-,0,1,-,-,-
Mar 12,vs. Elms,"W, 11-5",4,0,0,-,-,-,0,1,1,-,-
Mar 14,vs. Defiance,"L, 9-7",1,3,1,-,-,-,0,3,-,2,-
Mar 14,vs. Defiance,"W, 10-7",5,1,2,-,-,-,2,-,1,-,-
Mar 15,vs. St. Lawrence,"W, 18-3",-,-,-,-,-,-,-,-,-,-,-
Mar 23,at MIT,"L, 3-2",3,1,1,1,-,-,1,-,2,-,-
Mar 23,at MIT,"L, 6-5",4,2,0,-,-,-,1,1,1,-,-
Mar 25,Babson,"L, 3-2",3,0,0,-,-,-,0,2,1,-,1
Mar 27,Albertus Magnus,"L, 12-3",3,1,2,-,-,-,0,1,-,1,-
Mar 27,Albertus Magnus,"L, 3-1",2,0,0,-,-,-,0,2,-,-,-
Mar 29,Emerson,"W, 12-3",5,1,1,-,-,-,0,-,3,-,-
Mar 29,Emerson,"W, 7-1",3,1,1,-,-,-,0,-,-,1,-
Apr 1,at Babson,"L, 3-2",3,0,0,-,-,-,0,1,1,-,-
Apr 2,Mass. Maritime,"W, 10-6",4,2,1,-,-,-,0,1,1,-,-
Apr 4,Springfield,"W, 8-6",4,0,0,-,-,-,0,1,2,-,-
Apr 5,at Springfield,"W, 7-3",6,1,1,-,-,-,0,-,-,-,-
Apr 5,at Springfield,"L, 3-2",4,0,0,-,-,-,0,-,-,-,-
Apr 7,Westfield St.,"L, 3-2",4,0,0,-,-,-,0,-,1,-,-
Apr 9,Wheaton (Mass.),"L, 25-5",2,0,0,-,-,-,0,-,-,-,-
Apr 11,at WPI,"W, 7-4",5,0,0,-,-,-,1,-,2,-,-
Apr 12,WPI,"L, 8-7",3,1,1,-,-,-,1,-,-,-,-
Apr 12,WPI,"W, 9-8",4,0,0,-,-,-,0,-,1,-,-
Apr 17,at Wheaton (Mass.),"L, 4-0",3,0,0,-,-,-,0,-,3,-,-
Apr 18,at Clark (Mass.),"L, 10-2",2,0,1,-,-,-,0,1,-,-,-
Apr 19,Clark (Mass.),"W, 6-5",4,0,1,-,-,-,0,-,-,-,-
Apr 19,Clark (Mass.),"W, 4-1",-,-,-,-,-,-,-,-,-,-,-
Apr 22,at Wesleyan (Conn.),"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
Apr 23,at Mitchell,"L, 8-2",3,0,0,-,-,-,0,-,1,-,-
Apr 25,at Gordon,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
Apr 25,at Gordon,"L, 5-4",2,0,1,-,-,-,0,1,-,1,-
