Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Giambi,AKR,DH,0.118,6,17,1,2,2,0,0,1,2,9,0,0,0,0,1,0.211,0.235,0.446
C Aldridge,NH,RF,0.271,22,85,11,23,1,0,5,18,4,20,0,1,0,0,2,0.303,0.459,0.762
W Nieves,REA,C,0.083,3,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0.083,0.083,0.167
C Barmes,ALT,SS,0.333,2,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.667
A LaRoche,HAR,1B,0.333,1,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0.5,0.333,0.833
H Gimenez,NH,C,0.235,13,51,6,12,3,0,2,5,2,14,0,0,0,0,0,0.264,0.412,0.676
R Raburn,AKR,RF,0.455,3,11,2,5,0,0,0,4,1,3,0,0,0,0,1,0.5,0.455,0.955
K Johnson,POR,3B,0.0,2,6,1,0,0,0,0,0,2,3,0,0,0,0,0,0.25,0.0,0.25
N Swisher,AKR,1B,0.5,2,6,0,3,2,0,0,2,0,1,0,0,0,0,0,0.5,0.833,1.333
E Zambrano,RIC,C,0.268,60,194,15,52,4,0,1,12,10,26,1,1,4,0,10,0.304,0.304,0.608
J Fox,REA,1B,0.308,78,286,42,88,15,0,22,70,20,49,0,0,0,2,9,0.373,0.591,0.964
M Mesa,NH,RF,0.256,35,129,17,33,9,1,4,10,5,33,1,2,0,0,0,0.304,0.434,0.738
Y Carter,NH,C,0.183,23,71,6,13,3,0,0,5,3,19,1,0,0,1,2,0.224,0.225,0.449
M Tolbert,REA,3B,0.172,21,58,4,10,1,0,0,2,2,4,0,0,1,0,1,0.213,0.19,0.403
B LaHair,AKR,1B,0.234,101,364,38,85,17,2,5,60,50,91,1,1,0,3,11,0.324,0.332,0.656
B Van Kirk,NH,OF,0.217,12,46,5,10,2,0,0,4,3,16,0,1,1,0,2,0.265,0.261,0.526
C Davis,BOW,1B,0.25,1,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0.25,0.25,0.5
L Davis,REA,C,0.156,16,45,2,7,1,0,1,7,5,10,0,0,0,0,1,0.255,0.244,0.499
M Spring,POR,C,0.233,31,103,17,24,7,0,6,23,10,32,0,0,0,4,1,0.308,0.476,0.784
S Fuld,NBR,CF,0.429,4,14,4,6,2,0,1,2,2,1,0,0,0,0,0,0.5,0.786,1.286
B Ryan,TRN,SS,0.364,3,11,3,4,0,0,0,0,2,1,0,0,0,0,1,0.462,0.364,0.825
M Lisson,RIC,3B,0.266,114,379,59,101,22,0,18,76,54,93,11,3,0,6,6,0.37,0.467,0.837
M Bourn,AKR,CF,0.087,6,23,0,2,0,0,0,0,2,10,1,0,0,0,1,0.16,0.087,0.247
E Nunez,NBR,LF,0.4,4,10,1,4,0,1,0,0,3,2,1,0,0,0,0,0.538,0.6,1.138
