Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
B Abreu,LAA,RF,0.208,8,24,1,5,3,0,0,5,2,5,0,0,0,1,1,0.259,0.333,0.593
J Damon,CLE,LF,0.222,64,207,25,46,6,2,4,19,17,27,4,0,0,0,0,0.281,0.329,0.61
T Hunter,LAA,CF,0.313,140,534,81,167,24,1,16,92,38,133,9,1,1,3,15,0.365,0.451,0.817
R Ibanez,NYY,LF,0.24,130,384,50,92,19,3,19,62,35,67,3,0,0,2,14,0.308,0.453,0.761
A Jones,NYY,RF,0.197,94,233,27,46,7,0,14,34,28,71,0,0,0,3,2,0.294,0.408,0.701
D McDonald,NYY,LF,0.205,42,88,17,18,7,0,2,9,12,19,1,1,2,1,1,0.297,0.352,0.649
V Wells,LAA,LF,0.23,77,243,36,56,9,0,11,29,16,35,3,1,0,2,5,0.279,0.403,0.682
L Ford,BAL,LF,0.183,25,71,7,13,3,0,3,4,7,13,1,0,1,0,3,0.256,0.352,0.609
D Wise,CWS,OF,0.259,100,224,31,58,10,2,8,30,11,52,19,4,0,3,2,0.293,0.429,0.721
J Hamilton,TEX,LF,0.285,148,562,103,160,31,2,43,128,60,162,7,4,0,9,9,0.354,0.577,0.93
S Podsednik,BOS,CF,0.302,63,199,19,60,7,0,1,12,6,35,8,2,8,2,3,0.322,0.352,0.674
E Chavez,BAL,LF,0.203,64,158,15,32,6,0,2,12,6,24,3,2,4,0,2,0.236,0.278,0.515
I Suzuki,NYY,RF,0.283,162,629,77,178,28,6,9,55,22,61,29,7,5,5,12,0.307,0.39,0.696
M Byrd,BOS,CF,0.27,34,100,9,27,2,0,1,7,2,21,0,2,1,2,1,0.286,0.32,0.606
R Langerhans,LAA,LF,0.0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
B Hall,BAL,LF,0.222,7,9,2,2,0,0,1,1,5,7,0,0,0,0,0,0.5,0.556,1.056
