Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
W Bloomquist,REN,2B,0.429,6,21,5,9,0,1,0,9,2,2,0,0,0,0,0,0.478,0.524,1.002
A Amezaga,ALB,2B,0.339,37,124,19,42,10,1,2,25,14,20,1,1,0,2,0,0.404,0.484,0.888
W Valdez,NEW,SS,0.232,35,112,7,26,3,0,0,8,7,17,4,1,2,1,2,0.275,0.259,0.534
J Wilson,REN,2B,0.219,59,192,17,42,8,0,4,20,13,44,1,3,1,0,2,0.268,0.323,0.591
L Rodriguez,SLC,2B,0.267,118,439,58,117,28,4,10,72,41,48,1,4,1,7,16,0.329,0.417,0.745
B Harris,RR,SS,0.244,12,41,7,10,0,0,2,5,7,7,0,0,0,0,3,0.367,0.39,0.758
D Murphy,IOW,SS,0.265,89,302,32,80,18,2,12,41,27,75,5,3,0,3,5,0.338,0.457,0.795
E Aybar,SLC,SS,0.4,1,5,1,2,1,0,1,2,0,0,0,0,0,0,0,0.4,1.2,1.6
A Hill,REN,2B,0.375,6,24,8,9,1,1,0,6,1,3,0,0,0,1,0,0.385,0.5,0.885
R Andino,TAC,2B,0.229,44,153,17,35,5,1,3,12,12,38,2,1,0,2,5,0.281,0.333,0.615
O Quintanilla,LAS,SS,0.333,48,126,26,42,9,2,2,18,20,25,1,1,0,2,3,0.419,0.484,0.903
J Horton,SAC,SS,0.224,17,67,5,15,2,1,2,8,2,12,0,1,0,0,2,0.246,0.373,0.62
T Harbin,REN,2B,0.231,117,364,44,84,16,5,5,36,17,54,6,5,1,1,11,0.268,0.343,0.612
T Manzella,COL,SS,0.19,32,105,9,20,7,1,0,10,7,42,0,1,1,1,2,0.246,0.276,0.522
D Barney,IOW,2B,0.5,3,10,4,5,1,0,0,0,3,3,1,0,0,0,0,0.615,0.6,1.215
E Maysonet,IOW,SS,0.242,72,219,22,53,15,1,6,33,11,44,1,3,2,6,8,0.283,0.402,0.685
J Sellers,ALB,SS,0.27,89,326,39,88,26,4,6,65,25,54,4,0,4,6,4,0.326,0.429,0.755
E Gonzalez,IOW,2B,0.267,47,165,19,44,9,0,5,20,9,39,8,0,0,0,2,0.309,0.412,0.721
T Tulowitzki,COL,SS,0.8,2,5,2,4,0,0,0,0,1,0,0,0,0,0,0,0.833,0.8,1.633
