Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
C Quintana,SK,1B,0.238,53,168,20,40,7,2,2,13,24,56,2,0,1,1,3,0.338,0.339,0.678
E Sharpley,EVE,1B,0.231,71,242,27,56,14,3,6,42,30,92,4,2,0,5,2,0.318,0.388,0.706
A Clark,SPO,1B,0.295,63,217,32,64,9,0,1,41,37,36,2,1,0,4,6,0.401,0.35,0.751
Y Arbelo,YAK,1B,0.285,68,242,38,69,13,1,14,55,36,62,4,1,0,2,2,0.377,0.521,0.898
J Gomez,SPO,1B,0.125,3,8,0,1,0,0,0,1,0,2,0,0,0,0,0,0.125,0.125,0.25
M Loberg,SK,1B,0.333,9,21,2,7,0,0,0,5,7,1,0,1,0,0,0,0.5,0.333,0.833
C Jacobsen,TC,1B,0.149,33,121,6,18,5,0,2,13,8,43,0,1,0,1,3,0.206,0.24,0.446
C Murphy,SPO,1B,0.319,46,144,23,46,8,1,1,27,31,24,2,0,1,4,8,0.44,0.41,0.849
B May,BOI,1B,0.262,17,61,9,16,5,0,3,14,6,15,0,0,0,0,3,0.328,0.492,0.82
C Powers,EUG,1B,0.191,40,136,14,26,5,1,2,9,24,43,0,1,0,1,3,0.315,0.287,0.602
R Jones,BOI,1B,0.287,68,258,25,74,16,2,5,42,12,69,2,2,0,2,4,0.331,0.422,0.753
M Tracy,TC,1B,0.209,58,201,18,42,6,1,4,22,15,67,2,2,3,1,5,0.286,0.308,0.594
R Cuneo,BOI,1B,0.2,20,70,8,14,5,1,2,10,8,22,0,0,1,0,0,0.282,0.386,0.668
W Cunningham,EUG,1B,0.29,60,207,34,60,8,5,5,32,41,50,7,3,1,1,2,0.415,0.449,0.864
A Kirby-Jones,VAN,1B,0.259,75,247,41,64,10,0,14,42,61,82,1,1,0,3,6,0.417,0.47,0.887
