Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
G Arias,TIJ,1B,.272,80,302,61,82,14,2,19,71,36,38,1,2,0,4,13,.354,.520,0.874
S Bullett,TAB,OF,.333,106,393,60,131,22,2,19,78,30,78,3,6,0,3,11,.379,.545,0.924
M Carrillo Sr.,TIG,RF,.279,91,290,45,81,11,1,7,48,36,27,3,3,1,2,11,.361,.397,0.757
P Castellano,YUC,3B,.306,106,392,62,120,28,1,15,87,49,46,0,1,1,4,9,.387,.497,0.884
A Delgado,AGU,C,.277,17,65,5,18,3,0,1,8,4,9,0,0,0,1,4,.333,.369,0.703
E Diaz,VAQ,1B,.289,101,398,56,115,20,0,10,71,45,42,0,1,2,4,7,.362,.415,0.777
T Evans,SLT,3B,.292,102,359,79,105,21,3,25,68,73,70,8,0,0,4,7,.419,.577,0.996
B Gil,MTY,SS,.374,57,198,45,74,9,1,11,45,18,35,8,4,0,0,6,.429,.596,1.025
C Latham,OAX,OF,.301,103,366,76,110,25,4,18,77,84,102,19,8,2,3,10,.434,.538,0.973
M Martinez,PUE,OF,.348,102,385,89,134,32,0,15,84,58,52,26,4,2,8,9,.438,.548,0.986
J Mercedes,VAQ,P,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
M Nieves,VRA,OF,.259,70,239,46,62,12,0,14,40,62,100,0,1,0,1,4,.413,.485,0.898
J Nunnally,CAM,OF,.209,17,67,12,14,4,0,3,12,13,15,0,2,0,0,1,.338,.403,0.74
R Perez,CAM,RF,.311,86,338,43,105,16,0,14,52,20,46,3,3,0,4,11,.349,.482,0.831
D Sherman,VAQ,OF,.349,71,278,64,97,14,3,2,21,46,32,11,5,5,2,6,.447,.442,0.89
R Simon,TIJ,1B,.348,63,233,46,81,13,0,18,69,29,18,1,0,0,4,10,.422,.635,1.057
M Valdez,MXO,1B,.294,81,293,59,86,15,0,17,59,59,46,0,0,0,2,6,.413,.519,0.932
D White,TIJ,LF,.407,78,285,68,116,31,0,19,73,44,43,5,0,0,0,14,.496,.716,1.211
M Lopez,MTY,3B,.363,99,353,92,128,23,0,30,94,79,85,2,1,0,6,5,.479,.683,1.161
J Nieves,AGU,SS,.284,25,109,24,31,2,1,7,20,8,9,0,1,0,0,1,.333,.514,0.847
G Garcia,MVA,1B,.243,19,74,11,18,1,0,5,12,9,11,0,0,0,0,5,.341,.459,0.801
W Otanez,VRA,3B,.354,96,381,70,135,23,0,19,76,37,55,0,0,0,4,12,.409,.564,0.973
A Pena,TAB,C,.311,33,132,13,41,9,0,6,28,13,28,2,0,0,2,4,.372,.515,0.887
C Meyers,VRA,OF,.325,90,338,71,110,24,1,4,37,66,45,32,13,2,1,9,.451,.438,0.889
S Perez,TAB,OF,.241,29,116,13,28,3,0,2,11,17,20,3,6,2,0,1,.338,.319,0.657
D McDonald,YUC,CF,.326,65,242,54,79,17,8,5,31,42,44,29,5,0,1,3,.427,.525,0.951
L Lucca,TIJ,3B,.309,25,94,15,29,7,0,2,19,7,26,0,0,0,1,1,.365,.447,0.812
I Alcantara,VRA,OF,.302,74,255,35,77,12,0,15,50,50,52,4,5,0,2,2,.421,.525,0.947
P Swann,TAB,OF,.296,14,54,12,16,9,1,1,9,7,10,2,0,0,1,1,.391,.556,0.946
J Toca,TAB,1B,.355,35,124,19,44,9,0,5,21,5,20,1,1,0,0,2,.389,.548,0.938
E Guzman,PUE,RF,.346,103,407,75,141,20,0,14,78,44,22,3,3,2,4,11,.407,.499,0.905
D Minor,CAM,1B,.200,12,45,8,9,3,0,3,9,7,12,0,0,0,1,1,.315,.467,0.781
J Leon,CAM,3B,.348,47,178,34,62,9,0,17,49,19,32,2,0,1,3,4,.411,.685,1.096
A Sanders,TAB,OF,.221,25,95,9,21,1,0,2,4,7,24,1,1,1,0,2,.282,.295,0.576
S Torrealba,AGU,C,.250,40,124,20,31,6,0,5,13,21,23,0,1,1,0,3,.376,.419,0.795
G Gil,MXO,C,.387,84,310,58,120,32,0,12,71,35,39,1,1,0,4,20,.450,.606,1.057
L Lopez,COR,1B,.325,80,283,43,92,22,0,9,50,47,32,1,0,0,3,8,.419,.498,0.917
M Burkhart,CAM,1B,.294,87,309,44,91,21,0,8,44,56,56,1,0,0,1,6,.418,.440,0.858
D Cesar,MTY,OF,.370,106,440,87,163,31,1,10,72,42,52,42,12,2,6,6,.426,.514,0.94
R Reyes,VRA,RF,.133,4,15,2,2,0,0,0,1,2,1,0,0,0,0,1,.235,.133,0.369
L Garcia,MTY,RF,.354,64,229,51,81,10,0,19,60,32,30,4,1,0,2,11,.444,.646,1.091
D DeVore,OAX,OF,.242,16,66,12,16,2,1,3,11,6,22,1,0,0,0,0,.315,.439,0.754
M Valenzuela,SLT,RF,.208,7,24,3,5,1,0,0,0,1,6,0,0,1,0,1,.240,.250,0.49
J Bass,MVA,OF,.350,30,120,32,42,7,0,9,24,23,19,8,3,0,1,3,.455,.633,1.089
T Zuniga,VRA,3B,.294,25,85,6,25,5,0,0,8,11,7,0,0,0,0,3,.381,.353,0.734
L Garcia,TIG,OF,.277,69,271,41,75,9,0,10,38,17,34,2,7,1,3,9,.318,.421,0.739
K Pellow,SLT,1B,.291,81,306,68,89,17,1,21,66,30,61,1,0,0,5,10,.371,.559,0.93
A Amezcua,MTY,C,.322,74,236,43,76,21,0,8,39,28,37,4,3,3,2,6,.407,.513,0.919
A Fernandez,VRA,OF,.206,17,68,4,14,4,0,0,9,4,12,1,0,0,3,2,.240,.265,0.505
M Ojeda,MXO,C,.317,27,101,20,32,6,0,2,11,12,11,1,2,0,0,2,.405,.436,0.841
Y Duenas,SLP,2B,.286,15,63,13,18,4,1,2,7,1,4,1,1,0,0,2,.297,.476,0.773
A French,CAM,OF,.290,81,321,67,93,13,6,15,55,41,64,22,10,2,4,4,.366,.508,0.874
L Figueroa,CAM,3B,.352,52,176,31,62,18,0,3,22,27,12,1,0,1,4,9,.443,.506,0.949
