Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Wilson,GWN,SS,0.188,19,64,7,12,4,0,0,6,4,9,1,2,1,2,2,0.239,0.25,0.489
C Utley,LHV,2B,0.4,1,5,1,2,0,0,1,1,0,2,0,0,0,0,0,0.4,1.0,1.4
B Roberts,NOR,2B,0.238,5,21,2,5,2,0,0,1,2,4,0,0,0,0,0,0.304,0.333,0.638
W Harris,LOU,2B,0.224,74,250,22,56,13,0,3,20,23,52,4,3,1,2,3,0.295,0.312,0.607
J Thurston,ROC,2B,0.139,26,72,9,10,1,0,2,4,12,16,1,0,0,1,3,0.267,0.236,0.504
R Olmedo,CHA,SS,0.273,80,275,24,75,15,1,0,19,27,42,9,3,7,0,9,0.34,0.335,0.674
J Wilson,GWN,SS,0.241,122,407,46,98,26,3,5,43,34,97,7,4,1,4,15,0.306,0.356,0.662
J Barfield,NOR,2B,0.0,4,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0.111,0.0,0.111
R Cedeno,BUF,SS,0.172,7,29,2,5,0,0,0,1,1,6,0,0,0,0,2,0.2,0.172,0.372
R Raburn,TOL,2B,0.25,15,60,8,15,2,0,4,12,5,15,1,0,0,0,7,0.318,0.483,0.802
R Gotay,GWN,2B,0.243,57,181,31,44,8,1,5,22,31,46,1,0,0,0,3,0.357,0.381,0.738
M Fontenot,LHV,SS,0.308,16,52,5,16,6,0,1,7,5,11,0,0,1,0,1,0.368,0.481,0.849
J Lopez,CHA,2B,0.375,19,72,8,27,9,0,1,14,7,10,0,0,0,0,2,0.43,0.542,0.972
A Blanco,LHV,SS,0.235,120,413,47,97,14,1,10,40,39,77,6,5,3,4,8,0.301,0.346,0.648
J Keppinger,DUR,2B,0.286,6,21,4,6,1,0,0,1,4,2,0,0,0,0,0,0.4,0.333,0.733
P Orr,LHV,2B,0.258,81,302,43,78,13,2,4,33,23,53,16,2,4,1,4,0.314,0.354,0.668
A Hernandez,IND,2B,0.268,105,369,43,99,9,5,1,39,18,58,3,4,8,2,8,0.301,0.328,0.629
R Andino,NOR,2B,0.333,2,9,1,3,0,0,0,2,1,1,0,0,0,0,0,0.4,0.333,0.733
O Quintanilla,BUF,SS,0.282,48,156,18,44,11,2,6,27,14,27,1,3,1,0,5,0.345,0.494,0.839
K Frandsen,LHV,SS,0.302,99,391,38,118,34,0,1,33,14,31,2,4,2,3,14,0.337,0.396,0.733
J Rodriguez,BUF,SS,0.265,65,257,30,68,14,1,8,32,22,56,3,5,3,2,10,0.327,0.42,0.748
M Hollimon,ROC,SS,0.223,59,166,21,37,7,2,5,14,21,50,2,0,1,3,1,0.305,0.38,0.685
B Friday,GWN,2B,0.213,96,282,38,60,13,2,2,33,34,57,10,6,2,1,3,0.305,0.294,0.6
T Manzella,CHA,SS,0.171,14,41,4,7,3,0,0,6,2,14,0,0,1,1,1,0.205,0.244,0.448
S Rodriguez,DUR,SS,0.5,2,6,2,3,2,0,1,4,1,2,0,0,1,0,0,0.571,1.333,1.905
G Picart,IND,SS,0.25,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5
C McConnell,SYR,SS,0.235,6,17,1,4,2,0,0,0,0,6,0,0,0,0,0,0.235,0.353,0.588
D Bernier,SWB,SS,0.201,58,174,13,35,9,0,0,10,27,49,1,2,6,1,5,0.307,0.253,0.56
S Bynum,SYR,2B,0.205,94,278,36,57,11,2,6,34,26,89,3,2,4,1,5,0.282,0.324,0.605
E Patterson,TOL,2B,0.244,64,221,23,54,6,2,2,23,41,58,13,3,1,2,2,0.365,0.317,0.681
J Castro,CHA,2B,0.174,8,23,4,4,1,0,0,1,0,5,0,0,1,0,0,0.208,0.217,0.426
M Antonelli,SWB,2B,0.201,44,154,22,31,5,1,2,11,24,32,1,2,1,0,3,0.324,0.286,0.61
L Zawadzki,GWN,2B,0.231,48,147,12,34,5,1,3,17,7,31,3,1,2,0,2,0.271,0.34,0.611
S Kazmar,BUF,SS,0.138,11,29,2,4,1,0,0,2,1,10,0,0,3,0,1,0.167,0.172,0.339
R Pena,SWB,SS,0.258,101,360,40,93,13,3,2,29,34,74,1,3,4,3,4,0.325,0.328,0.653
A Ciriaco,TOL,SS,0.224,102,348,43,78,16,0,12,35,17,74,17,7,3,0,7,0.262,0.374,0.636
M Mayorson,SYR,2B,0.225,17,40,4,9,1,0,0,1,2,2,0,0,0,0,1,0.262,0.25,0.512
T Nishioka,ROC,2B,0.258,101,392,42,101,18,1,2,34,32,53,7,7,5,1,8,0.315,0.324,0.639
B Scales,BUF,2B,0.339,32,109,16,37,10,0,2,9,22,18,2,2,2,0,0,0.459,0.486,0.945
P Phillips,LOU,2B,0.143,4,14,0,2,0,0,0,1,0,3,0,1,0,1,0,0.133,0.143,0.276
J Turner,BUF,2B,0.25,2,8,0,2,0,0,0,0,0,0,0,0,0,0,2,0.25,0.25,0.5
P Janish,LOU,SS,0.237,49,169,27,40,12,1,4,11,20,26,0,1,1,0,5,0.332,0.391,0.722
R Brignac,DUR,SS,0.231,99,346,45,80,14,2,8,46,45,79,3,3,4,2,9,0.323,0.353,0.676
B Emaus,BUF,2B,0.212,73,203,14,43,9,0,4,18,23,30,2,1,3,1,3,0.297,0.315,0.612
B Dlugach,TOL,SS,0.169,25,65,8,11,2,0,2,8,7,19,2,0,5,1,4,0.257,0.292,0.549
J Johnson,SYR,SS,0.231,76,234,35,54,8,0,0,18,35,30,6,7,7,0,2,0.333,0.265,0.598
T Plouffe,ROC,SS,0.0,2,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0.111,0.0,0.111
B Conrad,DUR,2B,0.265,25,83,10,22,5,0,4,12,18,34,0,3,0,1,1,0.392,0.47,0.862
G Petit,COL,2B,0.26,111,377,51,98,24,0,10,45,29,75,1,2,6,4,14,0.32,0.403,0.723
O Navarro,BUF,SS,0.21,42,100,7,21,4,1,2,11,5,19,0,1,2,1,2,0.252,0.33,0.582
P Ciriaco,PAW,SS,0.301,64,276,41,83,13,2,4,21,6,49,14,8,3,2,3,0.318,0.406,0.724
