Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
C Izturis,ORI,SS,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
E De Los Santos,TWI,SS,0.143,11,42,2,6,1,0,0,1,0,6,1,1,1,0,1,0.143,0.167,0.31
D Adams,YAN,2B,0.429,17,56,13,24,9,0,1,11,5,10,2,1,0,2,1,0.469,0.643,1.112
C Hu,MTS,SS,0.184,13,49,8,9,0,0,0,1,8,7,2,1,0,0,1,0.298,0.184,0.482
R Dent,RSX,SS,0.1,4,10,0,1,0,0,0,1,1,2,0,0,0,0,0,0.182,0.1,0.282
F Soriano,NAT,SS,0.222,3,9,2,2,0,0,1,1,0,1,1,0,0,0,0,0.3,0.556,0.856
M Ciriaco,ORI,2B,0.183,32,109,9,20,1,0,1,12,6,9,6,2,5,0,3,0.239,0.22,0.459
A Ponce,PIR,SS,0.296,9,27,5,8,0,0,0,3,6,5,0,0,0,0,1,0.457,0.296,0.753
J Cuevas,NAT,SS,0.286,2,7,0,2,0,0,0,0,0,1,0,1,0,0,0,0.286,0.286,0.571
A Burns,BLU,SS,0.625,5,16,5,10,0,0,1,7,2,0,0,1,0,1,0,0.65,0.813,1.463
J Cunningham,PIR,2B,0.4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0.571,0.4,0.971
B Loy,TIG,SS,0.333,5,15,3,5,1,0,0,3,4,2,0,0,0,0,0,0.474,0.4,0.874
I Vargas,CAR,2B,0.289,43,152,21,44,11,1,1,18,23,17,4,0,3,4,5,0.391,0.395,0.786
G Ngoepe,PIR,SS,0.167,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0.286,0.167,0.452
S Batista,MTS,2B,0.24,47,171,19,41,9,1,0,17,13,19,3,3,4,0,6,0.301,0.304,0.605
J Bishop,PIR,2B,0.186,26,86,12,16,2,0,1,11,9,9,1,3,1,1,2,0.268,0.244,0.512
Y Barrios,PIR,SS,0.299,25,97,20,29,4,3,1,11,11,24,8,1,1,0,0,0.382,0.433,0.815
N Rios,PHL,SS,0.6,3,5,1,3,0,0,0,0,0,1,1,0,0,0,0,0.6,0.6,1.2
