Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Jorge De La Rosa,COL,12,2,1,0,0,0,0,2,1,0,0.167,0.167,0.25,0.417
Ryan Vogelsong,SF,11,4,0,0,0,1,2,1,0,0,0.364,0.462,0.364,0.825
Chase Anderson,AZ,11,2,0,0,0,0,1,0,1,0,0.182,0.25,0.182,0.432
Jon Lester,CHI-N,11,0,0,0,0,0,0,4,0,0,0.0,0.083,0.0,0.083
Rubby De La Rosa,AZ,10,4,2,0,0,2,0,1,0,0,0.4,0.4,0.6,1.0
A.J. Burnett,PIT,10,2,1,0,0,0,1,1,0,0,0.2,0.273,0.3,0.573
Tyler Matzek,COL,10,2,0,0,0,0,1,2,0,0,0.2,0.273,0.2,0.473
Charlie Morton,PIT,10,2,2,0,0,1,1,1,0,0,0.2,0.333,0.4,0.733
Zack Greinke,LA,10,1,1,0,0,0,0,2,0,0,0.1,0.1,0.2,0.3
Jeremy Hellickson,AZ,9,3,1,0,0,0,1,0,0,0,0.333,0.4,0.444,0.844
Clayton Kershaw,LA,9,2,1,0,0,0,2,1,0,0,0.222,0.364,0.333,0.697
Josh Collmenter,AZ,8,4,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Kevin Correia,PHI,8,4,0,0,1,1,2,1,0,0,0.5,0.6,0.875,1.475
Madison Bumgarner,SF,8,2,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Yovani Gallardo,TEX,8,2,0,0,1,3,2,1,0,0,0.25,0.4,0.625,1.025
David Price,DET,8,2,1,0,0,0,1,4,0,0,0.25,0.333,0.375,0.708
Jesse Chavez,OAK,8,1,0,0,0,0,0,2,0,0,0.125,0.125,0.125,0.25
Lance Lynn,STL,8,1,0,0,0,0,2,0,0,0,0.125,0.3,0.125,0.425
Ervin Santana,MIN,8,1,0,0,0,1,0,2,0,0,0.125,0.125,0.125,0.25
Shelby Miller,ATL,7,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tim Hudson,SF,6,4,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Brandon McCarthy,LA,6,3,2,0,0,1,0,0,0,0,0.5,0.5,0.833,1.333
Mike Minor,ATL,6,3,0,0,1,1,0,1,1,0,0.5,0.5,1.0,1.5
Vidal Nuno,SEA,6,2,0,0,0,1,0,0,1,0,0.333,0.333,0.333,0.667
Jason Hammel,CHI-N,6,1,0,0,0,1,2,2,0,0,0.167,0.375,0.167,0.542
Dan Haren,MIA,6,1,0,0,0,0,0,1,0,1,0.167,0.167,0.167,0.333
Phil Hughes,MIN,6,1,0,0,0,0,0,1,0,0,0.167,0.167,0.167,0.333
Kyle Kendrick,COL,6,1,0,0,1,2,0,2,0,0,0.167,0.167,0.667,0.833
Francisco Liriano,PIT,6,1,0,0,0,0,0,0,1,0,0.167,0.167,0.167,0.333
Yusmeiro Petit,SF,6,1,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Jacob deGrom,NY-N,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Michael Wacha,STL,6,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Kyle Lohse,MIL,5,2,0,0,0,0,1,0,0,0,0.4,0.5,0.4,0.9
Carlos Martinez,STL,5,2,0,0,1,1,0,0,0,0,0.4,0.4,1.0,1.4
C.J. Wilson,ANA,5,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8
Mark Buehrle,TOR,5,1,0,0,0,0,1,1,0,0,0.2,0.333,0.2,0.533
Roenis Elias,SEA,5,1,0,0,0,0,0,2,1,0,0.2,0.2,0.2,0.4
Yohan Flande,COL,5,1,1,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6
Miguel Gonzalez,BAL,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
Scott Kazmir,HOU,5,1,0,0,0,0,1,1,0,0,0.2,0.333,0.2,0.533
Jordan Lyles,COL,5,0,0,0,0,0,1,0,0,0,0.0,0.167,0.0,0.167
Jake Peavy,SF,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Taijuan Walker,SEA,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Julio Teheran,ATL,4,3,0,0,0,1,0,1,0,0,0.75,0.75,0.75,1.5
Erik Bedard, ,4,2,0,0,0,1,0,0,0,0,0.5,0.4,0.5,0.9
Heath Bell, ,4,2,0,0,0,0,1,0,0,0,0.5,0.6,0.5,1.1
