Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Reyes,DUN,SS,.417,3,12,3,5,0,0,0,1,0,2,1,0,0,0,0,.417,.417,0.833
J Nix,TAM,SS,.100,3,10,1,1,1,0,0,1,1,1,0,0,0,0,0,.182,.200,0.382
M Tolbert,CLR,SS,.404,13,47,5,19,1,0,0,5,5,4,3,1,1,0,1,.462,.426,0.887
E Nunez,TAM,SS,.333,3,3,2,1,0,0,0,0,2,0,2,0,0,0,0,.600,.333,0.933
C Angelini,TAM,SS,.312,32,125,14,39,4,1,5,22,5,20,6,2,0,1,3,.341,.480,0.821
B Hicks,STL,SS,.250,2,8,1,2,1,0,0,2,0,2,0,0,0,0,0,.250,.375,0.625
J Roof,CLR,SS,.246,68,248,36,61,11,3,4,29,24,34,4,4,1,2,9,.310,.363,0.673
E Soto,DAY,SS,.244,39,135,14,33,8,0,0,18,17,24,2,1,2,5,3,.331,.304,0.635
D Worth,LAK,SS,.176,4,17,2,3,1,0,0,3,0,3,0,0,0,0,1,.176,.235,0.412
A Castillo,TAM,SS,.234,73,244,24,57,4,1,3,24,21,44,7,6,4,2,4,.297,.295,0.592
B Loy,LAK,SS,.202,70,228,22,46,9,0,0,14,35,54,10,2,2,1,4,.312,.241,0.553
A Nola,JUP,SS,.232,124,413,39,96,22,3,1,40,54,92,6,3,12,2,6,.331,.308,0.639
G Ngoepe,BRD,SS,.292,28,96,17,28,7,3,0,6,21,35,7,1,5,0,0,.424,.427,0.851
B Zapenas,DAY,SS,.167,9,24,3,4,0,0,0,2,3,5,1,2,0,0,0,.259,.167,0.426
C Valera,PMB,SS,.174,8,23,2,4,1,0,0,1,1,11,2,0,0,0,1,.240,.217,0.457
D Machado,LAK,SS,.215,37,149,19,32,5,2,1,12,10,19,1,0,4,0,6,.264,.295,0.559
E Suarez,LAK,SS,.311,25,103,17,32,6,2,1,12,14,25,2,3,0,1,3,.410,.437,0.847
Y Perez,JUP,SS,.111,4,9,1,1,0,0,0,1,0,2,0,0,0,0,0,.111,.111,0.222
R Gil,PMB,SS,.230,90,261,29,60,13,3,1,22,25,57,11,4,4,0,6,.300,.314,0.614
P Mooney,DUN,SS,.244,80,262,35,64,8,3,2,22,47,38,6,2,1,2,6,.365,.321,0.686
J Mojica,CLR,SS,.233,87,275,34,64,10,1,0,25,17,49,1,1,2,1,6,.286,.276,0.563
A Hechavarria,JUP,SS,.429,2,7,0,3,1,0,0,1,2,1,1,0,0,0,0,.556,.571,1.127
C Culver,TAM,SS,.355,16,62,13,22,5,0,1,5,4,14,0,1,0,0,0,.394,.484,0.878
J Flores,DUN,SS,.193,19,57,7,11,5,1,0,4,6,6,1,2,0,0,2,.292,.316,0.608
A Pettersen,FTM,SS,.248,37,129,20,32,4,0,1,10,9,10,4,1,4,3,1,.329,.302,0.631
Y Rivera,BRV,SS,.241,129,478,51,115,16,2,5,37,32,80,13,8,4,1,8,.300,.314,0.614
A Hanson,BRD,SS,.281,92,367,51,103,23,8,7,48,33,70,24,14,2,5,2,.339,.444,0.783
S Opitz,DUN,SS,.309,60,188,27,58,11,0,2,20,17,25,10,5,2,2,3,.362,.399,0.761
J Baez,DAY,SS,.274,76,299,59,82,19,4,17,57,21,78,12,2,0,6,8,.338,.535,0.873
R Cordova,JUP,SS,.200,3,10,0,2,0,0,0,0,0,2,0,0,0,0,0,.200,.200,0.4
J Morelos,CLR,SS,--,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
A Bryant,FTM,SS,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
L Michael,FTM,SS,.229,94,315,40,72,15,4,4,28,49,67,21,2,3,6,7,.331,.340,0.67
E Guerrero,DUN,SS,.143,2,7,1,1,1,0,0,0,0,2,0,0,0,0,0,.143,.286,0.429
J Hager,CHA,SS,.258,113,449,56,116,15,3,0,33,38,81,12,8,4,4,10,.318,.305,0.623
M Reynolds,STL,SS,.226,117,433,59,98,21,6,5,49,36,80,9,2,1,5,15,.302,.337,0.639
J Leblebijian,DUN,SS,.278,7,18,2,5,1,0,1,4,2,4,0,0,0,0,2,.350,.500,0.85
B Kline,CHA,SS,.192,19,52,6,10,1,0,0,3,3,12,0,0,0,0,1,.250,.212,0.462
A Mejia,PMB,SS,.207,81,295,26,61,14,0,0,24,13,39,6,3,10,4,12,.247,.254,0.501
J Reaves,LAK,SS,.276,9,29,6,8,0,0,0,0,2,2,0,0,0,0,1,.364,.276,0.639
D Fiorito,TAM,SS,.272,73,250,32,68,10,1,1,18,28,52,6,2,1,1,4,.356,.332,0.688
