Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
J.C. Linares,PawPor,9,2,5,2,0,1,4,0,0,1,0,0.556,0.6,1.111,1.711
Keury De La Cruz,Gre,11,2,5,0,0,2,4,0,0,0,2,0.455,0.455,1.0,1.455
Che-Hsuan Lin,Paw,11,2,5,1,2,0,3,1,1,0,0,0.455,0.5,0.909,1.409
Xander Bogaerts,PorSal,15,1,5,1,0,0,2,0,2,2,3,0.333,0.412,0.4,0.812
Garin Cecchini,Gre,6,1,4,0,0,0,1,2,0,1,1,0.667,0.75,0.667,1.417
Peter Hissey,Por,11,2,4,0,0,1,5,0,0,2,1,0.364,0.462,0.636,1.098
Ryan Lavarnway,Paw,9,1,4,1,0,0,1,0,0,1,2,0.444,0.5,0.556,1.056
Christian Vazquez,PorSal,10,1,4,0,0,0,1,0,2,2,1,0.4,0.5,0.4,0.9
Alixon Suarez,DSL,5,2,3,1,0,0,1,0,0,0,1,0.6,0.714,0.8,1.514
Deven Marrero,Low,7,2,3,0,0,1,1,0,0,1,0,0.429,0.5,0.857,1.357
Heiker Meneses,PorSal,7,2,3,0,1,0,0,1,0,0,2,0.429,0.429,0.714,1.143
Jason Repko,Paw,6,2,3,0,0,0,0,0,0,2,2,0.5,0.625,0.5,1.125
Jeremy Hazelbaker,PawPor,7,3,3,0,0,0,0,3,0,3,1,0.429,0.636,0.429,1.065
Boss Moanaroa,Gre,7,0,3,0,0,0,0,0,0,2,2,0.429,0.556,0.429,0.984
Jackie Bradley,PorSal,7,0,3,0,0,0,1,1,1,2,1,0.429,0.556,0.429,0.984
Jose Garcia,Gre,8,2,3,1,0,0,0,1,0,0,1,0.375,0.375,0.5,0.875
Bryce Brentz,PawPor,9,3,3,1,0,0,3,0,0,2,2,0.333,0.417,0.444,0.861
Lucas LeBlanc,SalGre,7,0,3,0,0,0,0,0,0,0,2,0.429,0.429,0.429,0.857
Shannon Wilkerson,PorSal,10,1,3,1,0,0,0,0,0,0,3,0.3,0.3,0.4,0.7
Nick Moore,GCL,2,2,2,0,0,1,1,0,0,0,0,1.0,1.0,2.5,3.5
Raymel Flores,DSL,2,0,2,0,0,0,2,0,1,1,0,1.0,1.0,1.0,2.0
Drew Turocy,Gre,3,0,2,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.333
Nathan Minnich,LowGCL,3,0,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Marquez Smith,Por,7,2,2,1,0,1,2,0,0,2,1,0.286,0.444,0.857,1.302
Josh Kroeger,Paw,4,1,2,0,0,0,1,0,1,0,0,0.5,0.5,0.5,1.0
