Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
B King,PHL,3B,0.2,5,10,1,2,0,0,0,0,3,3,1,0,0,0,2,0.429,0.2,0.629
O Casamayor,ORI,3B,0.281,40,128,12,36,8,1,0,16,9,17,2,4,3,0,4,0.343,0.359,0.702
J Sanchez,TWI,3B,0.314,42,137,25,43,13,1,2,17,11,22,3,1,4,0,3,0.382,0.467,0.849
F Pedron,PIR,3B,0.254,17,59,13,15,3,0,0,6,12,15,2,4,4,0,1,0.397,0.305,0.702
Y Rodriguez,PHL,3B,0.302,43,129,27,39,8,0,0,13,27,24,6,0,0,2,2,0.421,0.364,0.786
R Gomez,YAN,3B,0.36,11,25,6,9,3,1,0,6,2,4,0,0,0,1,0,0.393,0.56,0.953
B Mathews,DGR,3B,0.2,9,25,4,5,1,0,0,3,5,5,3,0,0,0,0,0.355,0.24,0.595
J Garcia,DGR,3B,0.242,38,124,16,30,3,1,0,13,12,15,7,0,2,1,2,0.312,0.282,0.594
J Santana,ORI,3B,0.238,31,84,6,20,2,0,0,6,8,22,2,0,2,2,1,0.305,0.262,0.567
Y Tejeda,NAT,3B,0.18,18,50,8,9,2,0,0,9,4,12,0,0,1,2,1,0.246,0.22,0.466
K Teran,CAR,3B,0.232,26,56,9,13,0,0,0,3,12,7,0,0,1,0,2,0.377,0.232,0.609
E Landoni,YAN,3B,0.31,36,100,15,31,2,2,1,8,9,18,2,1,1,0,0,0.378,0.4,0.778
A Hidalgo,TWI,3B,0.364,26,88,15,32,6,0,1,17,15,13,1,1,1,2,3,0.453,0.466,0.919
V Ramos,MTS,3B,0.214,6,14,3,3,0,0,0,3,1,5,1,0,0,0,1,0.267,0.214,0.481
A Abreu,IND,3B,0.251,51,199,32,50,16,4,11,37,9,52,4,1,0,1,3,0.289,0.538,0.827
B Fuenmayor,BLU,3B,0.307,50,179,25,55,14,2,3,26,11,48,0,3,0,2,7,0.36,0.458,0.819
L Castillo,PHL,3B,0.212,45,170,23,36,8,1,3,19,7,36,7,0,2,0,4,0.243,0.324,0.566
J Paredes,YAN,3B,0.28,47,161,23,45,9,2,1,15,8,20,6,0,1,1,4,0.328,0.379,0.706
M Gioioso,ORI,3B,0.2,27,60,10,12,1,0,1,7,13,12,1,0,1,1,1,0.372,0.267,0.638
M Pasek,MRL,3B,0.202,37,119,19,24,4,1,0,15,7,24,2,1,0,2,0,0.281,0.252,0.534
B Pullen,RDS,3B,0.192,23,73,5,14,4,0,0,7,12,23,1,0,0,0,1,0.306,0.247,0.552
E Manzanillo,MRL,3B,0.347,40,118,21,41,6,6,2,21,25,29,11,6,0,2,2,0.455,0.551,1.006
A Acevedo,PIR,3B,0.216,45,153,18,33,3,2,0,11,10,42,9,2,2,2,3,0.287,0.261,0.548
M Almanzar,RSX,3B,0.348,23,89,16,31,6,1,1,11,8,15,3,3,0,0,1,0.414,0.472,0.886
J Marte,MTS,3B,0.325,44,154,29,50,14,3,4,24,13,30,2,0,1,2,3,0.398,0.532,0.93
B Anderson,TIG,3B,0.178,39,118,7,21,3,0,0,6,3,32,0,2,0,0,5,0.205,0.203,0.408
J Cunningham,PIR,3B,0.318,43,148,20,47,11,1,5,22,14,26,2,1,0,6,4,0.385,0.507,0.892
D Gibson,RSX,3B,0.309,27,94,15,29,6,1,0,9,14,18,14,0,1,1,0,0.411,0.394,0.804
G Green,DGR,3B,0.253,37,95,14,24,4,2,1,13,17,18,2,2,1,4,4,0.38,0.368,0.749
J Hanson,BRA,3B,0.246,54,171,36,42,6,0,3,17,26,51,6,1,0,0,3,0.371,0.333,0.704
A Hewitt,PHL,3B,0.197,33,117,14,23,7,1,1,9,7,55,2,0,0,2,0,0.256,0.299,0.555
C Hinojosa,MTS,3B,0.226,19,53,6,12,3,0,1,6,1,10,0,0,0,0,1,0.241,0.34,0.58
R Labrie,NAT,3B,0.324,42,139,34,45,10,2,1,26,23,27,9,4,2,3,6,0.423,0.446,0.869
S Lucian,YAN,3B,0.25,28,72,7,18,5,0,1,8,10,19,0,0,1,0,1,0.341,0.361,0.703
F Pfister,RDS,3B,0.236,38,140,20,33,8,0,0,14,7,16,0,1,0,3,6,0.281,0.293,0.574
S Sullivan,DGR,3B,0.065,18,46,4,3,1,0,1,3,4,16,1,0,0,0,0,0.204,0.152,0.356
C Thomas,ORI,3B,0.286,2,7,0,2,0,0,0,1,1,4,0,0,0,0,0,0.375,0.286,0.661
R Ramos,RSX,3B,0.261,18,46,3,12,4,0,0,5,3,10,2,1,3,0,0,0.306,0.348,0.654
