Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
B Bixler,SA,SS,0.207,87,295,30,61,6,1,2,22,28,74,7,6,2,0,4,0.291,0.254,0.545
G Rodriguez,FRI,SS,0.269,81,305,36,82,7,1,0,20,37,45,10,7,6,1,6,0.347,0.298,0.645
G Miclat,SPR,2B,0.177,50,147,13,26,3,0,0,10,21,35,10,3,3,0,2,0.284,0.197,0.481
H Nakajima,MID,2B,0.266,73,256,30,68,8,0,6,31,26,56,3,3,1,3,8,0.337,0.367,0.704
B Bocock,NWA,SS,0.16,7,25,5,4,2,0,0,2,5,4,1,0,2,0,0,0.323,0.24,0.563
B Hunt,SA,SS,0.214,41,140,10,30,3,1,1,8,6,19,2,3,1,0,0,0.257,0.271,0.528
S O'Malley,ARK,SS,0.188,11,32,3,6,0,1,0,5,6,8,1,0,1,1,0,0.308,0.25,0.558
A Franco,NWA,2B,0.234,94,338,36,79,9,2,2,26,27,50,8,5,14,3,7,0.29,0.29,0.58
C Colon,NWA,SS,0.25,2,8,1,2,1,0,0,0,1,2,1,0,0,0,0,0.333,0.375,0.708
B Guinn,SA,2B,0.174,9,23,1,4,0,0,1,3,2,8,0,0,1,0,2,0.24,0.304,0.544
A Lamas,MID,SS,0.167,2,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0.167,0.167,0.333
C Perdomo,CC,SS,0.246,60,195,26,48,4,0,2,17,22,29,3,3,5,0,7,0.329,0.297,0.626
D Goris,SA,SS,0.247,37,146,18,36,5,0,4,10,2,25,1,2,1,1,4,0.26,0.363,0.623
C Adames,TUL,SS,0.267,88,330,42,88,9,4,2,38,29,58,7,9,13,6,9,0.324,0.336,0.661
E Garcia,FRI,2B,0.206,30,102,14,21,4,0,0,6,8,21,1,0,0,2,1,0.259,0.245,0.504
D Coleman,MID,SS,0.223,135,489,79,109,27,2,18,81,47,202,16,5,4,5,10,0.3,0.397,0.697
L Mateo,SPR,SS,0.278,21,79,6,22,3,0,0,7,3,17,2,3,3,0,1,0.313,0.316,0.63
N Fontana,CC,2B,0.262,66,229,33,60,21,1,1,26,61,76,5,8,11,2,0,0.418,0.376,0.794
J Mier,CC,SS,0.216,79,255,33,55,13,0,3,27,23,59,5,1,8,5,9,0.281,0.302,0.583
O Herrera,FRI,2B,0.321,96,368,47,118,16,4,2,48,29,70,12,7,6,2,4,0.373,0.402,0.775
E Hernandez,CC,2B,0.325,10,40,9,13,3,0,1,5,3,3,0,0,0,0,0,0.372,0.475,0.847
J Rivera,TUL,2B,0.25,37,96,11,24,7,2,0,11,5,21,0,1,0,1,1,0.305,0.365,0.669
C Crumbliss,MID,2B,0.251,118,439,65,110,25,4,10,49,69,66,13,2,2,5,5,0.358,0.394,0.752
J Trapp,NWA,2B,0.239,113,364,47,87,9,1,4,26,32,81,12,6,7,1,6,0.305,0.302,0.607
B Valera,SPR,2B,0.286,59,227,31,65,8,2,0,20,15,22,4,5,4,1,4,0.329,0.339,0.668
O Calixte,NWA,SS,0.241,96,374,43,90,15,1,11,37,27,92,9,5,6,5,7,0.288,0.374,0.663
H Alberto,FRI,SS,0.275,50,178,23,49,6,1,2,15,6,17,6,4,2,0,2,0.314,0.354,0.668
G Garcia,SPR,2B,0.333,4,15,2,5,2,0,0,1,1,4,1,0,0,1,0,0.353,0.467,0.82
J Lemmerman,SA,SS,0.181,33,116,13,21,4,0,4,14,14,33,2,1,0,0,5,0.275,0.319,0.594
C Walsh,MID,2B,0.287,25,101,13,29,5,0,1,10,11,26,1,1,0,3,1,0.353,0.366,0.72
