Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Manuel Margot,DSL,86,16,27,1,4,0,11,6,2,15,13,0.314,0.404,0.419,0.822
Roberto Duncan,DSL,63,11,14,2,1,3,12,0,1,17,16,0.222,0.402,0.429,0.831
Ricardo Andujar,DSL,52,7,14,2,1,0,2,3,1,11,17,0.269,0.441,0.346,0.787
Robert Del Rosario,DSL,77,10,20,5,1,0,13,7,3,12,10,0.26,0.36,0.351,0.71
Raymel Flores,DSL,44,8,9,1,1,0,5,0,1,7,16,0.205,0.34,0.273,0.612
Andres Garcia,DSL,84,14,16,4,1,0,4,3,3,17,13,0.19,0.337,0.262,0.598
Luis Valenzuela,DSL,8,0,1,0,1,0,3,0,0,0,2,0.125,0.125,0.375,0.5
Anthony Amaya,DSL,61,9,18,5,0,0,3,1,5,8,11,0.295,0.456,0.377,0.833
Alixon Suarez,DSL,82,13,19,5,0,3,11,0,0,8,13,0.232,0.304,0.402,0.707
Junior Estrella,DSL,14,2,3,1,0,0,1,1,2,5,3,0.214,0.421,0.286,0.707
Aneudis Peralta,DSL,68,11,14,7,0,0,5,0,0,10,14,0.206,0.308,0.309,0.617
Pablo Urena,DSL,35,2,8,0,0,0,1,0,0,5,13,0.229,0.357,0.229,0.586
Osvaldo Almengo,DSL,26,4,4,1,0,1,7,0,0,3,7,0.154,0.226,0.308,0.533
Gregori Titts,DSL,23,3,4,0,0,0,2,1,1,3,6,0.174,0.269,0.174,0.443
Kevin Segovia,DSL,17,3,2,1,0,0,2,0,0,1,6,0.118,0.211,0.176,0.387
Diory Paulino,DSL,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
