Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Murray,WIL,1B,0.244,22,86,10,21,5,0,1,10,5,18,0,0,0,0,4,0.293,0.337,0.631
M Trinidad,SC,1B,0.133,4,15,0,2,2,0,0,0,0,4,0,0,0,0,0,0.133,0.267,0.4
D Medina,BAT,1B,0.29,69,248,43,72,14,1,8,31,36,77,2,2,0,2,4,0.382,0.452,0.834
L Stewart,BRK,1B,0.176,17,51,5,9,3,1,1,5,11,20,0,0,0,0,0,0.323,0.333,0.656
R Moldenhauer,AUB,1B,0.289,51,190,20,55,16,0,5,30,21,31,1,1,0,4,9,0.371,0.453,0.824
T Biagini,HV,3B,0.215,35,121,12,26,8,0,0,5,4,29,1,1,0,1,7,0.244,0.281,0.525
B Harrison,BRK,3B,0.237,62,219,31,52,7,0,3,30,23,45,2,0,0,2,6,0.332,0.311,0.643
J King,CT,3B,0.251,53,195,27,49,6,4,6,31,20,39,6,3,1,3,3,0.341,0.415,0.756
R Lucas,BRK,3B,0.3,69,250,46,75,19,3,6,41,31,66,2,2,0,4,11,0.385,0.472,0.857
W Middlebrooks,LOW,3B,0.333,4,12,4,4,1,0,3,6,2,1,1,0,0,1,0,0.4,1.167,1.567
R Ruiz,BAT,1B,0.265,62,230,35,61,20,0,7,38,23,41,7,3,0,4,4,0.332,0.443,0.776
A Castillo,SI,3B,0.224,49,152,24,34,8,1,0,11,9,21,3,2,3,2,5,0.264,0.289,0.553
R Nunez,SI,1B,0.272,69,257,25,70,20,0,3,32,20,80,0,0,0,3,12,0.326,0.385,0.711
G Mendez,WIL,3B,0.2,14,45,6,9,1,2,0,5,3,10,1,0,0,1,1,0.245,0.311,0.556
R Peralta,JAM,3B,0.217,23,92,7,20,1,0,1,9,2,19,1,1,0,1,4,0.24,0.261,0.5
H Rodriguez,TRI,3B,0.176,17,51,7,9,0,1,0,3,3,16,2,1,1,0,0,0.222,0.216,0.438
C Davidson,TRI,1B,0.0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0
H Martinez,WIL,3B,0.256,67,234,38,60,13,1,2,31,37,61,3,1,0,4,3,0.357,0.346,0.704
T Shaw,LOW,3B,0.262,57,202,33,53,13,0,8,36,34,47,3,0,0,2,4,0.371,0.446,0.816
B Vollmuth,VER,3B,0.5,4,14,8,7,4,1,0,6,2,3,0,1,0,0,0,0.588,0.929,1.517
