Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09COL08,0.0,0.0,20.0,1989.0,L,1.0,OpeF2,11/16/2009,COL001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09COL08,0.0,4580.0,0.0,1989.0,L,1.0,OpeF2,11/16/2009,COL001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09COL08,37.5,0.0,0.0,1989.0,L,1.0,OpeF2,11/16/2009,COL001
DELGADO Angela,COL,F,09COL08,37.5,4580.0,20.0,1989.0,L,1.0,OpeF2,11/16/2009,COL001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09COL08,0.0,0.0,21.8,1989.0,L,2.0,OpeF2,11/16/2009,COL001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09COL08,0.0,5090.0,0.0,1989.0,L,2.0,OpeF2,11/16/2009,COL001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09COL08,37.5,0.0,0.0,1989.0,L,2.0,OpeF2,11/16/2009,COL001
DELGADO Angela,COL,F,09COL08,37.5,5090.0,21.8,1989.0,L,2.0,OpeF2,11/16/2009,COL001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL001,0.0,0.0,22.9,1989.0,R,1.0,OpeF,03/30/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL001,0.0,5600.0,0.0,1989.0,R,1.0,OpeF,03/30/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL001,45.5,0.0,0.0,1989.0,R,1.0,OpeF,03/30/2010,COL002
DELGADO Angela,COL,F,10COL001,45.5,5600.0,22.9,1989.0,R,1.0,OpeF,03/30/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL001,0.0,0.0,23.9,1989.0,R,2.0,OpeF,03/30/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL001,0.0,5100.0,0.0,1989.0,R,2.0,OpeF,03/30/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL001,49.0,0.0,0.0,1989.0,R,2.0,OpeF,03/30/2010,COL002
DELGADO Angela,COL,F,10COL001,49.0,5100.0,23.9,1989.0,R,2.0,OpeF,03/30/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,0.0,21.7,1989.0,R,1.0,OpeF,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,0.0,22.2,1989.0,R,1.0,-21F,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,3100.0,0.0,1989.0,R,1.0,OpeF,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,4570.0,0.0,1989.0,R,1.0,-21F,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,49.0,0.0,0.0,1989.0,R,1.0,OpeF,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,50.0,0.0,0.0,1989.0,R,1.0,-21F,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,0.0,20.2,1989.0,R,2.0,-21F,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,0.0,21.0,1989.0,R,2.0,OpeF,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,2360.0,0.0,1989.0,R,2.0,OpeF,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,0.0,4370.0,0.0,1989.0,R,2.0,-21F,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,45.5,0.0,0.0,1989.0,R,2.0,-21F,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10COL002,49.0,0.0,0.0,1989.0,R,2.0,OpeF,04/04/2010,COL002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09MEX099,0.0,0.0,22.7,1989.0,R,1.0,-21F,11/01/2009,MEX002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09MEX099,0.0,5570.0,0.0,1989.0,R,1.0,-21F,11/01/2009,MEX002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09MEX099,46.0,0.0,0.0,1989.0,R,1.0,-21F,11/01/2009,MEX002
DELGADO Angela,COL,F,09MEX099,46.0,5570.0,22.7,1989.0,R,1.0,-21F,11/01/2009,MEX002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09MEX099,0.0,4240.0,0.0,1989.0,R,2.0,-21F,11/01/2009,MEX002
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09URU01,0.0,3870.0,0.0,1989.0,R,1.0,OpeF,12/06/2009,URU0001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,09URU01,0.0,4570.0,0.0,1989.0,R,2.0,OpeF,12/06/2009,URU0001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10S163R,0.0,3490.0,0.0,1989.0,L,1.0,W1,07/25/2010,USAS0001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10S163R,44.5,0.0,0.0,1989.0,L,1.0,W1,07/25/2010,USAS0001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10S163R,0.0,5100.0,0.0,1989.0,L,2.0,W1,07/25/2010,USAS0001
 , , , , , , , , , , , , 
DELGADO Angela,COL,F,10S163R,51.0,0.0,0.0,1989.0,L,2.0,W1,07/25/2010,USAS0001
