Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Ugas,DSL RSX,1B,0.203,48,148,20,30,5,0,0,9,27,37,4,0,3,1,1,0.343,0.236,0.579
S Vasquez,DSL BLJ,1B,0.326,56,178,32,58,13,3,1,32,17,23,7,3,7,4,4,0.389,0.449,0.839
J Altuve,DSL NAT,1B,0.143,18,56,4,8,1,0,0,2,5,6,1,1,2,0,3,0.213,0.161,0.374
J Valdez,DSL RGR,1B,0.208,40,144,8,30,5,0,0,13,13,25,3,2,0,0,4,0.296,0.243,0.539
A Ferreiras,DSL WSX,1B,0.333,11,45,10,15,2,0,1,11,5,12,0,2,1,0,0,0.434,0.444,0.878
J Urdaneta,DSL NAT,1B,0.17,47,165,14,28,3,0,1,19,21,51,1,0,0,2,0,0.272,0.206,0.478
D Guanipa,DSL OBR,1B,0.091,28,55,4,5,1,0,0,3,11,19,0,0,0,0,1,0.265,0.109,0.374
R Leiva,DSL TIG,1B,0.228,47,145,21,33,5,0,0,11,18,20,2,0,4,2,5,0.317,0.262,0.579
J Aguasvivas,DSL TIG,1B,0.257,67,257,36,66,9,0,12,57,22,64,1,2,0,2,2,0.325,0.432,0.757
J Castillo,DSL CAR,1B,0.277,33,112,17,31,8,0,2,20,13,14,3,1,0,0,5,0.367,0.402,0.769
E Wilson,DSL OBR,1B,0.189,63,180,22,34,2,1,1,15,25,49,9,4,6,0,3,0.321,0.228,0.549
M Martinez,DSL CAR,1B,0.0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0
E Ramirez,DSL ORI,1B,0.143,2,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0.143,0.143,0.286
J De Leon,DSL MET,1B,0.294,44,163,22,48,10,0,4,25,12,37,3,4,0,0,2,0.368,0.429,0.798
E Bens,DSL DOD,1B,0.266,41,109,13,29,6,0,1,14,10,12,1,1,0,0,4,0.35,0.349,0.698
P Chourio,DSL RSX,1B,0.258,61,236,28,61,12,1,5,38,27,51,4,4,0,1,1,0.362,0.381,0.744
R Duran,DSL GSI,1B,0.278,63,234,32,65,11,1,11,50,22,43,2,2,0,2,9,0.352,0.474,0.827
M Nuno,DSL PAD,1B,0.195,63,205,39,40,14,0,6,43,48,78,4,1,0,5,4,0.366,0.351,0.717
A Lugo,DSL WSX,1B,0.248,51,161,28,40,7,1,9,29,18,27,2,2,1,1,6,0.341,0.472,0.813
A Hernandez,DSL CUB,1B,0.295,45,166,34,49,7,1,5,26,24,26,5,1,1,0,3,0.397,0.44,0.837
