Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Del Campo,MAZ,3B,.179,34,78,13,14,4,0,2,8,3,12,0,0,1,0,0,.210,.308,0.518
J Felix,GSV,C,.330,31,94,11,31,9,0,0,17,2,11,1,0,2,1,2,.354,.426,0.779
O Morejon,MAZ,2B,.292,64,257,30,75,11,0,5,24,16,30,5,4,10,2,8,.343,.393,0.736
J Miranda,OBR,DH,.100,3,10,1,1,1,0,0,1,4,2,0,0,0,0,0,.357,.200,0.557
A Amezcua,CUL,C,.226,24,62,12,14,2,0,3,10,12,13,0,1,6,2,2,.351,.403,0.754
R Saucedo,MXC,DH,.137,25,73,9,10,2,0,2,9,5,18,0,0,0,1,2,.190,.247,0.436
J Aguilar,HER,CF,.308,51,182,35,56,11,1,4,28,19,41,5,3,4,3,2,.392,.445,0.837
I Salas,MAZ,1B,.294,60,204,37,60,10,0,10,39,23,34,1,2,3,2,2,.371,.490,0.861
C Rodriguez,HER,C,.148,30,54,5,8,1,0,2,4,7,24,0,0,0,0,0,.270,.278,0.548
J Johnson,MOC,CF,.268,20,71,9,19,3,0,0,3,11,14,1,3,3,0,0,.373,.310,0.683
L Cruz,CUL,3B,.173,19,75,5,13,3,0,0,3,1,13,0,1,0,0,2,.184,.213,0.398
S Perez,MOC,CF,.349,39,106,16,37,5,3,0,10,5,23,0,0,2,1,0,.391,.453,0.844
J Figueroa,OBR,RF,.257,40,70,14,18,2,0,1,5,5,16,0,2,3,0,0,.307,.329,0.635
J Flores,HER,SS,.000,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
M Abreu,MXC,1B,.294,17,68,16,20,3,0,5,22,12,13,0,0,0,0,2,.400,.559,0.959
D Clark,OBR,LF,.281,65,242,45,68,12,0,12,27,28,49,20,2,4,1,10,.368,.479,0.848
A Amezaga,OBR,SS,.344,55,227,40,78,12,2,5,26,15,39,5,5,2,2,5,.384,.480,0.864
C Zazueta,NAV,3B,.117,26,60,4,7,1,0,1,4,0,14,0,1,1,0,4,.131,.183,0.314
