Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Concepcion,KNG,LF,0.182,8,22,3,4,1,0,2,5,0,9,0,0,0,0,2,0.217,0.5,0.717
F Marte,DAN,RF,0.262,50,187,30,49,5,2,8,27,20,64,3,2,0,1,4,0.338,0.439,0.777
E Sanchez,DAN,LF,0.256,47,176,27,45,12,4,5,23,12,43,0,2,0,2,1,0.314,0.455,0.769
W Argo,PRN,OF,0.301,64,209,41,63,15,1,2,24,31,49,17,6,2,3,2,0.404,0.411,0.815
C Farris,BRS,OF,0.158,40,139,8,22,5,0,1,12,8,44,0,2,0,0,1,0.204,0.216,0.42
I Antunez,PRN,LF,0.254,31,71,12,18,4,0,0,5,7,22,8,3,0,0,1,0.354,0.31,0.664
J Monzon,GRN,LF,0.214,45,117,16,25,2,0,2,11,14,36,4,0,1,1,3,0.301,0.282,0.583
J Ramirez,BRS,RF,0.209,44,139,15,29,6,3,1,12,3,49,1,1,2,1,6,0.25,0.317,0.567
R Jimenez,ELZ,LF,0.347,35,118,31,41,12,1,8,35,19,25,0,1,0,1,4,0.439,0.669,1.108
C Ramirez,BLU,OF,0.273,10,33,4,9,2,0,1,6,2,6,0,1,0,0,0,0.333,0.424,0.758
B Brown,DAN,CF,0.201,53,179,27,36,6,1,4,20,25,72,10,4,2,0,4,0.313,0.313,0.625
T Bryant,JC,OF,0.267,5,15,1,4,0,0,0,4,0,2,2,1,0,0,0,0.267,0.267,0.533
J Henry,PUL,OF,0.271,58,207,35,56,15,3,8,42,27,46,5,2,1,4,4,0.357,0.488,0.845
E Arce,BLU,LF,0.236,47,127,26,30,5,1,8,27,27,55,0,0,0,1,0,0.384,0.48,0.864
K Fleming,DAN,OF,0.247,26,81,13,20,6,0,0,9,6,23,0,3,0,2,2,0.3,0.321,0.621
K Mention,ELZ,LF,0.182,19,66,11,12,2,0,1,7,5,16,1,0,1,0,1,0.27,0.258,0.528
D Pompey,BLU,OF,0.357,4,14,2,5,1,1,0,1,0,2,1,0,0,0,0,0.357,0.571,0.929
A Toles,PRN,CF,0.281,51,199,31,56,13,3,7,33,12,36,14,5,0,1,5,0.327,0.482,0.81
R Castillo,JC,LF,0.295,55,200,28,59,11,2,0,26,11,30,2,5,0,2,2,0.332,0.37,0.702
C Conner,BUR,OF,0.2,7,10,4,2,1,0,0,2,1,5,1,1,0,0,0,0.333,0.3,0.633
D Toney,GRN,CF,0.252,59,230,43,58,8,0,3,18,25,60,15,5,5,0,5,0.351,0.326,0.677
J Anderson,BLU,RF,0.194,57,191,25,37,10,1,3,13,11,72,3,3,1,2,3,0.271,0.304,0.575
D Smith,BLU,OF,0.226,41,159,20,36,6,0,4,21,11,22,1,1,0,0,2,0.289,0.34,0.629
M Kepler,ELZ,CF,0.297,59,232,40,69,16,5,10,49,27,33,7,0,0,2,5,0.387,0.539,0.925
M Bernal,KNG,OF,0.294,5,17,6,5,2,0,1,6,5,9,0,1,0,0,0,0.455,0.588,1.043
A Ovando,GRN,RF,0.287,59,223,34,64,13,2,6,35,22,67,0,0,0,1,5,0.35,0.444,0.794
P Castillo,PUL,LF,0.209,56,201,23,42,10,0,6,23,13,60,0,1,1,1,6,0.286,0.348,0.634
E Peguero,KNG,CF,0.273,37,132,13,36,1,0,2,13,7,30,5,3,1,2,0,0.305,0.326,0.631
G Goetzman,PRN,LF,0.298,12,47,10,14,5,0,1,8,4,7,7,1,0,1,0,0.346,0.468,0.814
T Gore,BUR,LF,0.256,61,227,50,58,4,2,0,13,36,52,36,2,4,0,2,0.379,0.291,0.669
J Harris,PRN,LF,0.182,58,170,20,31,6,4,1,16,22,38,6,8,2,0,2,0.284,0.282,0.566
L Jeffries,JC,RF,0.22,45,132,23,29,2,4,0,7,24,62,11,3,0,1,0,0.37,0.295,0.665
B Marquez,KNG,OF,0.267,9,30,4,8,1,1,0,2,2,6,1,2,0,0,1,0.313,0.367,0.679
C McElroy,JC,CF,0.271,61,247,40,67,11,2,0,22,15,42,24,5,4,1,1,0.314,0.332,0.646
L Robbins,DAN,CF,0.207,33,87,12,18,3,0,1,11,13,26,7,3,2,2,1,0.317,0.276,0.593
B Starling,BUR,CF,0.275,53,200,35,55,8,2,10,33,28,70,10,1,0,1,2,0.371,0.485,0.856
N Taylor,BLU,LF,0.268,49,164,21,44,9,1,1,14,13,49,5,3,1,1,1,0.324,0.354,0.678
J Zamarripa,PUL,OF,0.221,20,68,8,15,7,1,0,5,7,21,2,2,1,0,0,0.293,0.353,0.646
M De La Cruz,KNG,OF,0.274,63,223,24,61,12,5,1,30,14,48,9,5,1,6,2,0.317,0.386,0.703
J Tuschak,KNG,OF,0.192,46,130,15,25,6,1,1,10,21,49,2,1,1,2,4,0.305,0.277,0.582
D Deol,JC,RF,0.176,39,119,12,21,7,2,1,8,11,36,0,0,0,0,1,0.258,0.294,0.552
D Jones,BLU,OF,0.192,18,52,6,10,2,0,0,6,1,17,7,0,2,0,0,0.222,0.231,0.453
M Wik,GRN,OF,0.235,40,119,22,28,3,0,1,11,21,46,3,6,2,0,0,0.359,0.286,0.645
D Hayes,BRS,OF,0.0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0.333,0.0,0.333
A Douglas,BRS,OF,0.237,13,38,6,9,4,1,1,4,6,13,3,1,0,1,0,0.362,0.474,0.835
R Lawson,PUL,RF,0.264,55,193,22,51,4,2,6,14,23,63,3,0,0,1,3,0.347,0.399,0.746
C Elder,BUR,OF,0.263,26,80,13,21,5,2,1,7,15,10,1,0,0,0,2,0.392,0.413,0.804
A Walker,ELZ,RF,0.25,58,232,44,58,7,4,14,45,19,76,4,0,0,0,5,0.31,0.496,0.805
B Buxton,ELZ,CF,0.286,21,77,16,22,6,1,1,6,8,15,7,0,0,0,0,0.368,0.429,0.796
C Hawkins,BRS,OF,0.272,38,147,25,40,8,1,3,16,7,37,8,2,0,2,7,0.314,0.401,0.716
D Davis,BLU,OF,0.34,12,47,9,16,3,1,1,6,4,10,6,2,0,0,0,0.415,0.511,0.926
T Joyce,GRN,LF,0.273,58,220,31,60,14,0,7,27,19,66,2,1,0,1,4,0.332,0.432,0.764
