Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 14,at Texas-RGV,"L, 3-2",4,1,2,-,-,-,0,-,1,1,-
Feb 15,at Texas-RGV,"W, 6-4",4,0,2,-,-,-,3,1,1,1,-
Feb 15,at Texas-RGV,"L, 11-1",3,0,1,-,-,-,1,-,-,1,-
Feb 16,at Texas-RGV,"W, 10-0",3,1,3,-,-,-,1,1,-,-,-
Feb 18,at Texas,"L, 10-0",4,0,0,-,-,-,0,-,-,-,-
Feb 20,Brigham Young,"L, 10-2",4,0,1,-,-,-,1,-,2,-,-
Feb 20,Brigham Young,"W, 3-1",4,0,1,-,-,-,1,-,-,-,-
Feb 21,UTSA,"L, 8-3",5,0,1,-,-,-,1,-,2,-,-
Feb 22,TCU,"L, 7-4",4,0,2,-,-,-,2,-,1,1,-
Feb 25,at Texas State,"L, 6-4",4,0,1,-,-,-,1,1,1,-,-
Feb 26,at Baylor, ,-,-,-,-,-,-,-,-,-,-,-
Feb 28,at UT Arlington,"W, 6-3",3,0,0,-,-,-,1,1,-,-,-
Mar 1,at UT Arlington,"L, 11-2",4,0,0,-,-,-,0,-,1,-,-
Mar 1,at UT Arlington,"W, 7-3",5,2,3,1,-,-,2,-,1,1,-
Mar 2,at UT Arlington, ,-,-,-,-,-,-,-,-,-,-,-
Mar 5,at Houston,"L, 10-0",4,0,0,-,-,-,0,-,2,-,-
Mar 7,Valparaiso,"W, 7-4",3,0,0,-,-,-,0,2,2,1,-
Mar 8,Valparaiso,"L, 4-0",3,0,0,-,-,-,0,-,-,-,-
Mar 8,Valparaiso,"L, 5-1",3,0,2,-,-,-,0,-,1,-,-
Mar 12,at Rice,"L, 12-10",5,1,1,1,-,-,1,-,2,1,-
Mar 14,Central Arkansas,"W, 6-3",5,0,0,-,-,-,0,-,1,-,-
Mar 15,Central Arkansas,"L, 4-2",3,0,1,-,-,-,0,1,-,1,-
Mar 16,Central Arkansas,"W, 9-4",4,0,2,-,-,-,1,-,-,-,1
Mar 18,Texas-RGV,"W, 8-7",4,1,1,1,-,-,1,1,-,-,-
Mar 18,Texas-RGV,"W, 12-5",5,1,2,-,-,-,1,-,1,-,-
Mar 21,Southeastern La.,"L, 5-3",3,0,0,-,-,-,0,2,1,-,-
Mar 22,Southeastern La.,"L, 4-2",4,1,3,1,-,-,0,-,-,-,1
Mar 23,Southeastern La.,"W, 11-3",4,0,0,-,-,-,0,1,-,-,-
Mar 25,at UTSA,"W, 6-1",4,1,2,-,-,-,2,1,1,-,-
Mar 29,at New Orleans,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Mar 29,at New Orleans,"W, 3-2",3,0,0,-,-,-,0,1,-,-,1
Mar 30,at New Orleans,"W, 3-2",2,0,1,-,-,-,0,3,-,1,-
Apr 2,at Texas-RGV,"W, 15-7",4,0,0,-,-,-,0,-,1,-,-
Apr 4,Stephen F. Austin,"W, 9-8",3,3,2,-,-,-,0,1,-,1,-
Apr 5,Stephen F. Austin,"L, 12-10",5,1,1,-,-,-,0,-,2,-,-
Apr 6,Stephen F. Austin,"L, 7-6",4,0,0,-,-,-,1,-,1,-,-
Apr 8,UTSA,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
Apr 11,at Houston Baptist,"W, 14-1",4,0,1,-,-,-,1,1,1,-,-
Apr 12,at Houston Baptist,"L, 9-8",4,0,1,-,-,-,0,-,1,-,1
Apr 13,at Houston Baptist,"W, 11-1",5,2,2,-,-,-,0,-,1,-,-
Apr 17,at Northwestern State,"W, 7-5",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at Northwestern State,"W, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Northwestern State,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 22,Houston-Victoria,"W, 3-2",4,0,1,-,-,-,0,-,1,1,-
Apr 25,Oral Roberts,"W, 7-2",4,0,2,-,-,-,1,-,-,-,-
Apr 26,Oral Roberts,"W, 4-1",3,0,0,-,-,-,0,-,-,1,-
Apr 27,Oral Roberts,"L, 17-6",3,1,1,-,-,-,0,-,1,-,-
Apr 30,at Baylor,"L, 8-4",4,1,1,-,-,-,0,-,1,-,-
May 2,at Abilene Christian,"W, 8-6",3,3,2,1,-,-,1,-,-,-,-
May 3,at Abilene Christian,"W, 8-4",5,1,2,-,-,-,2,-,-,-,-
May 4,at Abilene Christian,"W, 11-10",5,2,2,-,-,-,2,-,-,-,-
May 10,Lamar,"W, 5-2",4,0,1,-,-,-,1,-,1,-,1
May 10,Lamar,"W, 2-1",4,0,0,-,-,-,0,-,1,-,-
May 11,Lamar,"L, 10-7",3,1,1,-,-,-,2,-,-,-,-
May 15,at Sam Houston State,"L, 9-2",4,0,1,1,-,-,0,-,1,-,-
May 16,at Sam Houston State,"L, 13-3",4,0,1,1,-,-,0,-,-,-,-
May 17,at Sam Houston State,"L, 9-1",3,1,1,-,-,1,1,1,1,-,-
May 21,vs. Central Arkansas,"L, 3-1",4,0,0,-,-,-,0,-,1,-,-
May 22,vs. Nicholls,"W, 3-2",4,0,2,-,-,-,1,-,-,-,-
May 23,vs. McNeese State,"L, 7-5",4,0,2,-,-,-,2,-,-,-,-
