Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Valdes,VSL HOU,C,0.269,18,52,9,14,4,0,0,8,6,10,2,0,1,1,1,0.361,0.346,0.707
O Figueroa,VSL HOU,1B,0.208,63,221,31,46,13,1,4,23,21,39,3,2,10,4,3,0.278,0.33,0.609
J Medrano,VSL HOU,3B,0.289,64,218,42,63,13,1,1,36,37,40,19,4,1,1,6,0.402,0.372,0.774
J Paris,VSL HOU,1B,0.287,50,167,18,48,7,0,3,23,13,16,3,1,4,3,3,0.344,0.383,0.727
R Bonfante,VSL HOU,SS,0.314,58,226,30,71,12,2,0,23,21,12,15,4,1,0,5,0.378,0.385,0.762
F Hernandez,VSL HOU,C,0.299,48,167,24,50,10,2,1,23,11,20,2,1,3,1,3,0.344,0.401,0.746
J Altuve,VSL HOU,2B,0.343,64,204,40,70,12,4,0,36,28,16,15,5,3,3,8,0.429,0.441,0.87
L Alvarez,VSL HOU,C,0.241,35,112,26,27,2,1,2,14,10,15,0,1,2,0,1,0.341,0.33,0.671
J De Aguas,VSL HOU,C,0.301,40,113,10,34,3,0,0,12,11,10,1,0,2,3,2,0.379,0.327,0.706
R Garcia,VSL HOU,2B,0.276,33,87,17,24,7,1,1,11,14,16,7,3,2,1,2,0.396,0.414,0.81
L Sumoza,VSL HOU,2B,0.226,36,93,16,21,7,0,2,14,13,24,4,1,2,2,1,0.321,0.366,0.687
T Obregon,VSL SLN,SS,0.218,47,133,16,29,9,1,0,12,14,31,6,1,3,0,0,0.311,0.301,0.612
R Perez,VSL SLN,1B,0.155,43,116,13,18,4,0,2,13,15,36,0,0,0,1,2,0.272,0.241,0.513
K Teran,VSL SLN,3B,0.267,69,243,32,65,15,0,1,24,47,38,5,4,5,1,3,0.389,0.342,0.731
Y Alcala,VSL SLN,C,0.146,47,130,13,19,1,2,0,8,11,33,0,0,1,0,5,0.27,0.185,0.454
G Mannbel,VSL SLN,SS,0.252,66,218,36,55,7,1,0,13,41,26,4,4,2,2,6,0.391,0.294,0.685
W Vivas,VSL SLN,2B,0.265,47,136,24,36,6,0,0,8,18,34,4,5,5,0,3,0.355,0.309,0.664
F Guzman,VSL SLN,1B,0.094,15,32,2,3,0,0,0,2,0,7,0,0,0,1,0,0.118,0.094,0.211
J Loaisiga,VSL SEA,1B,0.307,35,88,19,27,7,0,1,16,11,17,3,0,2,0,4,0.39,0.42,0.81
J Hernandez,VSL SEA,C,0.297,30,74,6,22,4,0,0,10,7,12,0,0,3,1,2,0.354,0.351,0.705
C Del Rio,VSL SEA,C,0.287,37,94,12,27,3,2,4,16,13,23,0,1,0,1,3,0.398,0.489,0.888
H Espinoza,VSL SEA,SS,0.31,56,145,31,45,10,1,1,32,24,5,1,0,5,1,6,0.423,0.414,0.837
C Fuentes,VSL SEA,3B,0.314,69,242,54,76,12,1,2,47,28,38,9,8,4,3,2,0.405,0.397,0.802
L Gonzalez,VSL SEA,C,0.265,39,102,12,27,4,1,0,10,7,15,1,1,0,0,7,0.342,0.324,0.666
C Ramirez,VSL SEA,2B,0.266,55,184,33,49,14,2,0,20,25,30,2,3,6,2,4,0.366,0.364,0.73
Y Batista,VSL SEA,SS,0.284,54,162,33,46,5,1,0,9,15,23,5,4,5,0,1,0.376,0.327,0.704
R Velasquez,VSL SEA,SS,0.244,59,172,22,42,3,2,1,10,17,27,5,5,9,0,4,0.333,0.302,0.636
J Agudelo,VSL SEA,2B,0.231,51,160,31,37,5,2,0,17,23,34,3,6,3,1,3,0.374,0.288,0.661
