Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Jesus Loya,GCL,12,0,7,0,0,0,7,0,0,0,0,0.583,0.583,0.583,1.167
Carlos Coste,GCL,4,1,2,0,0,0,2,0,0,0,1,0.5,0.5,0.5,1.0
Tzu-Wei Lin,GCL,29,8,12,3,0,0,16,2,0,7,1,0.414,0.487,0.517,1.004
Jeremias Pineda,GCL,34,3,14,3,0,0,21,2,1,1,6,0.412,0.432,0.5,0.932
Daniel Nava,Paw,25,6,10,3,1,1,15,0,0,3,3,0.4,0.484,0.72,1.204
Jacoby Ellsbury,3 Teams,5,0,2,1,0,0,1,0,0,1,1,0.4,0.5,0.6,1.1
Jason Thompson,Low,5,1,2,0,0,0,2,0,0,0,2,0.4,0.333,0.4,0.733
Mookie Betts,Low,63,12,25,3,1,0,30,3,1,12,7,0.397,0.475,0.476,0.951
Will Middlebrooks,Paw,30,7,11,1,0,6,24,0,0,2,6,0.367,0.406,1.0,1.406
Oscar Tejeda,Por,54,3,19,6,0,1,24,0,0,5,11,0.352,0.393,0.519,0.912
Kevin Youkilis,Paw,3,0,1,1,0,0,1,0,0,2,2,0.333,0.6,0.667,1.267
Kevin Heller,LowGCL,9,1,3,2,0,0,3,0,1,2,3,0.333,0.455,0.556,1.01
Danny Valencia,Paw,15,2,5,1,0,1,8,0,0,1,3,0.333,0.375,0.6,0.975
Ynoel Aguero,GCL,3,1,1,1,0,0,2,0,0,0,1,0.333,0.25,0.667,0.917
Deiner Lopez,GCL,33,8,11,4,0,0,11,6,1,6,7,0.333,0.436,0.455,0.89
Mike Meyers,GCL,24,2,8,4,0,0,9,0,0,1,11,0.333,0.36,0.5,0.86
Pedro Ciriaco,Paw,62,6,20,2,1,0,17,3,1,0,12,0.323,0.313,0.387,0.7
Jake Davies,LowGCL,53,8,17,5,0,0,20,1,0,9,11,0.321,0.415,0.415,0.83
Jackie Bradley,PorSal,103,19,33,9,0,1,52,6,1,25,18,0.32,0.43,0.437,0.866
Mauro Gomez,Paw,116,14,37,12,0,8,53,0,0,10,24,0.319,0.37,0.629,0.999
Scott Podsednik,Paw,22,2,7,0,0,1,11,1,0,2,3,0.318,0.333,0.455,0.788
J.C. Linares,PawPor,102,8,32,8,0,2,43,0,1,11,17,0.314,0.372,0.451,0.823
Xander Bogaerts,PorSal,150,18,47,10,1,6,62,1,2,19,38,0.313,0.387,0.513,0.901
Alex Hassan,Paw,99,16,31,5,0,3,40,0,0,20,22,0.313,0.419,0.455,0.874
Jose Colorado,LowGCL,58,8,18,5,0,0,29,4,2,12,12,0.31,0.405,0.397,0.802
