Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
B Bixler,SA,SS,0.207,87,295,30,61,6,1,2,22,28,74,7,6,2,0,4,0.291,0.254,0.545
G Rodriguez,FRI,SS,0.269,81,305,36,82,7,1,0,20,37,45,10,7,6,1,6,0.347,0.298,0.645
B Bocock,NWA,SS,0.16,7,25,5,4,2,0,0,2,5,4,1,0,2,0,0,0.323,0.24,0.563
B Hunt,SA,SS,0.214,41,140,10,30,3,1,1,8,6,19,2,3,1,0,0,0.257,0.271,0.528
S O'Malley,ARK,SS,0.188,11,32,3,6,0,1,0,5,6,8,1,0,1,1,0,0.308,0.25,0.558
C Colon,NWA,SS,0.25,2,8,1,2,1,0,0,0,1,2,1,0,0,0,0,0.333,0.375,0.708
A Lamas,MID,SS,0.167,2,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0.167,0.167,0.333
C Perdomo,CC,SS,0.246,60,195,26,48,4,0,2,17,22,29,3,3,5,0,7,0.329,0.297,0.626
D Goris,SA,SS,0.247,37,146,18,36,5,0,4,10,2,25,1,2,1,1,4,0.26,0.363,0.623
C Adames,TUL,SS,0.267,88,330,42,88,9,4,2,38,29,58,7,9,13,6,9,0.324,0.336,0.661
D Coleman,MID,SS,0.223,135,489,79,109,27,2,18,81,47,202,16,5,4,5,10,0.3,0.397,0.697
L Mateo,SPR,SS,0.278,21,79,6,22,3,0,0,7,3,17,2,3,3,0,1,0.313,0.316,0.63
J Mier,CC,SS,0.216,79,255,33,55,13,0,3,27,23,59,5,1,8,5,9,0.281,0.302,0.583
O Calixte,NWA,SS,0.241,96,374,43,90,15,1,11,37,27,92,9,5,6,5,7,0.288,0.374,0.663
H Alberto,FRI,SS,0.275,50,178,23,49,6,1,2,15,6,17,6,4,2,0,2,0.314,0.354,0.668
J Lemmerman,SA,SS,0.181,33,116,13,21,4,0,4,14,14,33,2,1,0,0,5,0.275,0.319,0.594
T Story,TUL,SS,0.2,56,205,29,41,8,1,9,20,28,82,3,1,2,0,1,0.302,0.38,0.683
L Sardinas,FRI,SS,0.253,21,87,12,22,5,1,0,9,3,12,1,1,0,0,1,0.278,0.333,0.611
J Peterson,SA,SS,0.311,18,74,10,23,3,0,1,7,9,9,4,3,0,0,1,0.386,0.392,0.777
M Williams,SPR,SS,0.25,100,304,37,76,10,2,1,25,43,62,14,7,5,3,8,0.344,0.306,0.65
J Swift,ARK,SS,0.179,29,95,6,17,2,0,2,7,4,24,0,2,1,0,3,0.212,0.263,0.475
A Russell,MID,SS,0.333,13,48,7,16,3,1,1,8,8,8,3,2,0,0,3,0.439,0.5,0.939
E Stamets,ARK,SS,0.235,106,344,46,81,13,1,4,23,24,62,11,1,7,2,2,0.293,0.314,0.607
A Mejia,SPR,SS,0.27,49,163,13,44,3,1,3,21,13,20,2,2,2,3,4,0.326,0.356,0.682
C Ross,ARK,SS,0.333,1,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0.5,0.333,0.833
A Diaz,SPR,SS,0.291,34,117,15,34,8,1,3,18,2,24,6,2,3,1,2,0.311,0.453,0.764
M De Leon,FRI,SS,0.333,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0.333,0.667,1.0
