Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 8,vs. Gust. Adolphus,"W, 5-4",3,0,0,-,-,-,0,-,1,-,-
Mar 8,vs. Ithaca,"W, 6-5",3,0,1,-,-,-,0,-,1,-,-
Mar 9,vs. Linfield,"L, 8-0",1,0,0,-,-,-,0,-,-,-,-
Mar 9,vs. Chris. Newport,"L, 7-4",3,1,1,-,-,-,0,-,-,-,-
Mar 10,vs. Alma,"L, 3-2",1,0,0,-,-,-,0,-,1,-,-
Mar 10,vs. Gust. Adolphus,"L, 3-2",3,0,0,-,-,-,0,-,-,-,-
Mar 16,Augustana (Ill.),"W, 4-2",3,1,1,-,-,1,4,-,1,-,-
Mar 16,Augustana (Ill.),"W, 9-1",1,1,0,-,-,-,1,-,-,1,-
Mar 22,Greenville,"W, 10-2",3,0,1,-,-,-,0,-,-,-,-
Mar 22,Greenville,"W, 10-1",1,0,0,-,-,-,0,1,-,1,-
Mar 24,vs. Eastern Conn. St.,"L, 12-8",2,0,1,-,-,-,3,2,-,-,1
Mar 24,vs. Wis.-Whitewater,"L, 10-9",1,0,0,-,-,-,0,1,1,-,-
Mar 25,vs. Wis.-Stevens Point,"L, 3-2",3,0,0,-,-,-,0,-,-,-,-
Mar 25,vs. Buffalo St.,"W, 9-5",1,0,1,-,-,-,0,1,-,-,-
Mar 26,vs. Chicago,"L, 8-2",3,0,1,1,-,-,0,-,1,-,-
Mar 26,vs. Luther,"W, 6-5",3,1,1,-,-,-,0,-,-,-,-
Mar 27,vs. St. Olaf,"W, 11-2",3,2,2,-,-,-,0,-,-,1,-
Mar 27,vs. Fredonia St.,"W, 11-0",3,3,3,1,1,-,3,-,-,-,-
Mar 31,vs. Emory,"L, 11-2",2,0,0,-,-,-,0,-,-,-,-
Mar 31,at Rhodes,"W, 3-2",3,0,0,-,-,-,0,-,-,-,-
Apr 4,at Blackburn,"W, 4-0",3,1,2,1,-,-,1,-,-,1,-
Apr 4,at Blackburn,"W, 7-1",3,0,2,-,-,-,1,-,-,1,-
Apr 6,at Eureka,"W, 22-2",3,1,2,1,1,-,3,-,-,-,-
Apr 6,at Eureka,"W, 10-3",4,0,0,-,-,-,0,-,1,-,-
Apr 12,Ill. Wesleyan,"W, 8-5",3,1,2,-,-,1,3,1,1,-,-
Apr 12,Ill. Wesleyan,"W, 7-3",3,0,1,-,-,-,0,-,-,-,-
Apr 13,at Spalding,"W, 5-3",2,0,0,-,-,-,0,1,-,-,-
Apr 13,at Spalding,"W, 13-2",3,1,3,-,-,-,3,1,-,-,-
Apr 14,MacMurray,"W, 9-0",3,1,1,-,-,-,1,-,1,-,-
Apr 14,MacMurray,"W, 8-0",1,1,0,-,-,-,0,-,-,1,-
Apr 19,Westminster (Mo.),"W, 10-2",2,3,1,-,-,-,0,2,-,1,-
Apr 19,Westminster (Mo.),"W, 14-0",3,0,1,1,-,-,0,-,1,-,-
Apr 20,at Webster,"W, 4-2",3,0,0,-,-,-,0,-,1,-,-
Apr 20,at Webster,"W, 7-1",3,1,0,-,-,-,0,1,-,-,-
Apr 24,at Lindenwood,"W, 8-5",3,1,1,-,-,-,0,1,-,-,-
Apr 24,at Lindenwood,"W, 2-0",3,0,1,-,-,-,0,-,-,-,-
Apr 26,at Washington (Mo.),"L, 4-3",2,0,0,-,-,-,0,1,1,-,-
Apr 26,at Washington (Mo.),"W, 12-5",5,0,1,1,-,-,1,-,1,-,-
Apr 29,Principia,"W, 9-1",2,1,2,-,-,-,0,1,-,1,-
Apr 29,Principia,"W, 9-0",3,1,2,-,-,-,0,-,-,1,-
May 2,vs. Eureka,"W, 8-0",3,0,0,-,-,-,0,-,1,-,-
May 4,vs. Spalding,"W, 11-0",3,2,3,1,-,-,3,-,-,-,-
May 4,vs. Westminster (Mo.),"W, 9-1",3,2,3,1,-,1,4,-,-,-,-
May 9,vs. Augustana (Ill.),"W, 5-2",2,0,0,-,-,-,0,-,1,-,-
May 10,vs. Central (IA),"L, 3-1",3,0,0,-,-,-,0,-,1,-,-
May 11,vs. Coe,"L, 8-5",2,1,0,-,-,-,0,-,-,-,-
