Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Chad Billingsley,PHI,12,2,0,0,0,0,2,6,1,0,0.167,0.286,0.167,0.452
Eric Stults,LA,10,6,1,0,0,1,2,0,1,0,0.6,0.667,0.7,1.367
Doug Davis, ,9,3,0,0,0,2,0,2,0,0,0.333,0.333,0.333,0.667
Trevor Cahill,LA,9,2,0,0,0,0,0,2,0,0,0.222,0.3,0.222,0.522
Ubaldo Jimenez,BAL,9,1,0,0,0,0,0,2,0,0,0.111,0.2,0.111,0.311
Max Scherzer,WAS,9,1,0,0,0,0,0,1,0,0,0.111,0.111,0.111,0.222
Manny Parra,CIN,8,1,0,0,0,0,0,1,0,0,0.125,0.125,0.125,0.25
Randy Wolf,TOR,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chris Young,KC,8,0,0,0,0,1,4,0,0,0,0.0,0.333,0.0,0.333
Josh Banks, ,7,3,0,0,0,0,0,0,0,0,0.429,0.429,0.429,0.857
John Maine, ,7,2,1,0,0,0,0,2,0,0,0.286,0.286,0.429,0.714
Mike Pelfrey,MIN,7,2,0,0,0,0,0,1,0,0,0.286,0.286,0.286,0.571
Edinson Volquez,KC,7,2,0,0,0,1,1,2,0,0,0.286,0.375,0.286,0.661
Ryan Dempster, ,7,1,0,0,0,0,0,1,0,0,0.143,0.143,0.143,0.286
Jake Peavy,SF,7,1,0,0,0,0,0,2,0,0,0.143,0.143,0.143,0.286
Livan Hernandez, ,7,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Dana Eveland,ATL,6,3,2,0,0,0,0,1,0,0,0.5,0.5,0.833,1.333
Cole Hamels,TEX,6,3,0,1,0,2,0,0,0,1,0.5,0.5,0.833,1.333
Sean Marshall,CIN,6,2,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Roy Oswalt, ,6,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Johan Santana, ,6,2,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Zach Duke,CHI-A,6,1,0,0,0,0,1,0,0,1,0.167,0.286,0.167,0.452
Felix Hernandez,SEA,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.167,0.333
Yovani Gallardo,TEX,6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Ricky Nolasco,MIN,6,0,0,0,0,0,1,0,0,0,0.0,0.143,0.0,0.143
Jason Marquis, ,5,3,0,0,0,0,1,0,0,0,0.6,0.667,0.6,1.267
Bronson Arroyo,LA,5,2,0,0,1,1,0,1,0,0,0.4,0.4,1.0,1.4
Anibal Sanchez,DET,5,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8
Matt Belisle,STL,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
Mike Hampton, ,5,1,0,0,0,0,1,1,0,0,0.2,0.333,0.2,0.533
Jeff Karstens, ,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
Kyle Kendrick,COL,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
Brad Penny,CHI-A,5,1,0,0,0,0,1,0,0,0,0.2,0.333,0.2,0.533
Adam Wainwright,STL,5,1,0,0,0,1,0,1,0,0,0.2,0.167,0.2,0.367
Jordan Zimmermann,WAS,5,1,0,0,0,1,1,1,0,0,0.2,0.333,0.2,0.533
Jorge De La Rosa,COL,5,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Mike Leake,SF,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Charlie Morton,PIT,4,3,1,0,0,2,0,1,0,0,0.75,0.75,1.0,1.75
Josh Collmenter,AZ,4,2,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0
Brian Fuentes, ,4,2,0,0,0,1,1,0,0,0,0.5,0.6,0.5,1.1
Jeremy Guthrie,KC,4,2,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Kameron Loe,AZ,4,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Ronald Belisario,BOS,4,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
Carlos Carrasco,CLE,4,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Hiroki Kuroda, ,4,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
Paul Maholm, ,4,1,0,0,0,1,1,0,0,1,0.25,0.4,0.25,0.65
Bud Norris,BAL,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Chad Qualls,HOU,4,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
Travis Wood,CHI-N,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Randy Johnson, ,4,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
Juan Nicasio,LA,3,3,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Cha Seung Baek, ,3,2,0,0,0,0,1,0,0,0,0.667,0.75,0.667,1.417
Aaron Cook, ,3,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
Jeff Francis,TOR,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Tim Hudson,SF,3,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
Kenshin Kawakami, ,3,2,1,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667
Tony Pena, ,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Luis Vizcaino,BAL,3,2,1,0,0,2,0,0,0,0,0.667,0.667,1.0,1.667
Mark Buehrle,TOR,3,1,1,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0
Jorge Campillo, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
John Danks,CHI-A,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Ross Detwiler,ATL,3,1,1,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0
R.A. Dickey,TOR,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Jaime Garcia,STL,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Jon Garland, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Chad Gaudin,LA,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Dillon Gee,NY-N,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Joel Hanrahan, ,3,1,0,0,0,0,1,0,1,0,0.333,0.5,0.333,0.833
Jair Jurrjens,COL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Clayton Kershaw,LA,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Hong-Chih Kuo, ,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Matt Lindstrom, ,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Rodrigo Lopez, ,3,1,1,0,0,0,0,0,1,0,0.333,0.333,0.667,1.0
Marcos Mateo,SD,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Guillermo Mota, ,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Scott Olsen, ,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Francisco Rodriguez,MIL,3,1,0,0,0,0,0,2,1,0,0.333,0.333,0.333,0.667
Kenny Rogers, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Tyson Ross,SD,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Glendon Rusch, ,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
Ryan Speier, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Ramon Troncoso,LA,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
Javier Vazquez, ,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Chris Volstad,PIT,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Mike Adams, ,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
Brandon Backe, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Anthony Bass,TEX,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Heath Bell, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jonathan Broxton,STL,3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Daniel Cabrera, ,3,0,0,0,0,1,1,0,0,0,0.0,0.25,0.0,0.25
Jhoulys Chacin,AZ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Roy Halladay, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Dan Haren,CHI-N,3,0,0,0,0,0,0,1,0,0,0.0,0.25,0.0,0.25
Ian Kennedy,SD,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
John Lackey,STL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mat Latos,LA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ted Lilly, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cory Luebke,SD,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Shairon Martis, ,3,0,0,0,0,0,1,0,0,0,0.0,0.25,0.0,0.25
Justin Masterson,BOS,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Guillermo Moscoso, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Outman,ATL,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tim Redding, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Greg Reynolds, ,3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Chris Sampson, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Craig Stammen,WAS,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Julian Tavarez, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
