Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Rigoli,JC,1B,0.179,26,56,8,10,1,0,0,2,9,19,0,0,0,0,1,0.333,0.196,0.53
G Mochizuki,KNG,SS,0.27,39,137,20,37,7,1,1,19,16,34,10,3,1,0,7,0.351,0.358,0.708
D Williams,BRS,OF,0.217,10,23,3,5,0,0,0,1,3,7,0,0,1,0,2,0.308,0.217,0.525
D Britton,PUL,LF,0.288,44,163,33,47,8,0,7,23,11,45,13,5,3,2,1,0.352,0.466,0.818
L Ware,DAN,CF,0.293,62,249,40,73,16,5,0,24,12,39,24,4,3,3,7,0.342,0.398,0.74
O Casamayor,BLU,2B,0.279,57,215,37,60,7,1,1,21,14,39,13,8,6,1,3,0.336,0.335,0.671
E Meyer,BLU,DH,0.252,37,131,17,33,6,1,2,15,9,32,0,1,0,1,3,0.322,0.359,0.681
C Fuentes,PUL,2B,0.261,48,161,16,42,8,0,4,20,15,44,2,2,4,0,2,0.324,0.385,0.709
O Marval,DAN,DH,0.297,37,118,17,35,10,0,1,20,9,12,1,0,0,1,3,0.344,0.407,0.751
R Wood,BUR,2B,0.174,27,92,15,16,4,0,0,6,16,15,4,3,0,0,3,0.303,0.217,0.52
T Streich,ELZ,C,0.222,50,189,38,42,13,0,10,37,15,37,0,0,1,2,4,0.287,0.45,0.737
R Smith,JC,CF,0.19,61,184,28,35,11,1,6,16,17,70,9,1,0,0,2,0.294,0.359,0.653
R Stock,JC,C,0.322,41,149,25,48,9,2,7,24,11,28,0,1,0,1,1,0.386,0.55,0.936
K Davis,BRS,SS,0.233,60,223,24,52,6,1,0,14,25,63,3,0,3,0,4,0.313,0.269,0.582
K Miles,DAN,DH,0.197,30,76,10,15,2,1,2,6,4,30,1,4,0,1,2,0.244,0.329,0.573
K Miller,GRN,1B,0.229,35,118,9,27,11,0,0,5,9,31,2,4,0,1,2,0.287,0.322,0.609
S Buckridge,BRS,1B,0.163,25,80,8,13,3,0,1,5,8,21,1,0,1,0,1,0.272,0.238,0.509
D Cruz,BUR,1B,0.212,27,85,4,18,3,1,1,7,3,17,0,0,0,1,1,0.244,0.306,0.55
Y Molina,BUR,SS,0.074,9,27,2,2,1,0,0,0,3,8,2,0,1,0,0,0.167,0.111,0.278
J Santana,BLU,SS,0.242,51,165,18,40,4,1,1,14,13,51,5,2,2,1,3,0.311,0.297,0.608
J Torres,KNG,C,0.328,20,58,6,19,5,1,0,10,1,12,0,1,0,0,0,0.35,0.448,0.798
K Teran,JC,DH,0.245,32,98,12,24,7,0,0,14,15,11,0,1,0,1,2,0.348,0.316,0.664
O Figueroa,GRN,1B,0.19,42,137,15,26,5,0,1,14,9,21,6,1,1,2,3,0.236,0.248,0.485
L Nieves,KNG,SS,0.265,18,68,7,18,2,0,0,8,0,7,2,1,0,2,4,0.257,0.294,0.551
J Patino,BRS,3B,0.188,46,149,12,28,2,2,1,12,16,21,1,3,2,1,4,0.265,0.248,0.513
J Pinto,ELZ,DH,0.332,53,205,34,68,14,2,13,55,19,39,0,1,0,4,6,0.387,0.61,0.997
H Lara,ELZ,RF,0.218,44,147,18,32,2,2,4,17,12,17,2,0,0,1,3,0.288,0.34,0.628
J Goncalves,ELZ,CF,0.256,49,172,27,44,7,0,4,20,11,55,7,4,2,1,1,0.303,0.366,0.669
A Hidalgo,ELZ,3B,0.291,50,175,34,51,13,0,6,26,25,38,2,3,2,2,3,0.379,0.469,0.848
W Infante,GRN,RF,0.136,35,118,11,16,4,2,3,7,5,32,0,0,0,0,3,0.177,0.28,0.457
