Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Bellhorn,JAX,3B,.242,59,207,34,50,14,1,7,29,36,46,1,0,0,0,3,.357,.420,.777
J Boscan,MIS,C,.235,79,255,26,60,13,0,2,29,34,49,0,0,4,0,5,.334,.310,.644
B Broussard,TEN,1B,.222,2,9,3,2,0,0,1,2,0,1,0,0,0,0,0,.300,.556,.856
R Rivera,JAX,1B,.231,38,134,13,31,5,0,5,18,11,32,0,0,1,1,4,.293,.381,.673
L Oliveros,WTN,C,.300,29,100,15,30,5,0,0,5,9,12,1,0,3,0,3,.375,.350,.725
S Garrett,WTN,1B,.276,23,87,16,24,8,2,1,14,7,21,1,0,1,1,1,.333,.448,.782
G Johnson,WTN,C,.243,14,37,5,9,2,0,0,2,4,12,0,0,1,1,0,.326,.297,.623
A Concepcion,CAR,1B,.265,61,166,25,44,10,0,4,26,21,29,1,1,1,2,5,.361,.398,.758
J Jaso,MTG,C,.271,85,284,51,77,13,2,7,43,62,33,1,0,1,3,12,.408,.405,.813
J Fox,TEN,1B,.307,105,388,76,119,29,1,25,79,46,73,4,2,0,8,7,.397,.580,.976
A Escobar,HVL,SS,.328,131,546,95,179,24,5,8,76,31,82,34,8,10,7,10,.363,.434,.797
R Merrill,MTG,SS,.263,103,377,64,99,13,7,5,42,58,67,6,2,10,5,10,.361,.374,.735
J Price,BIR,C,.196,37,112,11,22,0,0,5,7,12,40,0,0,2,0,1,.297,.330,.627
M Prado,MIS,2B,.263,5,19,2,5,2,0,0,3,3,2,0,0,0,0,0,.364,.368,.732
T Gutierrez,CHA,1B,.283,127,414,71,117,23,1,7,60,68,75,8,12,3,4,8,.396,.394,.789
J Purdom,CAR,C,.143,2,7,0,1,0,0,0,0,1,2,0,0,0,0,0,.250,.143,.393
A Moore,WTN,C,.319,119,429,60,137,34,2,14,71,40,77,0,1,3,2,16,.396,.506,.902
C Denove,CHA,C,.245,53,163,11,40,12,0,0,14,20,30,1,2,4,3,7,.330,.319,.649
E Monzon,WTN,SS,.209,45,148,16,31,3,1,2,7,15,44,5,0,5,0,2,.282,.284,.566
M Griffin,CHA,3B,.289,38,142,18,41,12,2,1,9,9,15,7,3,0,0,1,.353,.423,.775
R Hughes,MTG,1B,.268,107,395,57,106,27,1,14,52,46,112,2,1,0,1,8,.356,.448,.804
I Salas,TEN,2B,.227,23,66,8,15,4,0,0,3,6,5,3,0,3,0,1,.292,.288,.580
J Holt,MIS,2B,.285,96,393,54,112,17,9,3,45,39,68,22,11,3,2,7,.351,.397,.748
A Ricks,BIR,C,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
G Psomas,CAR,1B,.144,51,111,13,16,5,3,2,14,19,44,1,1,0,0,1,.275,.297,.572
A Salome,HVL,C,.360,98,367,67,132,30,2,13,83,33,57,3,2,1,5,13,.415,.559,.973
C Corporan,HVL,C,.265,34,113,14,30,8,0,3,15,14,15,1,1,5,0,0,.362,.416,.777
R Valido,BIR,SS,.222,112,383,36,85,9,6,3,27,20,80,18,10,5,1,6,.267,.300,.567
J Raburn,MTG,2B,.235,101,353,41,83,7,5,0,33,31,47,15,5,4,5,7,.295,.283,.578
C Nowak,MTG,3B,.295,122,461,80,136,35,4,15,77,55,78,6,5,0,6,22,.381,.486,.867
R Prettyman,WTN,3B,.182,52,165,26,30,7,3,4,23,8,39,3,0,7,3,1,.220,.333,.554
M Rozema,MIS,3B,.182,4,11,1,2,0,1,0,1,0,1,0,0,0,0,1,.182,.364,.545
E San Pedro,BIR,C,.198,28,81,7,16,4,0,0,5,6,31,0,0,1,0,1,.253,.247,.500
B Allen,BIR,1B,.275,41,153,30,42,6,2,14,31,19,41,3,1,0,0,1,.358,.614,.973
M Bell,HVL,2B,.245,124,444,53,109,28,3,10,53,25,83,1,3,9,4,9,.289,.390,.679
C Kroski,CHA,C,.059,6,17,0,1,0,0,0,2,1,1,0,0,0,1,0,.150,.059,.209
K Randel,CAR,3B,.333,4,12,0,4,0,0,0,0,1,2,0,0,0,0,1,.385,.333,.718
B Hayes,CAR,C,.232,54,181,19,42,8,0,6,18,10,43,1,4,1,1,1,.275,.376,.650
M Gamel,HVL,3B,.329,127,508,96,167,35,7,19,96,55,111,6,7,0,5,8,.395,.537,.933
A LaRoche,JAX,3B,.318,6,22,5,7,1,0,0,1,3,6,1,0,0,0,0,.400,.364,.764
A De La Rosa,HVL,C,.250,2,8,0,2,0,0,0,1,1,2,0,0,0,0,0,.333,.250,.583
J Dominguez,WTN,2B,.205,109,351,35,72,15,0,2,32,30,75,18,4,12,6,6,.269,.265,.534
M Schnurstein,BIR,1B,.218,86,293,38,64,11,1,4,20,20,53,8,1,1,3,4,.277,.304,.581
D Anderson,CHA,2B,.262,78,225,35,59,15,1,5,26,23,35,4,0,4,2,3,.328,.404,.732
J Hester,MOB,C,.268,92,306,38,82,26,2,11,49,16,78,3,2,0,7,10,.302,.474,.776
R Mitchell,JAX,3B,.264,133,485,65,128,22,4,16,75,42,95,8,4,3,8,16,.323,.425,.748
B Davis,CAR,C,.205,81,249,30,51,15,1,6,28,35,57,0,2,5,4,6,.306,.345,.651
F Thon,BIR,1B,.107,8,28,1,3,2,0,0,2,2,2,0,0,0,0,2,.167,.179,.345
S Perez,CAR,3B,.125,17,48,2,6,1,1,0,3,3,16,1,0,3,1,0,.173,.188,.361
D Hernandez,MIS,2B,.286,22,77,8,22,3,1,2,8,6,8,1,4,0,1,3,.341,.429,.770
O Mercado,MOB,C,.227,71,194,22,44,6,0,2,23,39,28,0,2,0,3,2,.357,.289,.646
M Spring,MTG,C,.248,70,246,28,61,16,1,9,30,22,68,0,1,0,3,8,.314,.431,.745
B Burgess,MOB,1B,.200,72,175,19,35,12,0,5,27,11,69,3,2,0,2,1,.311,.354,.665
J Castro,CHA,SS,.235,24,68,6,16,4,1,0,7,4,4,0,1,4,0,4,.288,.324,.611
F Curreri,MOB,C,.251,69,219,21,55,17,0,5,32,33,35,1,0,1,3,2,.350,.397,.747
C Errecart,HVL,1B,.247,104,360,57,89,22,1,15,46,33,109,1,2,4,4,13,.324,.439,.763
E Rodriguez,CHA,C,.240,7,25,4,6,1,0,2,7,2,8,0,0,0,0,1,.321,.520,.841
J Lansford,TEN,3B,.236,48,161,14,38,15,0,1,16,6,23,0,1,4,0,6,.268,.348,.616
C Valaika,CHA,SS,.301,97,379,58,114,19,1,11,50,28,74,7,4,5,2,8,.352,.443,.795
D Arnold,MIS,2B,.151,18,53,4,8,1,2,0,4,6,15,1,0,0,2,0,.254,.245,.499
R Serrano,MIS,C,.063,7,16,2,1,0,0,0,0,0,2,2,0,0,0,0,.063,.063,.125
L Mitchell,CAR,3B,.238,93,303,32,72,21,2,6,51,60,81,4,3,2,8,7,.363,.380,.742
M Hubbard,WTN,1B,.291,91,309,54,90,24,3,12,52,56,63,2,4,1,5,6,.407,.505,.912
C Armstrong,BIR,C,.252,64,218,27,55,17,0,6,31,10,31,0,1,2,1,3,.293,.413,.706
M Maldonado,HVL,C,.194,31,98,4,19,2,0,2,8,4,24,0,0,4,0,5,.225,.276,.501
R Chirinos,TEN,3B,.243,38,103,12,25,7,3,0,8,10,18,0,0,2,2,2,.304,.369,.673
M Garciaparra,HVL,1B,.340,44,103,12,35,4,1,3,20,3,25,2,1,3,0,2,.370,.485,.856
K Ka'aihue,MIS,1B,.274,126,376,63,103,23,2,14,61,88,119,0,4,0,4,8,.417,.457,.874
W Castillo,TEN,C,.298,57,198,25,59,11,0,4,24,14,50,0,0,2,0,11,.362,.414,.777
E Hollis,BIR,C,.213,31,94,13,20,1,0,0,5,3,16,0,2,0,0,2,.237,.223,.461
P Cottrell,MTG,3B,.223,59,206,29,46,6,1,4,24,14,34,2,1,1,1,5,.275,.320,.595
