Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA018,0.0,0.0,21.9,1960.0,L,1.0,All,09/23/2012,FRA1603
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA018,37.0,0.0,0.0,1960.0,L,1.0,35+,09/23/2012,FRA1603
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,0.0,21.0,1960.0,L,1.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,0.0,21.0,1960.0,L,1.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,1660.0,0.0,1960.0,L,1.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,1660.0,0.0,1960.0,L,1.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,38.0,0.0,0.0,1960.0,L,1.0,All2,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,38.0,0.0,0.0,1960.0,L,1.0,All2,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,0.0,21.5,1960.0,L,2.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,0.0,21.5,1960.0,L,2.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,410.0,0.0,1960.0,L,2.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,0.0,410.0,0.0,1960.0,L,2.0,All,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,39.0,0.0,0.0,1960.0,L,2.0,All2,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,39.0,0.0,0.0,1960.0,L,2.0,All2,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,39.0,0.0,0.0,1960.0,L,3.0,All2,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA020,39.0,0.0,0.0,1960.0,L,3.0,All2,06/24/2012,FRA3308
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA010,0.0,0.0,23.1,1960.0,L,1.0,45+M,07/22/2012,FRA3310
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA010,0.0,1990.0,0.0,1960.0,L,1.0,45+M,07/22/2012,FRA3310
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA010,35.0,0.0,0.0,1960.0,L,1.0,45+M,07/22/2012,FRA3310
GRAS Daniel,FRA,M,12FRA010,35.0,1990.0,23.1,1960.0,L,1.0,45+M,07/22/2012,FRA3310
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA010,0.0,0.0,22.8,1960.0,L,2.0,45+M,07/22/2012,FRA3310
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA010,0.0,1490.0,0.0,1960.0,L,2.0,45+M,07/22/2012,FRA3310
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA002,0.0,0.0,19.6,1960.0,L,1.0,AllM,07/08/2012,FRA8705
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA002,0.0,1540.0,0.0,1960.0,L,1.0,AllM,07/08/2012,FRA8705
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA002,0.0,0.0,22.9,1960.0,L,2.0,AllM,07/08/2012,FRA8705
 , , , , , , , , , , , , 
GRAS Daniel,FRA,M,12FRA002,0.0,1400.0,0.0,1960.0,L,2.0,AllM,07/08/2012,FRA8705
