Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J McDonald,DIA,SS,.000,3,8,1,0,0,0,0,1,3,1,0,0,0,0,0,.333,.000,0.333
W Bloomquist,DIA,SS,.333,4,9,3,3,1,1,0,4,1,1,0,0,0,0,0,.400,.667,1.067
M Pina,ROY,C,.462,6,13,3,6,2,0,0,5,6,2,0,0,0,1,1,.619,.615,1.234
A Jackson,DOD,OF,.289,11,38,12,11,0,1,2,7,12,6,3,1,0,1,0,.472,.500,0.972
C Valaika,RED,3B,.100,3,10,1,1,0,0,1,1,1,0,0,0,0,0,1,.182,.400,0.582
D Phipps,RED,OF,.400,5,20,6,8,0,1,2,5,0,5,0,0,0,0,0,.429,.800,1.229
E Sarmiento,RAN,C,.412,8,34,6,14,4,1,2,9,1,5,1,1,1,1,0,.432,.765,1.197
T Oeltjen,DOD,LF,.400,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,.400,.400,0.8
T Graham,DIA,LF,.273,8,22,3,6,2,1,0,5,9,4,3,0,0,0,0,.484,.455,0.938
B Kjeldgaard,BRE,OF,.000,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,0.0
K Davis,BRE,LF,.368,6,19,7,7,0,0,3,5,2,7,1,1,0,0,0,.455,.842,1.297
M Pericht,DOD,C,.135,10,37,5,5,2,1,1,6,3,19,0,0,0,0,0,.220,.324,0.544
J Chavez,MAR,OF,.368,6,19,6,7,4,0,2,8,2,4,0,0,0,2,0,.417,.895,1.311
H Rodriguez,RED,2B,.235,5,17,1,4,1,0,0,1,1,2,0,0,0,0,0,.278,.294,0.572
R Velasquez,MAR,SS,.133,11,30,6,4,1,0,0,3,10,7,1,1,0,0,0,.350,.167,0.517
R Duran,GIA,C,.273,13,33,3,9,1,0,1,6,2,8,1,1,0,0,0,.314,.394,0.708
Z Babitt,DOD,2B,.254,16,59,11,15,1,0,0,6,13,6,4,1,1,0,0,.389,.271,0.66
M Bianucci,RAN,1B,.500,5,14,3,7,4,0,1,4,3,4,0,0,0,0,0,.611,1.000,1.611
S Branca,GIA,SS,.300,3,10,3,3,2,0,0,1,1,2,0,0,0,0,0,.364,.500,0.864
D Carroll,MAR,3B,.143,3,7,1,1,0,1,0,0,1,2,0,0,0,0,0,.250,.429,0.679
C Colon,ROY,SS,.364,7,22,6,8,3,0,0,4,4,0,1,1,0,0,0,.481,.500,0.981
W Fairley,GIA,LF,.192,13,52,7,10,4,1,0,7,3,14,1,0,1,0,2,.236,.308,0.544
Z Jones,DIA,1B,.273,3,11,0,3,1,0,0,3,0,2,0,0,0,0,0,.273,.364,0.636
A Renteria,PAD,DH,.269,17,52,11,14,3,1,3,9,9,20,1,1,0,1,1,.400,.538,0.938
R Kieschnick,GIA,RF,.083,3,12,0,1,1,0,0,4,0,5,0,0,0,1,0,.077,.167,0.244
D Mejia,BRE,C,.255,17,55,10,14,3,1,2,16,0,16,0,0,0,0,0,.268,.455,0.722
R Poythress,MAR,1B,.385,5,13,7,5,1,0,3,7,7,3,0,0,0,0,0,.600,1.154,1.754
F Martinez,MAR,3B,.286,8,28,7,8,2,2,0,7,1,6,1,0,0,1,0,.323,.500,0.823
L Baez,ATH,RF,.289,28,97,21,28,11,2,2,7,2,20,2,0,0,0,1,.310,.505,0.815
D Goris,ROY,3B,.425,18,80,14,34,6,3,3,19,2,10,0,0,0,2,0,.442,.688,1.129
L Urena,ROY,2B,.176,24,74,6,13,2,0,0,6,8,11,3,0,3,0,2,.256,.203,0.459
B Franco,DOD,3B,.253,23,91,12,23,5,0,6,19,5,34,0,0,1,0,1,.292,.505,0.797
F Contreras,ATH,2B,.286,19,63,13,18,6,0,0,8,7,12,0,0,0,1,0,.361,.381,0.742
J Decker,PAD,OF,.296,9,27,5,8,1,2,1,7,4,3,0,0,0,1,1,.394,.593,0.987
P Hoenecke,DOD,3B,.382,41,165,29,63,21,4,5,38,11,22,2,1,0,2,2,.416,.648,1.064
O Linton,DIA,OF,.214,4,14,1,3,1,0,0,4,1,2,0,1,0,1,1,.294,.286,0.58
A Matthews,RED,RF,.325,32,117,21,38,7,2,2,19,16,24,2,2,1,1,3,.407,.470,0.877
P Pohl,ATH,C,.301,32,113,22,34,6,2,3,17,6,22,1,0,0,1,3,.375,.469,0.844
J Rogers,CUB,3B,.341,26,88,19,30,11,1,2,17,15,32,1,1,0,0,1,.442,.557,0.999
N Tenbrink,MAR,3B,1.000,1,4,2,4,0,1,0,2,0,0,0,0,0,0,0,1.000,1.500,2.5
C Weiss,MAR,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
P Toribio,ANG,SS,.379,30,116,29,44,7,5,0,7,4,17,7,1,1,1,2,.397,.526,0.923
D Lutz,RED,1B,.643,4,14,3,9,2,2,0,5,3,4,0,0,0,0,0,.706,1.071,1.777
J Garcia,BRE,LF,.220,18,59,12,13,1,1,2,9,3,17,1,0,1,1,1,.266,.373,0.639
L Osorio,ATH,2B,.208,18,48,7,10,0,1,0,3,4,16,0,1,1,0,0,.269,.250,0.519
T Auer,ANG,OF,.318,5,22,4,7,2,0,0,0,2,4,2,0,0,0,1,.375,.409,0.784
R Linares,ANG,2B,.180,20,61,4,11,0,2,0,6,4,19,5,0,0,0,0,.242,.246,0.488
A Almora,CUB,OF,.347,18,75,18,26,5,1,1,13,2,8,5,1,0,2,2,.363,.480,0.843
L Ware,ANG,2B,.324,21,74,11,24,9,1,0,16,9,16,3,0,1,2,1,.402,.473,0.875
J Cannon,DOD,C,.225,24,71,17,16,3,1,1,11,12,14,1,1,0,1,0,.341,.338,0.679
M Cervenka,IND,C,.240,26,75,7,18,3,0,0,12,14,21,0,1,0,2,3,.352,.280,0.632
G Beltran,ANG,RF,.264,41,163,15,43,5,3,1,14,10,40,1,1,0,1,4,.313,.350,0.662
M Soto,ATH,1B,.282,32,103,18,29,9,2,4,23,7,25,1,0,0,2,2,.321,.524,0.846
F Oguisten,DOD,SS,.214,5,14,2,3,0,0,0,0,1,6,2,1,0,0,0,.267,.214,0.481
G Cornier,GIA,C,.319,31,91,10,29,8,1,0,11,12,26,0,1,0,1,1,.394,.429,0.823
M Del Castillo,PAD,C,.364,20,66,12,24,4,0,0,14,7,10,0,0,1,1,1,.427,.424,0.851
G Gonzalez,CUB,2B,.444,3,9,2,4,1,0,0,2,2,1,2,0,0,1,1,.500,.556,1.056
P Flores,RED,C,.273,8,22,7,6,0,1,0,0,1,6,1,1,0,0,0,.360,.364,0.724
J Lopez,RED,1B,.227,30,110,11,25,10,0,2,18,9,27,0,1,0,0,7,.286,.373,0.658
Y Lopez,PAD,RF,.173,34,104,15,18,4,1,0,7,8,27,0,2,0,0,2,.239,.231,0.47
J Gomez,PAD,C,.246,20,57,10,14,2,1,1,9,11,11,2,0,0,1,1,.371,.368,0.74
J Martinez,MAR,3B,.150,8,20,1,3,1,0,0,1,2,10,0,0,0,0,1,.227,.200,0.427
M Sanchez,MAR,C,.256,28,78,13,20,5,1,0,7,16,15,0,0,0,0,3,.389,.346,0.736
R Mateo,ATH,C,.400,19,75,20,30,8,2,5,27,5,18,1,0,0,5,0,.419,.760,1.179
G Benusa,GIA,OF,.000,5,7,2,0,0,0,0,2,3,1,0,0,0,2,0,.250,.000,0.25
B Cavazos-Galvez,DOD,OF,.389,6,18,4,7,4,0,1,4,0,3,2,0,0,0,0,.389,.778,1.167
N Cuevas,DOD,OF,.295,23,88,22,26,5,1,0,12,9,9,22,4,0,2,3,.379,.375,0.754
C Escobar,CUB,C,.231,8,26,4,6,3,0,0,3,5,12,1,0,0,1,1,.364,.346,0.71
R Flores,DIA,1B,.400,3,10,3,4,1,0,0,4,2,1,1,0,0,0,0,.500,.500,1.0
A Glenn,DIA,OF,.244,36,127,24,31,4,4,4,23,18,41,8,3,3,0,0,.360,.433,0.793
R Mathews,ATH,LF,.250,21,60,7,15,7,2,1,12,5,10,3,0,0,1,0,.303,.483,0.786
M Richard,ATH,LF,.182,4,11,3,2,1,0,1,1,0,1,0,0,0,0,0,.182,.545,0.727
J Sermo,BRE,2B,.284,45,183,26,52,7,4,4,28,11,41,6,4,0,0,5,.335,.432,0.767
L Washington,IND,OF,.444,3,9,3,4,0,0,0,2,1,2,1,0,0,0,0,.500,.444,0.944
V Belnome,PAD,2B,.400,3,10,1,4,1,1,1,5,2,0,0,0,0,0,0,.500,1.000,1.5
J Cruz,ANG,OF,.000,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,.000,.000,0.0
A Giansanti,CUB,C,.200,6,20,4,4,1,0,1,7,3,2,0,0,0,0,2,.304,.400,0.704
C Kreuter,PAD,1B,.200,15,50,9,10,2,1,2,8,6,21,0,0,0,1,1,.305,.400,0.705
M Tissenbaum,PAD,2B,.000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
J Williams,DIA,1B,.217,28,92,10,20,3,1,0,13,15,36,1,1,0,0,4,.333,.272,0.605
A Santiago,DIA,LF,.222,7,18,6,4,1,0,0,0,5,7,0,0,0,0,0,.417,.278,0.694
J Morban,MAR,OF,.238,6,21,2,5,0,0,0,3,0,3,0,0,0,1,0,.227,.238,0.465
R Cuneo,CUB,1B,.000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
J Kelly,IND,SS,.240,7,25,6,6,1,0,0,2,2,11,3,0,0,0,0,.296,.280,0.576
J Martinez,IND,2B,.347,46,190,31,66,14,3,7,39,16,44,4,0,0,4,0,.393,.563,0.957
N Melendres,MAR,OF,.529,4,17,3,9,1,2,0,5,0,2,1,0,0,0,0,.556,.824,1.379
D Mata,MAR,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
R Michel,MAR,RF,.202,39,104,16,21,1,1,0,11,9,39,8,2,0,0,2,.265,.231,0.496
